Uniprot.ID	Gene.Name	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q5SXA4	Tom1l2	2.426392	2.27169	2.25555	2.45336	2.129889	2.446865	2.403055	2.289471	2.43331	2.41725	2.527628	2.61204	2.618429	2.541519	2.41617485714286	2.618429	0.253136015023573	NA	NA	NA
Q5SXA5	Tom1l2	2.426392	2.27169	2.25555	2.45336	2.129889	2.446865	2.403055	2.289471	2.43331	2.41725	2.527628	2.61204	2.618429	2.541519	2.41617485714286	2.618429	0.253136015023573	NA	NA	NA
Q5SXC9	Mrps23	-1.120499	-1.23938	-1.180191	-1.354799	-1.49725	-1.354343	-1.236746	-1.2437	-1.32629	-1.06937	-1.35137	-1.244469	-0.9656811	-1.24688	-1.24506915	-0.9656811	0.216753439613595	NA	NA	NA
Q5SXE1	Ksr1	-1.18507	-1.371408	-1.30847	-1.57436	-1.374561	-1.503424	-1.303045	-1.746969	-0.9811401	-1.311291	-1.504961	-1.16844	-1.212801	-1.19128	-1.33837286428571	-0.9811401	0.637911644426162	NA	NA	NA
Q5SXE2	Ksr1	-1.18507	-1.371408	-1.30847	-1.57436	-1.374561	-1.503424	-1.303045	-1.746969	-0.9811401	-1.311291	-1.504961	-1.16844	-1.212801	-1.19128	-1.33837286428571	-0.9811401	0.637911644426162	NA	NA	NA
Q5SXG1	Mink1	0.8205414	0.9681816	0.8293591	1.043961	0.9939899	0.8974762	0.7601242	0.7737999	0.7416286	0.9544697	0.8943291	0.7321796	0.8039093	0.7707996	0.856053514285714	1.043961	0.0950239451443746	NA	NA	NA
Q5SXR2	Vmp1	NA	-2.203629	-2.527081	-3.385689	NA	NA	-2.336735	-2.179659	-2.05319	-2.82596	-2.641081	-3.02463	NA	-2.272541	-2.5450195	-2.05319	0.107874359512908	NA	NA	NA
Q5SXR6	Cltc	7.60656	7.629629	7.586981	7.49408	7.558731	7.536655	7.690836	7.53842	7.923151	7.503868	7.775061	7.654982	7.623621	7.712681	7.63108971428571	7.923151	0.552454666228585	NA	NA	NA
Q5SYH9	Nf1	1.847591	1.58814	1.62192	1.74132	1.599249	1.684425	1.755585	1.589121	1.783249	1.645988	1.813271	1.7208	1.66342	1.5809	1.68821278571429	1.847591	0.416163553985656	NA	NA	NA
Q5U458	Dnajc11	1.247911	0.6559906	0.7899399	1.09046	1.054819	1.027555	1.570864	0.7042408	1.021679	1.168468	1.48472	1.10503	0.9966507	0.6946697	1.04378555	1.570864	0.0634544065754625	559	23.28	25.28
Q5U476	Dmd	-1.516199	-2.005249	-1.90329	-1.28574	-1.686171	-1.626955	-1.704575	-1.53627	-2.26189	-1.59403	-1.24342	NA	-1.36772	-2.15855	-1.68385069230769	-1.24342	0.0822359107654202	NA	NA	NA
Q5U5Y4	Pdxp	2.828312	2.59836	2.54859	2.47998	2.691181	2.817326	3.026464	2.48918	2.620119	2.63715	2.932051	2.516809	3.006971	2.531231	2.69455171428571	3.026464	0.095547888930172	NA	NA	NA
Q5U628	Rab2b	-2.72303	-2.645908	-2.81481	-2.343689	-2.700951	-2.197634	-3.015085	-2.811749	-2.441401	-2.848581	-5.648661	-2.769279	-2.365789	NA	-2.87127438461538	-2.197634	0.817696857901204	NA	NA	NA
Q5XJZ8	Gpx4	0.4535599	1.06283	0.4193497	1.092251	0.7219696	0.8413563	0.5338154	0.4177113	0.7573586	0.8162785	1.007259	0.3466206	0.9334908	0.8839989	0.7348464	1.092251	0.636006755006165	NA	NA	NA
Q5XK18	Pgp	1.658072	1.530972	1.64045	1.33791	1.661219	1.717045	1.980085	1.434052	1.845779	1.362379	1.774359	1.777691	1.88558	1.712759	1.66559657142857	1.980085	0.109717935667348	NA	NA	NA
Q5XK22	Ace	-2.57749	-2.552109	-2.301189	-2.29188	-2.20966	-2.200775	-2.475445	-2.648529	-2.11302	-2.34268	-1.880211	-2.095219	-2.865191	-2.510469	-2.36170478571429	-1.880211	0.0262278953949567	NA	NA	NA
Q5XK24	Mon2	-0.95788	-0.5929585	-0.73139	-1.024799	-0.8091202	-0.2612534	-0.9311447	-0.9491501	-0.2158012	-1.047091	-1.096991	-0.6852493	-0.9395409	-0.6049595	-0.7748092	-0.2158012	0.74064105560718	NA	NA	NA
Q5XKA9	R3hdm2	-2.500759	-2.753279	NA	-2.015379	NA	NA	-2.910425	-2.67668	-2.53289	-2.053171	-2.67878	-2.5793	-2.97336	-2.459141	-2.55756036363636	-2.015379	0.0787738714120401	NA	NA	NA
Q5XKN4	Jagn1	-2.327129	NA	-2.297569	-1.88995	-1.92676	NA	-2.212345	-2.105289	-2.311211	-2.519691	-1.56736	NA	NA	NA	-2.12858933333333	-1.56736	0.292347402071793	183	26.58	29.63
Q5YLW3	Rps3	3.16452	3.044821	2.89852	2.998291	2.875469	2.837894	3.280825	2.818502	3.20067	3.091648	3.019918	3.04265	3.08605	2.996269	3.02543192857143	3.280825	0.765012139709331	NA	NA	NA
Q5ZEY2	Rpl4	2.614311	2.568811	2.405689	2.434481	2.40814	2.225037	2.495646	2.34351	2.54727	2.445259	2.56529	2.2826	2.274031	2.363911	2.42671328571429	2.614311	0.508939545010338	NA	NA	NA
Q60521	Map2k6	-0.1496391	-0.7475491	-0.730381	-0.834259	-0.4134998	-0.7560349	-0.6623554	-0.7852898	-0.6662407	-0.7239304	-0.1605797	-0.5219593	-0.4009895	-0.891531	-0.603159907142857	-0.1496391	0.16064978211941	NA	NA	NA
Q60749	Khdrbs1	1.94652	1.645391	1.743959	2.00309	1.83568	1.829216	1.636414	2.06851	1.60017	1.938089	1.65724	1.924801	1.55419	1.79372	1.79835642857143	2.06851	0.754538778032401	443	22.12	23.18
Q60780	Gas7	1.377201	1.13529	1.334299	1.1875	0.9924889	0.9249363	1.341555	0.9469814	1.115089	1.018188	1.23243	0.6279202	1.056709	1.022709	1.09380691428571	1.377201	0.617021282523563	421	23.07	24.35
Q60790	Rasa3	-0.6332989	-0.5814991	-0.7424908	-0.2068291	-0.45924	-0.6014538	-0.3810463	-0.7513885	-0.6053009	-0.381731	-0.3273201	-0.7181797	-0.2822094	-0.9402809	-0.543733464285714	-0.2068291	0.282652992247395	834	24.26	26.47
Q60817	Naca	1.000221	0.953331	0.6025906	0.8927612	0.9849892	0.959425	1.427834	0.8213997	1.1043	0.7539692	1.27244	1.03216	1.18347	1.087931	1.00548727857143	1.427834	0.14040043190916	215	19.79	21.17
Q60823	Akt2	-2.542768	-2.3638	-2.22817	-2.25489	-2.001131	-2.336935	-1.969606	-2.138439	-2.50576	-2.235142	-2.20265	-2.798819	-2.201611	-2.424221	-2.30028157142857	-1.969606	0.874711668597432	481	24.73	26.78
Q60829	Ppp1r1b	2.94923	3.027639	3.182108	3.051559	3.133789	3.023895	2.815046	3.144411	3.14221	2.872589	3.144461	3.139292	2.81352	2.781658	3.01581478571429	3.182108	0.335955031680211	194	20.25	19.6
Q60835	Ryr2	2.548882	2.480532	2.570589	2.447931	2.633331	2.588135	2.708235	2.515242	2.607191	2.483919	2.678671	2.676752	2.699469	2.548489	2.584812	2.708235	0.105639687981517	NA	NA	NA
Q60864	Stip1	5.021351	4.781099	4.842268	4.98241	4.706108	4.563267	4.742174	4.683802	4.57548	4.787418	4.93033	4.856329	4.864222	4.66526	4.78582271428571	5.021351	0.778261542421641	543	23.03	24.95
Q60931	Vdac3	4.60537	4.321939	4.262789	4.2075	4.25948	4.387127	4.745695	4.13299	4.478159	4.256981	4.433661	4.07482	4.256788	4.229778	4.33236264285714	4.745695	0.684041317744203	283	23.54	27.1
Q61018	Gnai1	2.719131	2.716322	2.700701	2.66003	2.529619	2.767876	2.358004	2.80472	2.776499	2.513649	2.85079	2.581011	2.459829	2.688568	2.65191064285714	2.85079	0.677053308158349	NA	NA	NA
Q61037	Tsc2	-1.01058	-0.2037792	-0.3995705	-0.8188305	-0.6755409	-1.091515	-0.5859947	-0.4744396	-0.9068012	-0.4464512	-0.6848297	-0.8785095	-0.4021492	-0.6518707	-0.659347278571429	-0.2037792	0.243448388095202	1814	23.18	25.29
Q61053	Fnbp1	-0.2007694	0.1991615	0.2439995	0.09496117	0.3679104	0.08567619	0.1602345	0.02042007	-0.03967094	0.3323193	0.4163303	0.2596397	0.2959003	0.1940804	0.173585213571429	0.4163303	0.379355671009192	NA	NA	NA
Q61081	Cdc37	1.34515	1.745972	1.611639	1.93618	1.27393	1.362465	1.291445	1.282431	1.446089	1.747969	1.61515	1.181101	1.43869	1.50662	1.48463078571429	1.93618	0.0659327530088534	379	23.71	24.97
Q61147	Cp	-1.342899	-1.400639	-1.754009	-1.60298	-1.62731	-1.789295	-1.110256	-1.404539	-1.317421	-1.26922	-1.53966	-1.02408	-1.816139	-1.517469	-1.46542257142857	-1.02408	0.843575863261021	1061	24.81	27.26
Q61166	Mapre1	1.42168	1.18013	1.44301	1.132481	1.340139	1.149706	1.099165	1.333721	0.8741894	1.16363	1.79073	1.362211	1.038059	0.9647293	1.23525576428571	1.79073	0.3515324297521	268	23.12	25.42
Q61187	Tsg101	0.6569099	0.2668304	0.2291203	0.1029396	0.3528404	0.3810558	0.3712654	0.2609711	0.5924702	0.3324699	0.6507397	0.5223198	0.5024891	0.3615799	0.39885725	0.6569099	0.210681184252697	391	23.59	25.84
Q61423	Kcna4	-1.550219	-1.943209	-1.86895	-1.55628	-1.70969	-2.173473	-1.687126	-1.826979	-1.77479	-1.495451	-1.97901	-1.81172	-1.771179	-1.528	-1.76257685714286	-1.495451	0.726383499411486	654	23.41	25.29
Q61481	Pde1a	1.800051	1.516151	1.5483	1.657171	1.864599	1.866905	1.980124	1.72669	1.58219	1.760849	1.805799	1.736351	1.90074	1.82238	1.75487857142857	1.980124	0.0239687058352052	545	24.17	26.52
Q61484	Ahnak	1.080961	0.5434208	0.6875706	0.7237396	0.8349495	1.108585	1.088755	0.9485397	0.5904999	0.8807697	0.8291988	0.8451405	1.004219	0.9274502	0.863842807142857	1.108585	0.0326950618035508	NA	NA	NA
Q61578	Fdxr	-1.68528	-1.7759	-1.651451	-1.970379	-1.96944	-2.047695	-1.678205	-1.71928	-1.899431	-1.761881	-2.304161	-1.86422	-1.945869	NA	-1.86716861538462	-1.651451	0.0369976105033796	494	22.85	24.44
Q61595	Ktn1	2.04565	1.994061	2.11231	2.36631	2.13315	1.907385	2.052034	2.107031	1.957169	2.24815	1.77561	2.135101	2.000299	1.98534	2.05854285714286	2.36631	0.296166403022147	1327	21.92	23.48
Q61621	Gnb1	4.147751	4.165262	3.95088	3.548359	3.921051	4.000286	3.874544	4.33584	4.34334	3.035439	4.12155	3.846079	3.842268	3.829651	3.92587857142857	4.34334	0.414811220103082	NA	NA	NA
Q61627	Grid1	NA	-2.581758	-2.38846	-2.507189	-2.53797	-3.112015	-2.876726	-2.518579	-2.848492	-2.455622	-2.7131	-2.972239	-2.78989	-2.4741	-2.67508769230769	-2.38846	7.3679081554824e-07	1009	23.39	25.75
Q61704	Itih3	0.1169815	0.3026104	0.09214973	-0.06699944	-0.3768005	-0.710804	0.02389526	0.007341385	NA	0.09290886	-0.9747696	0.01548004	-0.1655102	-0.601881	-0.172722889615385	0.3026104	0.235924694324547	889	23.59	26.26
Q61735	Cd47	2.71629	2.62472	2.552172	2.27936	2.929729	2.680756	2.607786	2.69636	2.702639	2.57671	2.03133	2.458431	2.67449	2.710072	2.58863178571429	2.929729	0.0806574463905653	303	24.32	28.01
Q61753	Phgdh	3.022999	2.5445	2.516748	2.529671	2.544399	2.475506	2.793894	2.40172	2.414509	2.374159	2.594172	2.575171	2.750551	2.340321	2.56273714285714	3.022999	0.0966270863851435	533	21.8	24.12
Q61885	Mog	4.107689	4.272009	4.01441	4.23798	4.336609	4.390656	4.034605	4.062551	4.22576	4.246368	4.375231	4.302999	4.165159	4.517342	4.23495485714286	4.517342	0.0529089050499556	246	25.61	27.92
Q61947	Ncam1	-0.3642693	0.6984615	0.6793404	1.038321	0.7213688	0.7889767	0.1028538	0.06539154	1.20739	0.8580189	0.2279091	0.5987797	0.8659992	0.5063	0.571060095714286	1.20739	0.173850209780314	NA	NA	NA
Q61947	Ncam1	1.63476	1.646301	1.349939	1.569401	1.345699	0.4735355	1.466665	1.57275	0.8681297	1.835749	0.5646591	0.9860001	1.40885	1.619169	1.31011481428571	1.835749	0.183926988899657	NA	NA	NA
Q61947	Ncam1	6.00317	5.910452	5.772558	5.674511	5.938931	6.035458	5.710905	5.730272	5.678179	5.760448	6.223539	6.022959	5.750891	5.636078	5.84631078571429	6.223539	0.0373045821366239	NA	NA	NA
Q62017	Rbl2	-0.1241188	0.5392399	-0.6104698	0.2966595	NA	NA	NA	NA	0.006139755	NA	0.06887054	-0.0181694	0.3731899	NA	0.066417699375	0.5392399	0.900288435381352	NA	NA	NA
Q62041	Calr	4.426022	4.614431	4.81489	4.64645	4.40926	4.664757	4.431856	4.615042	4.366278	4.668949	4.472601	4.72714	4.368429	4.60107	4.55908392857143	4.81489	8.15941925163885e-07	NA	NA	NA
Q62076	Plcb3	NA	-2.552889	-2.40937	-2.47456	-3.117031	NA	NA	-2.31369	-2.266241	NA	-2.812981	NA	NA	-2.40732	-2.54426025	-2.266241	0.0331655800218684	NA	NA	NA
Q62186	Ssr4	0.006271362	-0.6272793	-0.6576405	-0.3312988	1.06254	-0.1718445	0.4523945	-0.9360886	-0.3920517	-0.04910088	-0.05018044	-0.3287392	-0.2180405	-0.7458401	-0.213349904142857	1.06254	0.0735249072921678	172	23.61	26.22
Q62206	Scn1a	-0.9849186	-1.18128	-1.158569	-1.161249	-1.673061	-1.279194	-1.963015	-1.150888	-1.226252	-0.9165401	-0.7790699	-1.154989	-1.109631	-1.040091	-1.19848197142857	-0.7790699	0.935833321619021	NA	NA	NA
Q62245	Sos1	-1.27833	-1.69182	-1.545919	-1.541519	-1.45047	-1.689865	-1.037725	-1.158699	-1.62418	-1.112061	-1.97455	-1.429449	-1.489321	-1.447189	-1.46222121428571	-1.037725	0.642917270398267	1319	23.71	25.18
Q62277	Syp	4.3638	4.229242	4.094511	4.41552	4.356041	4.689205	4.186316	4.28565	4.408758	4.513458	4.818678	4.540689	4.16036	4.48473	4.39621128571429	4.818678	0.0590898483945759	314	23.92	26.7
Q62348	Tsn	1.391941	0.5209312	0.0789299	1.169081	0.6879787	0.1394749	0.8762341	0.42276	0.7810001	0.6185493	1.073919	0.6855412	0.9217796	0.3359699	0.693149278571429	1.391941	0.613586334679639	228	24.12	26.54
Q62393	Tpd52	0.9022808	0.5773506	1.089689	1.061029	1.14703	0.8903065	0.7389851	1.088501	0.8972988	1.031408	1.005779	1.016411	0.6005192	0.683939	0.909323357142857	1.14703	0.0519350431105265	224	20.85	22.82
Q62425	Ndufa4	4.206642	4.300192	4.281069	3.75827	4.771641	4.949856	4.254835	4.657362	4.440691	4.145771	4.539251	4.348391	4.25424	4.465351	4.38382585714286	4.949856	0.691841495986222	82	25.37	28.34
Q62523	Zyx	-1.967999	-1.80658	-1.871851	-1.08147	-1.67909	-1.003384	-1.430946	-1.598869	-1.490721	-0.7236805	-1.68265	-1.481909	-1.194139	-1.46137	-1.46247560714286	-0.7236805	0.606944925516104	564	21.54	21.98
Q63850	Nup62	-1.961269	-1.3536	-1.142441	-1.68812	-2.12163	-1.668943	-1.434486	-1.267569	-2.449751	-2.164961	NA	-2.11894	-1.712669	-1.669281	-1.75028153846154	-1.142441	0.201464268589192	526	19.94	22.24
Q640R3	Hepacam	1.308762	1.38805	1.409359	1.6234	1.71109	1.788277	1.690704	1.311291	0.7739887	1.70825	1.510649	1.64011	1.667669	1.518761	1.50359719285714	1.788277	0.0827846361289309	418	22.02	23.87
Q64105	Spr	2.173691	1.798321	1.77104	2.126171	1.99613	1.963696	1.973595	1.82818	1.632059	1.794559	2.121799	1.92367	2.059719	1.60816	1.91219928571429	2.173691	0.0540807865656892	261	21.27	24.08
Q64152	Btf3	-1.780899	-1.76112	-1.59881	-1.582319	-1.622471	-1.838364	-1.707476	-1.644709	-1.75625	-1.435001	-1.831381	-1.616779	-1.876209	-1.53866	-1.685032	-1.435001	0.172586983375696	204	20.77	22.57
Q641N8	Nedd4l	0.1949005	0.3891411	0.39715	0.25634	0.37677	0.2732563	0.2590942	0.08977127	0.2791996	0.4479885	0.5703106	0.1575813	0.4449596	0.1056499	0.303008062142857	0.5703106	0.332754103479253	NA	NA	NA
Q641P2	Stau1	-3.363449	-3.575689	-2.6605	NA	NA	-3.783924	-3.122906	NA	-3.455841	-3.561731	NA	-3.48797	NA	-3.07935	-3.34348444444444	-2.6605	0.362963722905264	NA	NA	NA
Q642K1	Rpl18	1.92259	1.475611	1.732349	1.70079	1.945879	1.933395	1.881674	1.883371	1.75992	1.983648	1.745779	1.79668	2.02524	1.071899	1.77563035714286	2.02524	0.51219004284208	NA	NA	NA
Q64314	Cd34	-1.98423	-1.770569	-1.712391	-2.36599	-1.604961	-1.969145	-2.175245	-2.117779	-2.0767	-2.67753	-1.9447	-1.9039	-2.06131	-1.788021	-2.01089078571429	-1.604961	0.7922959747655	382	21.29	23.2
Q64332	Syn2	5.484402	5.405142	5.402361	5.32436	5.564758	5.569675	5.378466	5.305521	5.462191	5.214668	5.438471	5.441252	5.353689	5.3297	5.40533257142857	5.569675	0.189144127271023	586	22	23.62
Q64336	Tbr1	-2.459229	-2.106548	-2.060501	-1.880249	-2.346611	NA	-2.684385	-1.99844	-2.617811	-2.042372	-1.885691	-1.41754	-2.841261	-2.071911	-2.18558069230769	-1.41754	0.490243472986106	681	22.46	24.23
Q64341	Eif4a1	0.9261112	0.9973507	0.9764194	1.03414	0.7579994	1.068815	1.258934	0.7339802	0.9893684	1.14357	1.21876	0.8199997	0.7498608	0.7379398	0.958089185714286	1.258934	0.410865798189517	NA	NA	NA
Q64471	Gstt1	-1.882559	-1.25655	-1.40197	-1.91888	-1.411701	-1.075584	-1.834705	-1.542759	-2.103931	-1.921701	-1.065071	-1.06641	-2.0121	-1.148069	-1.54585642857143	-1.065071	0.612104686493777	240	25.03	27.21
Q64487	Ptprd	2.615292	2.291262	2.45783	2.495291	2.28105	2.361856	2.577456	2.44862	2.369249	2.488379	2.490648	2.33444	2.720659	2.256969	2.4420715	2.720659	0.810970151778962	1912	23.45	25.31
Q64500	Ptprn	-0.5681286	-0.6752586	-0.3708706	-1.067919	-0.3702908	-0.2151451	-0.9054661	-0.740469	-0.9851303	-1.129641	-0.8375397	-0.4005585	-0.8864098	-0.5526905	-0.693251257142857	-0.2151451	0.312722250146201	NA	NA	NA
Q64511	Top2b	-0.4117985	-0.3273697	-0.6014099	-0.2056389	-0.7443714	-0.4086342	-0.5871353	-0.6210594	-0.5088615	-0.6364212	-0.09634018	-0.6723785	-0.5107994	-0.5408001	-0.49092987	-0.09634018	0.909540164518788	1612	23.46	25.99
Q64514	Tpp2	2.783691	2.82197	2.795259	2.862812	2.958019	2.784256	2.924105	2.74597	3.049879	2.885578	2.894411	2.78808	2.771971	2.81329	2.84852078571429	3.049879	0.234126143219269	1262	23.41	25.74
Q64674	Srm	0.79245	0.6076317	0.1356392	0.4024696	1.00511	0.545435	0.7542152	0.4511604	0.5577297	0.3787994	0.7414494	0.7645206	0.9898796	0.3477001	0.605299278571429	1.00511	0.0374757290654363	302	23.83	25.83
Q64700	Rbl2	-0.1241188	0.5392399	-0.6104698	0.2966595	NA	NA	NA	NA	0.006139755	NA	0.06887054	-0.0181694	0.3731899	NA	0.066417699375	0.5392399	0.900288435381352	1135	22.77	24.34
Q64727	Vcl	2.62532	2.674292	2.921278	3.017151	2.611328	2.440645	2.786634	2.809221	2.958498	3.06073	2.738668	2.623762	2.927401	2.818081	2.7866435	3.06073	0.0324411689336251	1066	21.33	23.04
Q64737	Gart	1.80991	1.779551	1.709909	1.875391	1.531479	1.662956	1.706905	1.84404	1.856749	1.750969	1.78842	1.68502	1.580139	1.767241	1.73919135714286	1.875391	0.17080612948697	1010	22.02	24.4
Q66JM2	Mog	4.107689	4.272009	4.01441	4.23798	4.336609	4.390656	4.034605	4.062551	4.22576	4.246368	4.375231	4.302999	4.165159	4.517342	4.23495485714286	4.517342	0.0529089050499556	NA	NA	NA
Q66JX2	Araf	-1.788858	-0.43256	-0.89361	-0.5123692	-1.05479	-0.9468536	-0.8751965	-0.6905098	-1.07584	-0.8157501	-1.250431	-1.025719	-1.13439	-0.7972698	-0.949581928571429	-0.43256	0.323206595909914	NA	NA	NA
Q66K07	Ubqln1	1.11953	0.2761612	0.187149	0.2482605	0.44911	-0.09609413	0.785265	-0.2452602	0.8134384	0.1279392	0.9107399	0.5489407	1.23	1.096649	0.532273469285714	1.23	0.493588601672989	NA	NA	NA
Q66L38	Slco1c1	-3.18577	NA	NA	-3.50709	-3.541231	-3.566944	NA	NA	-3.561522	-3.535261	-3.112461	-3.360849	-3.623631	-3.329929	-3.4324688	-3.112461	0.827776731817746	NA	NA	NA
Q66L40	Slc18a2	NA	NA	-3.15007	-3.16008	-2.42989	-2.640215	NA	NA	-3.00902	-3.226372	NA	-2.86825	NA	NA	-2.926271	-2.42989	0.573916892835478	NA	NA	NA
Q684I8	Idh3g	3.83387	3.732691	3.771311	3.88348	3.908138	3.837894	3.962446	3.689451	3.934118	3.608429	3.87549	3.703112	4.06196	3.657299	3.81854921428571	4.06196	0.59284504049966	NA	NA	NA
Q684Q2	L1cam	3.110882	3.130171	3.269129	3.194672	3.269138	3.153088	3.054506	3.1103	3.196039	3.239368	3.21073	3.379629	3.00226	3.178669	3.17847007142857	3.379629	0.0545910054118532	NA	NA	NA
Q68EF6	Begain	-0.32341	-0.5370197	-0.2363701	-0.3186493	-0.9374809	-0.8945045	-0.4190865	-0.4502487	-0.397131	-0.3211918	-0.5169601	-1.06324	-0.6132393	-0.4899712	-0.537035935714286	-0.2363701	0.028928806023346	600	21.33	22.74
Q68FD5	Cltc	7.60656	7.629629	7.586981	7.49408	7.558731	7.536655	7.690836	7.53842	7.923151	7.503868	7.775061	7.654982	7.623621	7.712681	7.63108971428571	7.923151	0.552454666228585	1675	24.04	26.41
Q68FD6	Tln2	3.338482	3.494371	3.527319	3.582729	3.296341	3.271896	3.437284	3.565069	3.487608	3.6036	3.51824	3.31296	3.447329	3.574699	3.4612805	3.6036	0.0223668411584771	NA	NA	NA
Q68FH4	Galk2	-3.14266	-2.55089	NA	-3.28665	NA	NA	NA	-2.51343	-2.266331	-3.169271	-3.572161	NA	-4.148411	-2.364679	-3.00160922222222	-2.266331	0.0662115776573345	458	23.03	25.33
Q68FL4	Ahcyl2	1.224871	1.197741	1.366869	1.4604	0.9469585	1.034895	0.9536037	1.235561	0.7518787	1.322748	0.5631504	0.6207504	0.8278198	1.420149	1.06624253571429	1.4604	0.0653795176833436	613	22.44	24.47
Q6AXB7	Fmr1	-0.2410698	-0.5071583	-0.3644905	-0.1939297	-0.310791	-0.1502342	-0.2410355	-0.9471188	-0.4280815	-0.4157715	-0.7495003	-0.4240093	-0.1924706	-0.6313	-0.414068642857143	-0.1502342	0.542882724737746	NA	NA	NA
Q6AXD3	Abi1	2.097891	1.61758	1.858759	1.81333	2.12224	1.776926	2.056355	1.5569	1.99531	1.611759	1.900869	1.784451	1.949471	1.75675	1.84989935714286	2.12224	0.497785442399415	NA	NA	NA
Q6AXF6	Sidt1	-2.786388	-3.65243	NA	NA	-3.476961	-3.549744	-2.885866	-3.500149	NA	-3.667992	-3.30961	-4.157179	-2.641359	NA	-3.3627678	-2.641359	0.333833119947255	827	25.29	28.38
Q6DD95	Cacnb1	-0.5241184	-0.5453491	-0.6126003	-0.6126995	-0.8161411	-1.081684	-0.6017056	-0.5140686	-0.3460503	-0.5788803	-0.6027603	-0.4471703	-0.6112404	-0.5817795	-0.605446264285714	-0.3460503	0.542260006206665	NA	NA	NA
Q6DFV7	Ncoa7	-2.048689	-2.139528	-1.86372	-1.32126	-2.605751	-2.593214	-1.896925	-1.656309	-2.307821	-1.714102	-1.74308	-2.726	-1.733181	-1.9842	-2.02384142857143	-1.32126	0.28946061657704	943	22.83	24.95
Q6DFZ1	Gbf1	-2.208569	-2.643768	-1.877319	-2.24828	-2.91287	-2.129395	-2.070515	-2.354649	-2.605721	-2.017832	-2.44277	-2.229759	-2.26244	-2.181341	-2.29894485714286	-1.877319	0.913287269480137	NA	NA	NA
Q6DI68	Atp9a	-0.2492886	-0.1914787	-0.5323105	-0.7845898	-0.5754814	-0.5508251	-0.2961864	-0.772089	-0.5676708	-0.775301	-0.528841	-0.5835896	-0.7740002	-0.77668	-0.568452292857143	-0.1914787	0.468744304479041	NA	NA	NA
Q6DI78	Eif4g3	1.30394	1.534851	1.63401	1.635521	1.66662	1.642765	1.609665	1.52759	1.358189	1.648849	1.24118	1.44346	1.522949	1.530661	1.52144642857143	1.66662	0.492699145462567	NA	NA	NA
Q6DI95	Tnpo3	0.3625107	0.2036514	0.5049896	0.4359207	0.5667686	0.5919762	0.4475136	0.6418915	0.76651	-0.06286049	0.536499	0.6512413	0.6482201	0.51367	0.486321586428571	0.76651	0.902867881259695	NA	NA	NA
Q6DIB8	Atp2b2	5.114639	5.187571	5.2073	5.069889	5.085091	5.130585	5.157244	4.994089	5.096029	5.224648	5.195108	5.172319	5.027781	5.137001	5.128521	5.224648	0.762770444565271	NA	NA	NA
Q6GQT3	2010300C02Rik	4.73365	4.814341	4.831041	4.992729	4.78949	4.769577	4.649755	4.79394	4.53068	4.892738	4.97291	4.87081	4.5795	4.693081	4.77958871428571	4.992729	0.0784966555343732	NA	NA	NA
Q6GQV6	Nbas	-2.405499	-2.71356	-2.56468	-2.73823	-2.28278	-2.053984	-2.493376	-2.54319	-2.04775	-2.705992	NA	-2.558399	-2.66692	-3.09363	-2.52830692307692	-2.04775	0.404410144183529	NA	NA	NA
Q6GR78	App	2.19383	1.833382	2.072279	2.20602	2.230019	1.634806	2.233334	2.047651	1.095419	2.080479	2.07745	1.92248	2.32604	1.835131	1.98488	2.32604	0.867298874283061	NA	NA	NA
Q6GU23	Stat3	-2.250879	-2.239559	-2.551889	-2.158949	-2.42252	-2.444454	-2.237186	NA	-1.886391	-2.564791	-2.445091	-2.257259	-2.28615	-2.59218	-2.33363830769231	-1.886391	0.471758921642365	NA	NA	NA
Q6IQY0	Fdxr	-1.68528	-1.7759	-1.651451	-1.970379	-1.96944	-2.047695	-1.678205	-1.71928	-1.899431	-1.761881	-2.304161	-1.86422	-1.945869	NA	-1.86716861538462	-1.651451	0.0369976105033796	NA	NA	NA
Q6IR25	Tm9sf4	-0.9897194	-0.8490887	-0.9265003	-1.32226	-0.89468	-1.399775	-1.206266	-0.9466896	-0.9744816	-1.08247	-0.8658409	-1.18866	-1.13982	-1.07699	-1.06166010714286	-0.8490887	0.429739142967556	NA	NA	NA
Q6IR43	Akap12	1.26441	1.17618	1.10363	1.44532	1.441399	1.371645	1.117115	1.26107	0.8369083	1.324499	1.23772	1.497061	1.324551	1.1395	1.25292916428571	1.497061	0.0405497339388904	NA	NA	NA
Q6IRU2	Tpm4	0.8143005	0.6555099	0.8392105	0.654211	0.9224396	0.644186	0.4782753	0.4717407	0.6822796	0.661499	0.7768097	0.5898399	0.6214695	0.5422802	0.668146528571429	0.9224396	0.263380112473837	248	20.59	21.88
Q6IS27	Pdxp	2.828312	2.59836	2.54859	2.47998	2.691181	2.817326	3.026464	2.48918	2.620119	2.63715	2.932051	2.516809	3.006971	2.531231	2.69455171428571	3.026464	0.095547888930172	NA	NA	NA
