Table S7. PROTEOME Synaptoneurosomes and Total Forebrain,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Intesities of Forebrain samples collected around the 24 hours in 4 hour intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 biological replicates per time point.,,,,,,,,,,,,,,,,,,,,,,,,,,
Periodicity analysis done with the Perseus software as describes in the Materials and Methods section.,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase and q-value: Obtained from Time series analisys performed with Perseus software.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,Peptides,Unique sequence coverage [%],Phase_,q-value_,ZT0_1,ZT0_2,ZT0_3,ZT0_4,ZT4_1,ZT4_2,ZT8_1,ZT8_2,ZT8_3,ZT12_1,ZT12_2,ZT12_3,ZT16_1,ZT16_2,ZT16_3,ZT16_4,ZT20_1,ZT20_2,ZT20_3,ZT20_4
Psma7,Q9Z2U0,Proteasome subunit alpha type-7,13,52,13.99122458,0.858807091,2.583071,2.665701,2.65686,2.725391,2.75036,2.459089,2.68853,2.657787,2.774498,2.653511,2.967501,2.615459,2.676487,2.632002,2.675669,2.57506,2.667845,2.651228,2.753281,2.878889
Rcn2,Q8BP92,Reticulocalbin-2,18,65.6,1.727738752,0.858893654,1.86689,1.83745,1.979559,1.710751,1.9802,1.90062,1.40276,1.487019,1.221466,1.359549,1.94313,1.790689,1.686546,1.78227,1.812,1.891071,1.406334,1.398729,1.6443,1.08276
Ctnnd1,P30999;E9Q8Z8;G3X9V2;E9Q8Z6;D3Z2H2;E9Q904;E9Q8Z4;E9Q8Z9;E9Q901;D3Z7H6;E9Q905;E9Q986;E9Q907;D3Z2H7,Catenin delta-1,33,1.3,12.28676732,0.860378191,0.9036503,0.9183807,0.9879398,0.7760906,0.9310894,0.8881397,0.9696102,1.072618,1.015417,1.067949,1.02445,0.8405094,1.038145,0.8953514,0.7924004,0.9307899,1.160824,0.8762302,1.08848,0.9752102
Rab31,Q921E2;Q3TXV4,Ras-related protein Rab-31,9,55.2,11.79741304,0.860828791,-0.6017685,-1.22538,-0.5498905,-0.7837296,-0.7249794,-0.2898617,-1.174891,-0.6594315,-1.084454,-0.4523201,-0.4409504,-0.3984489,-1.021574,-0.555809,-0.6143208,-0.8761387,-0.8133354,-0.7803192,-0.9094486,-0.6090298
Ubtd2,Q6PGH0,Ubiquitin domain-containing protein 2,4,19.2,2.839973917,0.86084865,-2.411379,-2.302359,NaN,-2.61067,-1.83967,NaN,-2.28937,NaN,-2.415644,-2.869131,-3.609211,NaN,-2.477884,-1.839069,-2.20158,-2.240719,-2.904455,-2.35063,-3.501699,-2.34798
Wdr20,Q3UWE6;Q9D5R2,WD repeat-containing protein 20,4,9,22.60401268,0.861314017,-3.01276,-3.779419,NaN,-3.66976,NaN,-4.131771,-3.116949,-3.754122,-3.084663,-3.88814,NaN,-3.072729,-5.455544,NaN,-3.231451,-3.218489,-2.880945,-3.00716,-3.174,-2.72459
Hist1h1e,P43274,Histone H1.4,12,16.9,16.38201705,0.861516712,2.186541,2.319731,2.351219,2.287889,2.616819,2.064819,2.132311,0.9666195,2.364067,2.58094,2.41465,2.51498,2.706024,2.188061,2.38011,2.350651,2.760073,0.5825195,2.5872,2.532782
Atp5f1,Q9CQQ7,"ATP synthase F(0) complex subunit B1, mitochondrial",18,53.9,20.26915526,0.862138614,5.0679,5.18569,5.027649,5.21645,5.044931,4.804388,5.15023,5.2887,5.185886,5.027668,5.171019,5.07119,5.004566,5.180872,4.967958,5.00112,5.322424,5.503,4.991001,5.172571
Capns1,O88456;D3YW48,Calpain small subunit 1,9,50.2,10.47122772,0.865009651,0.5368805,0.4511604,0.565239,0.4012699,0.4349289,0.8433094,0.8429108,0.6404896,0.5489368,0.7792187,0.5273705,0.7476902,0.4212856,0.5854797,0.5071697,0.5099106,0.5904846,0.822649,0.8022614,0.7653599
Psme3,P61290;A2A4J1,Proteasome activator complex subunit 3,9,49.6,14.01738649,0.865199802,-1.424389,-1.415199,-1.73605,-1.675289,-1.624889,-1.428551,-1.662951,-1.524681,-1.991114,-1.91712,-1.100811,-0.6978207,-1.674074,-1.707529,-1.397961,-1.662619,-1.591515,-1.604139,-1.442589,-1.44215
Shank3,Q4ACU6;A0A0A0MQD5;Q4ACU6-3;Q4ACU6-7;Q4ACU6-11;Q4ACU6-8,SH3 and multiple ankyrin repeat domains protein 3,61,16.8,18.64208784,0.865397081,2.31649,2.11758,2.32893,2.27314,2.173901,2.26993,2.213871,2.364859,2.383307,2.3127,2.329889,2.262529,2.350327,2.08534,2.22702,2.276331,2.343815,2.468069,2.346451,2.41818
Srr,Q9QZX7;Q9QZX7-2;A8Y5D6;Z4YMF3;Q9QZX7-3,Serine racemase,12,47.2,22.09808437,0.865401435,2.639151,2.643812,2.827728,2.417721,2.849989,2.91255,2.24869,2.36249,1.974386,2.94009,2.37834,2.74847,2.665844,2.57197,2.723711,2.488939,2.436855,2.44434,2.224482,2.799082
Agrn,M0QWP1;Z4YK85;A2ASQ1-3;A2ASQ1-2;A2ASQ1,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,17,10.9,14.66924182,0.866794314,-0.3537884,-0.4159985,-0.2297802,-0.6336899,-0.5109596,-0.5698605,-0.3874092,-0.6298218,-0.7757626,-0.1930599,-0.09939957,-0.03417015,-0.6970234,-0.6838303,-0.3244114,-0.5849895,-0.3635063,-0.594101,-0.07817841,-0.51824
Mtus2,Q3UHD3;D3YZ69;Q3UHD3-3;Q3UHD3-4,Microtubule-associated tumor suppressor candidate 2 homolog,12,9.1,2.168780492,0.867531636,-2.480928,-2.72163,-2.38579,-2.889389,-3.00242,-2.381321,-2.615469,-2.429701,-2.791214,-3.036221,-2.599491,-1.940649,-2.893744,-2.85084,-3.08765,-2.83511,-2.149715,-2.79508,-2.540209,-2.358339
Bpnt1,Q9Z0S1;D3Z0E6,"3(2),5-bisphosphate nucleotidase 1",13,60.7,12.44727908,0.868166008,2.10774,1.721861,2.15024,2.083141,1.91256,2.196259,2.19878,2.42622,2.427126,2.360899,1.787991,2.209341,1.934607,2.137321,1.934469,2.457121,2.455574,2.217501,2.2068,2.346081
Tnc,Q80YX1;Q80YX1-5;Q80YX1-4;Q80YX1-3;Q80YX1-2,Tenascin,29,20.3,22.19839191,0.868325426,0.06365013,0.01908112,-0.03532982,0.08204079,0.3562107,-0.14324,-0.02380943,0.1769695,0.113266,0.1564503,-0.3953705,0.2532406,0.06507492,-0.08271027,0.02515984,0.16292,0.2390137,0.2564907,-0.02079964,0.2628403
Wash1,Q8VDD8,WAS protein family homolog 1,9,26.3,18.41662082,0.868408249,-2.143639,-2.09388,NaN,-2.00948,-2.575439,NaN,NaN,NaN,NaN,-2.03891,NaN,NaN,NaN,-2.094339,-2.00901,-2.49445,-2.286016,-2.49896,-1.885809,-1.826839
mt-Co3,P00416,Cytochrome c oxidase subunit 3,1,5.4,5.611882811,0.869356296,0.9706116,0.7719402,0.4528103,1.03907,0.9355392,0.827879,1.38509,1.09404,1.146507,0.1055603,0.2883987,1.74486,1.207115,0.7858601,0.6389694,0.5505199,0.365675,1.63575,0.8851109,0.9684906
05.Mar,Q3KNM2,E3 ubiquitin-protein ligase MARCH5,5,23.4,20.80613666,0.869616732,-1.86553,-1.464359,-2.050621,-1.976679,-1.46624,-2.436581,-2.01577,-1.556412,-2.108774,-1.930231,-1.69644,-1.595711,-2.329844,-1.69207,-2.3207,-1.7181,-1.276926,-1.85737,-1.868429,-1.441839
Tsfm,Q9CZR8,"Elongation factor Ts, mitochondrial",8,40.4,14.91780104,0.869705011,-1.004709,-1.566229,-1.15486,-1.55628,-1.188379,-0.9387207,-1.02763,-1.180521,-1.106703,-1.072941,-0.7765198,-1.34462,-0.9768734,-0.8122787,-1.213251,-1.712318,-0.8238163,-0.9023399,-0.850069,-1.07118
Calcoco1,Q8CGU1;E9Q7U2,Calcium-binding and coiled-coil domain-containing protein 1,23,33,19.14413057,0.871305453,-0.4419289,-0.525589,-0.5084305,-0.2768192,-0.2840099,-1.14299,-0.09351921,-0.1322708,0.1014671,-0.3161697,-0.7093201,-0.6641903,-0.6896038,-0.3405685,-0.3407612,-0.3318501,0.02121353,-0.003990173,-0.2602291,0.07188988
Kcnab2,P62482;Q3UPV6,Voltage-gated potassium channel subunit beta-2,18,6.8,3.16283772,0.871434804,2.600019,2.767401,2.57597,2.720131,2.451839,2.89076,2.628922,2.39744,2.435757,2.613281,2.804499,2.79266,2.395206,2.755499,2.51671,2.382851,2.564493,2.685671,2.558132,2.48975
Hibadh,Q99L13,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",10,35.2,12.68863655,0.871450419,1.314692,1.445601,1.435619,1.56212,1.430389,1.363949,1.67301,1.409739,1.436947,1.60873,1.34993,1.59269,1.395275,1.56967,1.23086,1.65583,1.407034,1.71887,1.07288,1.72781
Krt33a,Q8K0Y2,"Keratin, type I cuticular Ha3-I",15,10.6,3.158620454,0.871627959,0.04726028,0.6368313,-3.811359,NaN,NaN,0.6330795,-2.454081,NaN,-3.344553,-1.201691,-1.284019,-1.662859,-2.426535,-0.5523491,NaN,NaN,NaN,-3.84293,NaN,NaN
Shisa9,Q9CZN4;E9QN38;Q9CZN4-4;Q9CZN4-3,Protein shisa-9,7,16.3,0.522210395,0.871669704,-2.24037,-1.75613,-1.818621,-1.870739,-2.12557,-2.05418,-2.433369,-2.199841,-1.481253,-2.160891,-2.10597,-1.965969,-2.140045,-1.78998,-2.3428,-2.049839,-2.309406,-1.96327,-2.516199,-1.34774
Snrnp40,Q6PE01,U5 small nuclear ribonucleoprotein 40 kDa protein,6,20.1,3.888465677,0.87178471,-2.103849,-2.309969,-2.40947,-2.19696,-1.8557,-2.949242,-2.034279,-2.008211,-2.366524,-2.61923,NaN,-1.89496,-2.613464,NaN,-2.512941,-2.444309,-2.019625,-2.07954,-2.41309,-2.24877
Serpina1a,P07758;A0A0A0MQA3,Alpha-1-antitrypsin 1-1,18,5.3,23.22249488,0.871884454,3.261812,3.14509,2.766289,2.699051,3.028898,3.154818,2.947132,3.090057,2.785748,3.123608,3.097929,2.32852,2.700794,3.53739,2.483419,3.190702,3.523996,3.02841,3.069302,2.585531
Tpmt,O55060;D3Z380;D3Z217;D3YWK6,Thiopurine S-methyltransferase,9,47.5,5.857353481,0.871965747,-2.54044,-1.99432,-2.603439,-2.574179,-2.346571,-2.34124,-2.39093,-2.421101,-2.932364,-2.37817,-2.476711,-2.095869,-2.408834,-2.639889,-2.67075,-2.461269,-2.343956,-2.84758,-2.549089,-2.45149
Tmem181a,Q3U3W2,,3,8,18.22215446,0.872399902,-3.358829,NaN,-3.638241,-3.0224,-3.155531,-3.969311,-3.856461,-3.79985,-3.369734,-3.621481,-2.79636,NaN,NaN,-3.59601,-3.173361,-3.671839,-3.440895,-3.336121,-3.70183,NaN
Sco1,Q5SUC9;Q5SUD5,"Protein SCO1 homolog, mitochondrial",7,23.9,15.9514037,0.872873215,-1.399939,-1.358789,-1.39187,-1.36566,-1.44486,-1.932781,-0.9116993,-0.79389,-0.9307442,-0.9432297,-1.651609,-0.980629,-1.255934,-1.747789,-1.41239,-1.336149,-0.9799061,-0.4633408,-0.9703693,-0.6904392
Mtx1,F7C846;P47802;D3Z3F4;G3XA66;D3YVW0;G3XA75;G3UXX9,Metaxin-1,17,38,5.458884424,0.873367216,0.7217216,0.4451103,0.7528801,0.2563095,0.7233505,0.4811401,0.6921597,0.7335892,0.5792961,0.5534286,0.5791588,0.4264908,0.3663464,0.8432598,0.6763096,0.2729511,0.4294853,0.5272408,0.7719803,0.6440907
Stk32c,Q8QZV4;E9PXK4,Serine/threonine-protein kinase 32C,10,22.7,15.23237975,0.87454626,0.2958412,0.6901207,0.0743103,0.15909,0.2544594,0.4584484,0.5624599,-0.20751,0.4414272,0.3249588,0.2251987,0.569931,0.5670853,0.3377609,0.4833794,0.2566299,-0.01696587,0.4077892,0.3179016,0.5496712
Slc25a27,Q9D6D0,,15,49.7,0.201812661,0.874579336,-0.2821598,-0.0723896,-0.3356609,0.03641129,-0.5060406,-0.02498055,-0.103569,-0.1386204,0.04995728,-0.3539009,-0.09340096,-0.01946068,0.3567257,-0.7321186,-0.493721,-0.6578884,0.2832546,0.41819,-0.2890587,-0.06883049
Akt1s1,Q9D1F4;E9QKI5;E9QKI4,Proline-rich AKT1 substrate 1,5,23.7,16.27031467,0.87504968,-1.80332,-1.827639,-1.80497,-1.913719,-1.95879,-1.716412,-2.63946,-1.861341,-2.009583,-1.816591,-1.619051,-1.59836,-1.776564,-2.116259,-1.77879,-1.788269,-2.055586,-2.078831,-1.853909,-1.963789
Dnm3,Q8BZ98;E9QLL2;Q8BZ98-2,Dynamin-3,49,36.7,23.47739873,0.875826985,3.376322,3.195581,3.046711,3.104202,3.098181,3.319559,3.467781,3.23901,3.301186,3.175251,3.454191,2.934311,3.060547,3.25926,3.143209,3.044489,3.443884,3.47238,3.495041,3.319441
Stk4,Q9JI11,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,10,24,6.083663961,0.875838004,-2.767069,-2.780088,-3.15163,-2.91659,-2.97044,-3.59411,-2.56324,-2.621881,-3.411114,-2.75074,NaN,NaN,-3.509264,NaN,-3.18811,NaN,NaN,NaN,NaN,NaN
Csmd2,V9GX34,,10,2.7,15.36083343,0.875934889,NaN,NaN,-3.715611,NaN,-3.761551,-3.223351,-3.706079,NaN,-3.369644,-3.167831,NaN,-3.724779,NaN,-3.637789,-3.15011,-3.59956,-3.619865,-3.328831,NaN,-3.31366
Stxbp5,Q8K400;D3Z079;D3Z2Q2,Syntaxin-binding protein 5,22,24.7,12.72321213,0.875994591,1.208561,1.187031,1.27298,1.080551,1.065979,1.01977,1.318581,1.27145,1.425627,1.09749,1.117479,1.08519,1.063776,1.407471,1.347319,1.228401,1.482925,1.04188,1.05702,1.10293
Cds1,P98191,Phosphatidate cytidylyltransferase 1,3,5.9,4.573909228,0.876010314,-3.370329,-3.023989,-2.95491,-3.094419,-3.04038,-2.886251,-2.517179,-3.306622,-3.236704,NaN,-3.37961,NaN,NaN,NaN,NaN,-3.03389,NaN,NaN,NaN,NaN
Ispd,Q5RJG7;Q5RJG7-2;Q5RJG7-5;Q5RJG7-3,Isoprenoid synthase domain-containing protein,5,15,15.62658829,0.876155981,-3.41399,NaN,-3.76273,-3.95105,-3.753691,-3.388721,NaN,NaN,-4.039843,-3.53359,-4.18977,-3.602011,-3.262125,-3.39282,-3.36454,NaN,-3.802946,-4.16507,-3.390669,-4.058899
Thumpd3,P97770;P97770-2;P97770-3;D3YYB2,THUMP domain-containing protein 3,4,11.9,1.424163634,0.876281472,-4.068609,-3.65572,-3.910339,NaN,NaN,NaN,-3.91099,-3.76609,NaN,NaN,NaN,-4.15313,-4.518545,-3.596889,-3.684191,-3.957529,-3.887396,-3.85154,NaN,NaN
Cluh,Q5SW19,Clustered mitochondria protein homolog,29,1.1,15.49147162,0.876375307,-1.111309,-1.043428,-1.137529,-1.31399,-1.723881,-1.193201,-1.021669,-0.9895306,-1.261894,-1.096531,-0.9273796,-1.729059,-1.362743,-1.29376,-1.108261,-0.6598892,-1.210115,-1.12595,-1.091888,-1.463249
Dhx36,Q8VHK9,ATP-dependent RNA helicase DHX36,10,10.9,4.156449033,0.876379598,-2.66992,-2.626579,-2.199501,-2.653929,NaN,-2.725061,-2.53616,-2.652491,-2.797333,-2.60454,NaN,-2.485489,-2.830635,-2.52223,NaN,-2.704769,-2.459476,-2.91132,-2.777309,-2.73946
Sec11c,Q9D8V7;D6RFV4;D3Z5H3,Signal peptidase complex catalytic subunit SEC11C,4,22.9,18.80653823,0.876518782,-3.279829,-3.11323,-3.33317,-3.785469,NaN,-3.053951,NaN,NaN,-3.700863,-3.138151,-3.63793,-3.302481,NaN,NaN,NaN,-3.137009,NaN,NaN,NaN,NaN
Ppp1r3g,Q9CW07,Protein phosphatase 1 regulatory subunit 3G,6,19.3,0.03462903,0.876568801,-2.488918,-2.45302,-2.117701,NaN,-2.57229,-2.79517,-2.674749,NaN,NaN,NaN,-2.395851,-2.20591,-2.714563,-2.68507,NaN,-2.843109,NaN,NaN,-2.41573,NaN
Capza1,Q5RKN9;P47753,F-actin-capping protein subunit alpha-1,10,49.3,19.75345617,0.876721786,0.3103714,0.1393509,0.3771191,0.2457504,0.4095707,0.2348194,0.2332096,0.2495098,0.1788769,0.4315796,0.364399,0.3548203,0.175066,0.0587101,0.1893597,0.4471703,0.3213348,0.4063797,0.3559399,0.4918308
Lsm8,Q6ZWM4,U6 snRNA-associated Sm-like protein LSm8,6,74,0.963368984,0.877125521,-1.007269,-0.9765701,-1.63456,-1.3097,-1.16711,-1.57897,-1.65226,-1.20269,-1.299564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.352966,NaN,-1.53739,NaN
Rbfox3,Q8BIF2-4;Q8BIF2-2;Q8BIF2;Q8BIF2-5;Q8BIF2-3;A2A4W9,RNA binding protein fox-1 homolog 3,9,17.9,0.174962685,0.877596573,-2.541328,-3.21224,-2.55415,NaN,-2.8008,-2.452082,NaN,-2.50934,-2.507734,-2.49939,-2.54047,-4.093531,-3.110775,-2.904669,-2.426361,-2.325539,-2.661716,NaN,-2.421419,NaN
Smu1,Q3UKJ7;Q3UKJ7-2,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",10,25.5,21.76131765,0.877670911,-1.57403,-2.176519,-2.20425,-2.583389,-2.070049,-1.766531,-2.329269,-2.29697,-2.623013,-1.84193,-1.95496,-2.094311,-2.191284,-1.97422,-2.34214,-2.415958,-2.184135,-2.24868,-2.151899,-1.59371
Magi2,Q9WVQ1;A0A0G2JE00;Q9WVQ1-2;A0A0G2JEG6;Q9WVQ1-4;Q9WVQ1-3,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",38,35.7,14.85440429,0.877792554,0.3214417,0.4850712,0.6111698,0.5435295,0.5313606,0.3466988,0.38937,0.5460796,0.6507473,0.6030502,0.3927402,0.2094002,0.4726067,0.46838,0.7630196,0.7406502,0.4702854,0.4276791,0.3055401,0.4983406
Hspbp1,Q99P31,Hsp70-binding protein 1,7,24.1,12.19127533,0.877939305,-3.08305,-2.062038,-2.87627,-2.293829,-2.85536,-2.30262,-2.13084,-2.43227,-2.896713,-1.692131,-2.67095,-2.914949,-2.691065,-2.180279,-2.629601,NaN,-2.559286,-2.53126,-2.442089,-2.661169
Fasn,P19096,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,95,44.6,3.209789007,0.878007594,4.626883,4.465212,4.514198,4.59269,4.574121,4.65312,4.682911,4.684978,4.652668,4.495701,4.544119,4.6633,4.473057,4.59495,4.514318,4.558992,4.682714,4.77648,4.644161,4.67169
Gga1,Q8R0H9,ADP-ribosylation factor-binding protein GGA1,13,30.7,6.773332781,0.878013943,-1.736889,-1.838539,-1.254459,-1.532789,-1.617109,NaN,-2.237919,-2.108931,NaN,-1.699781,-1.29561,-1.35832,-2.019054,-1.572989,-1.724281,-2.097599,-1.717306,-2.70533,-1.773788,-2.112959
Fnbp1l,Q8K012;E9PUK3;E9PUI5;Q8K012-2;A0A0G2JFM9,Formin-binding protein 1-like,16,30.6,12.96139359,0.878114461,-1.13072,-0.94557,-0.84692,-0.9328995,-0.9803505,-1.877602,-1.20722,-1.193371,-1.465673,-1.20352,-0.7468109,-0.7630501,-1.043764,-1.27882,-1.278891,-0.9399586,-1.544626,-1.340311,-1.346069,-1.32802
Actn2,Q9JI91,Alpha-actinin-2,51,47.4,23.28693283,0.878145553,2.018301,2.1073,2.189289,2.081341,2.267479,1.704969,2.306051,2.185089,2.274137,1.90164,2.133959,1.80801,1.993937,2.16151,2.104719,2.08099,2.025314,2.22188,2.21752,2.333839
Ogfrl1,Q8VE52,Opioid growth factor receptor-like protein 1,10,30.6,19.69141202,0.878228774,-3.13081,-2.88538,-3.17066,-2.75441,-3.058941,NaN,-2.77932,-2.822851,NaN,-2.633581,NaN,-3.57485,NaN,-3.12756,-2.88076,-2.803549,-2.765026,-2.750071,-2.203918,-3.21159
Edc4,G5E896;Q3UJB9;Q3UJB9-2;D6RE33,Enhancer of mRNA-decapping protein 4,19,16.6,6.956302449,0.878365615,-0.9229088,-0.8438091,-1.0867,-1.155279,-0.6755295,-0.9401417,-1.02306,-0.5142117,-0.6360741,-0.7925797,-0.3361511,-1.024229,-1.133123,-1.271339,-1.11202,-0.9358883,-0.4777164,-0.8972397,-0.5481491,-0.537569
Jak1,P52332;B1ASP2,Tyrosine-protein kinase JAK1;Tyrosine-protein kinase,5,5.4,8.976937698,0.880677262,-3.370409,NaN,NaN,NaN,-3.72345,-3.82748,-3.05669,-3.394901,-2.935034,-3.56127,-3.823669,NaN,-3.821764,-3.089539,NaN,NaN,NaN,NaN,-3.521919,NaN
Ap1s2,Q9DB50;Q3TIV9;Q8BW87,AP-1 complex subunit sigma-2,4,24.4,20.25254479,0.88191333,-3.160589,-2.395819,-2.24095,-2.88925,-2.74822,-3.168692,-2.2453,-1.468391,-2.476383,-2.804951,-2.772551,-3.41234,-2.908403,-2.30459,-2.404621,-2.669128,NaN,-1.776621,NaN,-1.69482
Serpinb1a,Q9D154;Z4YK03,Leukocyte elastase inhibitor A,19,40.6,2.904788532,0.881979243,0.9335403,0.6662102,1.23991,1.08073,0.7172699,0.9588795,1.049671,1.101789,0.8982162,0.67696,1.133749,0.9199505,0.4941864,0.9689713,0.7957096,1.00728,0.4757538,1.43635,1.02647,0.9400711
Commd7,A2AU52;Q8BG94,COMM domain-containing protein 7,6,45.7,11.09435807,0.882111545,NaN,NaN,NaN,NaN,NaN,NaN,-2.16193,-2.665501,-1.689573,-2.420921,-1.74214,-2.078381,-2.194754,-2.37155,-1.918701,-2.09705,NaN,-2.199289,-2.392729,NaN
Tnik,B2RQ80;E0CY98;B9EKN8;E0CXD6;E9PUL9;P83510;E0CZD7;E0CZF8;P83510-2,Traf2 and NCK-interacting protein kinase,42,28.5,5.316366163,0.882151537,2.28104,2.142431,2.32485,2.329281,2.373631,2.25297,2.50996,2.56044,2.626766,2.256699,2.266581,2.07395,2.331066,2.324001,2.38324,2.22068,2.448395,2.45561,2.321281,2.57815
Plekha6,Q7TQG1;A0A087WRB7;E9PX43;A0A087WP13,Pleckstrin homology domain-containing family A member 6,12,11.3,14.49560718,0.882194675,-2.04159,-2.03672,-2.46035,NaN,-2.243021,-3.243931,-2.37307,-2.43536,-2.048704,-2.14122,-2.84827,-1.986889,-2.390574,-2.097939,-2.94677,-1.399769,-2.417826,-2.460449,-2.772289,NaN
Exog,Q8C163;E9PZS5,"Nuclease EXOG, mitochondrial",15,53.8,18.50489352,0.882201269,1.269251,1.168211,1.22888,1.346491,1.22942,1.52887,1.146301,1.23123,1.067076,1.10471,1.50083,1.45533,1.160595,1.36614,1.43474,1.142101,1.448874,1.12933,1.412682,1.280531
Th,P24529;Q3UTB3;E9Q9G5,Tyrosine 3-monooxygenase,18,54.4,23.00602295,0.882221217,0.5791302,0.2736111,0.5873489,0.4322701,0.4948406,0.8499889,0.3187408,0.689209,0.1611366,0.3748188,0.4315605,0.7989311,0.1559353,0.683321,0.5538387,0.3839703,0.5586643,0.5415802,0.3900604,0.9114799
Acaca,Q5SWU9;Q5SWU9-2,Acetyl-CoA carboxylase 1;Biotin carboxylase,66,27,6.181413968,0.882252927,1.2572,1.34742,1.399349,1.50141,1.21542,1.608559,1.565481,1.152859,1.102116,1.429499,1.31653,1.46044,1.493925,1.1985,1.209549,1.415571,1.278605,1.29389,1.28713,1.135931
Ghitm,Q91VC9,Growth hormone-inducible transmembrane protein,5,17.6,16.95693428,0.882373076,-1.63529,NaN,NaN,-1.69721,-1.96755,-2.419081,-1.690029,-1.840431,-1.807793,-1.94561,-1.35545,NaN,-2.131424,-2.044489,-1.84845,-1.622959,-1.812035,-1.290489,-2.17539,-1.62174
Inpp5a,Q7TNC9;E9QAS7;Q3TZT4,,14,38.3,12.02586477,0.88253739,0.1504803,-0.1264286,0.2180595,-0.07238007,0.2229195,0.5437183,0.1935501,-0.1101818,0.000766754,0.5312004,0.1677303,0.2541695,0.1277561,-0.109129,0.2195797,0.2917004,-0.001945496,0.1968708,0.2649097,0.3404999
Elmod1,Q3V1U8;E9Q0K9,ELMO domain-containing protein 1,8,27.3,7.388670922,0.88398415,-1.12084,-1.555929,-0.7135601,-1.15099,-1.35993,-0.8018608,-0.5905495,-0.5287704,-0.4183636,-1.38744,-0.9426594,-1.129459,-0.8524246,NaN,-1.118031,-1.318579,-0.7760448,-0.5732708,-1.121819,-0.5161896
Sec16a,A2AIX1;E9QAT4;F7BPW6,,22,12.5,4.989559868,0.884164554,-1.578798,-1.663069,-1.458231,-1.683489,-1.972139,-1.22863,-1.560589,-1.732811,-2.400503,-1.49082,-1.361361,-1.46916,-1.389694,-2.1084,-2.212181,-1.78076,-1.342546,-2.20653,-1.794569,-1.93214
Pcdhgc5,Q91XW9,,15,26.1,3.720603618,0.885201804,0.1698399,-0.2505798,-0.15275,0.04648972,-0.1267109,0.1926498,-0.2880402,0.2258587,0.08932686,-0.3550701,0.44977,0.2312508,-0.5936337,-0.0349102,-0.1751308,-0.1629486,0.2436752,-0.03923988,0.197731,0.1670799
Arf6,P62331,ADP-ribosylation factor 6,7,38.9,14.45814709,0.885222953,0.5286007,0.4582806,0.5090199,0.4303398,0.6368694,0.4289589,0.4621296,0.1487694,0.05088615,1.035759,0.6844292,0.5430603,0.5595665,0.11656,0.3567886,0.6502304,0.2810154,0.5492706,0.4267998,0.4647903
Slc22a23,Q3UHH2;F7BP73;Q3UHH2-2,Solute carrier family 22 member 23,6,9.9,15.72247151,0.885794204,-2.068789,-2.527639,-2.86912,-2.49411,-2.662411,NaN,-2.481239,-2.25494,-2.133333,-2.06344,-2.28348,-2.92556,-2.587204,-2.40221,-2.091391,-2.496819,-1.799606,-2.285601,-2.316309,-2.608561
Rnpep,Q8VCT3;E9PYF1,Aminopeptidase B,23,44,14.38659833,0.885847747,1.801811,1.699221,1.74169,1.653681,1.672131,1.99897,1.74342,1.558949,1.363707,1.82271,1.774799,1.919081,1.926445,1.77927,1.801039,1.59202,1.676815,1.6534,1.54298,1.71097
Erlec1,Q8VEH8;F6Z458,Endoplasmic reticulum lectin 1,8,21.3,17.88978816,0.886182859,-2.27466,-1.763369,-2.186279,-2.04388,-1.949141,-2.11478,-1.878429,-2.128971,-2.211094,-1.960911,-2.4662,-1.929159,-2.094275,-1.835449,-1.94471,-1.940279,-1.780205,-2.268101,-1.888319,-2.243599
Nt5c3b,Q3UFY7-4;Q3UFY7;Q3UFY7-2,7-methylguanosine phosphate-specific 5-nucleotidase,9,38.4,5.177270769,0.886186222,-2.56691,-2.7297,-2.615129,-2.72258,NaN,-2.67132,-2.53384,-1.91802,-2.806574,-2.694761,-3.026571,-3.090401,-2.387465,NaN,NaN,-2.38739,-2.896025,-2.674419,-2.881279,-2.53125
