,,WT statistics,,,,,,,WT Mean value for each time point,,,,,,WT standard error of the mean for each time point,,,,,,CCA1-Ox statistics,,,,,,,CCA1-Ox Mean value for each time point,,,,,,CCA1-Ox standard error of the mean for each time point,,,,,,Protein details,,,WT normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCA1-Ox normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,WT Peak time point,WT Trough time point,WT JTK p-value,"WT JTK p-value, BH adjusted",WT period predicted by JTK_CYCLE,WT ANOVA p-value,"WT ANOVA p-value, BH adjusted",WT mean 12h,WT mean 16h,WT mean 20h,WT mean 24h,WT mean 28h,WT mean 32h,WT sem 12h,WT sem 16h,WT sem 20h,WT sem 24h,WT sem 28h,WT sem 32h,CCA1-Ox Peak time point,CCA1-Ox Trough time point,CCA1-Ox JTK p-value,"CCA1-Ox JTK p-value, BH adjusted",CCA1-Ox period predicted by JTK_CYCLE,CCA1-Ox ANOVA p-value,"CCA1-Ox ANOVA p-value, BH adjusted",CCA1-Ox mean 12h,CCA1-Ox mean 16h,CCA1-Ox mean 20h,CCA1-Ox mean 24h,CCA1-Ox mean 28h,CCA1-Ox mean 32h,CCA1-Ox sem 12h,CCA1-Ox sem 16h,CCA1-Ox sem 20h,CCA1-Ox sem 24h,CCA1-Ox sem 28h,CCA1-Ox sem 32h,Peptide count,Peptides used for quantitation,Confidence score,wt 12A,wt 12B,wt 12C,wt 12D,wt 12E,wt 16A,wt 16B,wt 16C,wt 16D,wt 16E,wt 20A,wt 20B,wt 20C,wt 20D,wt 20E,wt 24A,wt 24B,wt 24C,wt 24D,wt 24E,wt 28A,wt 28B,wt 28C,wt 28D,wt 28E,wt 32A,wt 32B,wt 32C,wt 32D,wt 32E,Ox 12A,Ox 12B,Ox 12C,Ox 12D,Ox 12E,Ox 16A,Ox 16B,Ox 16C,Ox 16D,Ox 16E,Ox 20A,Ox 20B,Ox 20C,Ox 20D,Ox 20E,Ox 24A,Ox 24B,Ox 24C,Ox 24D,Ox 24E,Ox 28A,Ox 28B,Ox 28C,Ox 28D,Ox 28E,Ox 32A,Ox 32B,Ox 32C,Ox 32D,Ox 32E
AT1G26770.2,"| Symbols: ATEXPA10, AT-EXP10, ATEXP10, ATHEXP ALPHA 1.1, EXP10, EXPA10 | expansin A10 | chr1:9259775-9260792 FORWARD LENGTH=259",24,12,0.139644872,0.77896299,24,0.236583662,0.62387013,12879.87558,16611.33069,19470.60567,21198.02193,16190.70777,18839.77773,288.7987435,2520.385538,925.5039781,2444.117483,1321.804281,6807.009084,16,24,0.764632714,1,26,0.462527608,0.954152035,52091.28012,53301.13259,47216.79779,42955.81409,43927.11315,47162.62837,3729.21207,6906.85187,4022.70257,3233.606826,2690.827669,5362.91813,1,1,22.87,14756.33898,13431.24767,14501.01203,7352.811139,14357.96807,10789.79551,23790.31349,11850.68212,14654.54132,21971.32102,18046.37293,21748.47658,17175.44452,21534.35981,18848.37449,16152.79551,26354.81452,24527.10723,15242.3396,23713.05278,14366.90075,7703.782255,19255.0656,19840.7356,19787.05462,18335.67925,15317.77954,8995.649751,19054.88387,32494.89623,45894.93203,66176.35458,50612.51184,45834.59138,51938.01074,51189.93916,39784.64434,77098.20627,40071.23937,58361.63378,40272.74895,48977.57355,59526.01589,41037.18394,46270.46663,42326.44167,34002.73345,49813.00589,41339.91152,47296.97791,40287.14598,50543.52263,47316.37963,43241.36354,38247.15396,60201.66435,34578.20577,53829.51813,44720.02039,42483.73319
AT4G27440.1;AT5G54190.1,| Symbols: PORB | protochlorophyllide oxidoreductase B | chr4:13725648-13727107 FORWARD LENGTH=401,12,24,0.000254998,0.06492429,26,2.66544E-05,0.007219547,6082591.292,4942830.937,4531131.117,4008068.567,4090481.583,4290936.335,308312.3441,399945.016,185430.9309,198872.104,230712.2353,407551.4179,12,20,0.043965659,0.717095063,24,0.015259104,0.482187702,3852935.86,3430946.667,3211289.828,3260363.02,3367222.939,3365060.079,141319.1044,112024.01,168372.9055,157201.074,32002.38418,70359.8104,14,13,861.82,6730606.943,6748806.996,5633818.267,5587115.632,5712608.624,5984838.037,5263205.653,4833609.527,4492628.974,4139872.495,4381573.558,5088939.929,4800390.325,4353874.705,4030877.069,4346537.777,3679932.64,3656100.834,4498823.226,3858948.361,3939330.844,4057053.358,3588162.926,4686845.634,4181015.151,4529531.741,4237593.584,3574737.638,4135614.843,4977203.867,4274012.623,3587100.246,3629288.05,3664552.697,4109725.681,3275479.806,3613645.776,3240849.776,3244014.131,3780743.845,3217438.972,3710007.084,3184736.542,3045404.211,2898862.329,3714260.582,3035443.232,3061952.88,3236315.792,3253842.613,3413052.223,3442013.395,3314157.992,3294599.419,3372291.667,3074023.511,3375288.442,3893732.189,3324057.083,3158199.168
AT4G36030.1,| Symbols: ARO3 | armadillo repeat only 3 | chr4:17045084-17047096 REVERSE LENGTH=670,24,12,1,1,24.18181818,0.251703616,0.640771693,101146.7989,113201.1895,124850.6455,132413.5951,101460.5231,125984.4466,11924.9961,7752.462121,7459.766951,20469.56964,1661.280456,20274.39393,32,24,0.001104578,0.208986202,24,1.02219E-05,0.01109432,64604.86044,71156.42947,47574.41904,37615.5259,44344.52381,100661.4762,2645.436626,7571.994117,7203.610311,1132.686231,4912.496989,12613.12676,1,1,22.43,88286.45121,86765.09154,128537.2774,73043.98239,129101.1921,94276.46177,123414.3735,101071.047,127144.226,120099.8392,140263.6795,114537.9638,108363.4367,145247.664,115840.4835,194843.2529,97301.37072,116783.6565,150299.5815,102840.1139,98918.76606,103187.9494,97478.03137,103998.0581,103719.8106,129544.726,154992.1519,79900.25338,115353.3682,150131.7337,74006.35432,59063.80674,61700.48299,61679.08529,66574.57285,61788.12409,60270.06638,96640.37442,80317.18368,56766.39878,51506.50005,72062.75901,44328.53814,30672.92718,39301.37083,31392.85932,33313.81218,28303.49631,32871.21305,62196.24865,30287.18438,50684.16085,44551.43443,51534.77318,44665.0662,96084.69166,138043.5685,79918.37232,110840.6259,78420.12245
AT4G11150.1;AT1G64200.1;AT3G08560.1,"| Symbols: TUF, emb2448, TUFF, VHA-E1 | vacuolar ATP synthase subunit E1 | chr4:6800091-6801696 FORWARD LENGTH=230",32,24,0.125302257,0.754606904,24,0.028663966,0.332559082,2651496.762,2465242.386,2508384.541,2232602.935,2679995.713,2727001.832,153876.3914,41146.73195,143239.2317,195423.9208,107996.3493,90399.02319,12,32,excl. 0.34611906429744,excl. 1,26,0.2202935,0.8776395,1878838.703,1874721.119,1856340.222,1844520.13,1699409.91,1676760.445,27491.74585,66397.91849,119604.8079,99856.2028,45061.13463,87817.02258,10,9,533.43,2583490.139,3140867.276,2524767.979,2524239.501,2484118.915,2561492.86,2532822.426,2390096.928,2384741.215,2457058.501,2329409.11,2928527.467,2771863.886,2306269.104,2205853.135,2731595.589,2126744.679,1899788.02,1979386.091,2425500.297,2700880.105,2740148.791,2349503.986,2798071.409,2811374.274,2666335.032,2920554.823,2515463.598,2706844.028,2825811.678,1781795.218,1951988.906,1877218.576,1894713.083,1888477.733,1666033.679,1842288.817,1869796.412,1916262.727,2079223.96,1822599.987,2288296.443,1767569.12,1546881.544,1856354.017,2072581.051,1589925.092,1792390.551,1764510.624,2003193.332,1622314.861,1722085.04,1589310.374,1842519.508,1720819.765,1651671.907,1547039.627,1812946.129,1885506.784,1486637.775
AT4G14040.1,"| Symbols: EDA38, SBP2 | selenium-binding protein 2 | chr4:8100691-8102828 REVERSE LENGTH=487",28,16,0.006512847,0.236842189,26,0.024528878,0.325378483,814887.3026,800191.6892,801713.2055,832530.4773,1020690.366,981814.982,53321.17242,111499.9822,48991.2236,19383.72825,47682.75046,66504.80139,32,12,0.234658526,1,26,0.096881951,0.749747673,503595.8076,526797.5063,588771.67,568991.0118,588495.9705,599560.7011,18871.76353,28834.30876,43151.30211,28390.11235,27398.5502,23114.79625,9,5,470.81,920771.9234,881807.8585,827003.1488,767255.2618,677598.3208,1074923.318,807692.3906,789444.0761,800014.9282,528883.7328,697933.5946,841588.9526,954094.8535,822697.7414,692250.8852,878164.3987,765832.5202,796674.9331,843201.1232,878779.4115,1119249.256,913520.0574,1030263.832,1121078.406,919340.2781,1052798.983,877026.374,952787.805,903454.3849,1123007.364,460128.0007,497377.4537,559217.3274,532903.3764,468352.8798,446938.1839,562706.7446,531253.9337,482663.0845,610425.585,565803.8222,721552.8553,598445.4444,538092.7027,519963.5252,547701.0646,600536.3443,504847.9356,633306.3411,558563.3734,669387.5807,578539.4479,569570.1807,585971.5744,539011.0688,587017.7752,610955.6414,717899.5077,578103.7482,503826.8332
AT1G43670.1,| Symbols:  | Inositol monophosphatase family protein | chr1:16468184-16470347 FORWARD LENGTH=341,12,28,1,1,24.18181818,0.847275774,0.935807141,2439297.2,2385554.549,2270235.087,2316042.01,2257137.123,2364147.513,48984.41496,150707.8117,78976.25757,120705.4124,166976.8744,235080.338,16,32,0.416773061,1,26,0.426009651,0.954152035,3269733.906,3429749.569,3409410.916,3300860.882,3247652.368,3116023.227,56053.29963,93947.19891,86253.41114,225873.9373,141500.3835,127921.3432,11,11,765.02,2562551.917,2502900.535,2341977.782,2259272.597,2529783.171,2740301.783,2588839.232,2117035.149,2387475.29,2094121.294,2280834.2,2479923.148,2403348.538,2077749.19,2109320.358,2348932.327,2324474.322,2384632.235,1975578.555,2546592.609,2047435.522,2391264.154,1907442.429,2672730.766,2266812.742,2613713.743,2429891.429,1822594.061,2325869.703,2628668.631,3250851.158,3371370.046,3421815.496,3125386.502,3179246.328,3615595.343,3682176.543,3310299.51,3351490.008,3189186.44,3564628.578,3614269.837,3593712.314,3026174.575,3248269.274,3959183.791,3010640.713,3212736.768,3006071.795,3315671.341,3272638.456,3649371.27,3159252.091,2971274.702,3185725.32,3392589.72,2957692.719,3343362.845,3098184.517,2788286.333
AT4G05180.1,"| Symbols: PSBQ, PSBQ-2, PSII-Q | photosystem II subunit Q-2 | chr4:2672093-2673170 REVERSE LENGTH=230",12,24,0.056128539,0.547108599,26,0.026207804,0.325796127,24951326.49,22765300.29,23181614.48,18219504.12,20158548.51,18694441.92,1638342.878,1342442.563,2291146.689,2224156.973,1440859.78,270700.1744,12,32,1,1,24.18181818,0.193225968,0.859865873,13725216.54,13270607.14,12541044.66,12271568.94,13037487.85,11115934.31,1117229.587,682498.9551,834646.4835,293842.0756,791928.3287,1014345.177,11,9,702.85,22014009.1,28731476.48,28144165.91,22027339.24,23839641.72,23362565.07,24799039.25,21221461.33,25330473.32,19112962.5,20973153.23,27198522.23,29799170.09,20498877.45,17438349.41,25790888.88,14064886.44,15800994.39,17673537.89,17767212.99,21214868.11,19402055.67,20253187.53,23414822.82,16507808.42,16540735.39,22477364.04,17854192.3,17908040.83,18691877.02,12586323.69,18039392.52,13578421.06,12683957.9,11737987.52,13024476.27,13680127.09,10897578.04,13662935.81,15087918.5,12978680.18,15007772.07,12267444.02,11432100.42,11019226.63,12670491.77,12580347.77,11516228.85,12787167.92,11803608.37,11775320.22,12283498.6,13624454.55,15240215.83,12263950.03,10680969.43,9990862.844,13049023.95,13353907.39,8504907.921
AT2G38550.1,| Symbols:  | Transmembrane proteins 14C | chr2:16132178-16134229 FORWARD LENGTH=335,24,28,1,1,24.18181818,0.156050455,0.556149744,62878.71068,66971.78515,60242.70175,72299.77243,48713.73924,57674.8255,4111.974892,4861.952662,3912.648176,7026.957606,4954.536209,12529.82711,16,32,1,1,24.18181818,0.739287241,0.99615712,153842.4289,165461.5237,143623.3202,143792.7032,148623.5255,128708.2261,18274.46643,19295.04344,22481.67828,10076.99029,19727.66479,16189.60546,2,2,130.99,76674.55281,67699.39179,56805.02072,48707.5794,64507.0087,61363.09745,87854.19866,58058.68556,75227.21202,52355.73206,44840.20028,63544.03789,63740.83038,62446.91009,66641.53013,50344.52939,90959.0228,66401.86388,69134.71389,84658.73219,40344.53285,40101.18946,46837.75698,63698.82469,52586.39223,71865.01436,35417.28183,41517.22918,55483.78005,84090.82211,155696.0898,220416.397,145123.7032,110113.5326,137862.4217,185133.8088,146961.8361,225052.5034,109393.6906,160765.7795,194666.9946,147991.8688,155040.7506,134508.3305,85908.65628,173531.387,130901.894,131937.8537,152362.0349,130230.3462,178857.8623,164412.1766,136450.7507,93156.89516,170239.9428,160730.7153,98104.40402,170288.5912,88621.35589,125796.0641
AT1G33730.1,"| Symbols: CYP76C5 | cytochrome P450, family 76, subfamily C, polypeptide 5 | chr1:12227279-12228460 FORWARD LENGTH=368",32,20,0.416773061,1,24,0.338198681,0.694374712,302588.7383,266347.3664,260465.1989,283039.4253,269776.7846,325050.6199,23334.50158,24452.01744,30239.40193,33006.35445,15993.52031,39825.28105,32,24,0.314750659,1,24,0.034245914,0.554959427,154454.26,134700.4983,143107.6232,110119.7457,114011.46,178075.8719,13149.71266,17428.89621,17835.5813,13859.38223,12817.65477,20296.51118,1,1,22.06,272727.1164,285130.2425,305516.4088,272441.8725,377128.0511,244477.225,256422.8858,213070.383,297391.6797,320374.6584,178669.5865,251232.8828,364142.4893,272629.528,235651.5077,313035.2538,242513.896,208951.4227,283427.2016,367269.3524,230765.4749,298719.5199,239250.8481,289280.142,290867.938,322370.9219,349910.8144,262256.3792,295797.1513,394917.8329,123473.6322,124121.7043,183597.4132,160251.9819,180826.5687,85586.01655,110409.7021,130525.5321,178300.8111,168680.4299,178300.2226,184511.1315,132265.9922,109449.8259,111010.9437,76265.54444,98331.69878,127944.4868,136626.9623,111430.0361,93500.72425,91695.21728,137593.3097,101199.2219,146068.827,141983.3512,209376.2347,204614.372,203262.5049,131142.8968
AT2G01330.1,| Symbols:  | nucleotide binding | chr2:158417-160755 REVERSE LENGTH=611,24,12,1,1,24.18181818,0.657951075,0.86316485,21175.38886,29153.68289,23112.32161,29231.15691,23050.61123,27108.6957,3553.461953,4478.110937,2177.575476,6994.681624,5165.62215,6366.958794,16,32,0.89855873,1,22,0.468710793,0.954152035,62310.18436,69185.89416,65423.58747,66689.30185,60829.57442,59793.02354,2824.83616,3824.646358,5852.77769,4354.620841,4380.98176,4232.610605,1,1,35.01,24613.79577,14480.90221,30491.785,18301.82786,17988.63347,22344.78319,29437.39795,21435.16535,40354.97636,32196.09162,16664.34149,29581.12748,20441.5875,25058.15192,23816.39967,18842.09033,21486.81624,26059.07627,28544.94482,51222.8569,13075.30523,27494.17702,16761.29694,36583.77834,21338.49863,45695.22483,18695.96271,12183.70456,24810.49704,34158.08935,60811.17209,60848.9786,71552.08249,54165.87586,64172.81274,57957.98918,69493.28643,80626.51891,64720.193,73131.48329,72337.17286,79719.57602,53886.21627,61242.05791,59932.9143,79409.15333,58916.48507,66173.75412,64230.03505,64717.0817,63871.29525,58834.24167,52999.54082,53989.07024,74453.72411,53130.4071,64683.71189,68504.70601,47909.94609,64736.34662
AT3G16400.1;AT1G33790.2;AT2G33070.3;AT3G16390.1;AT3G16410.1,"| Symbols: ATMLP-470, NSP1, ATNSP1 | nitrile specifier protein 1 | chr3:5566516-5568330 FORWARD LENGTH=470",32,20,0.056128539,0.547108599,26,0.077389783,0.462873908,1748885.699,1636613.128,1593436.15,1655038.142,1747922.144,1962087.331,48181.51199,119287.7761,48915.17679,85279.15377,119679.1782,92789.69041,20,32,0.172645243,1,24,0.293232695,0.880675877,2508292.443,2605714.021,2848673.539,2569616.312,2451638.111,2381865.102,121778.158,103727.1412,154736.4161,273818.4999,55445.19128,61747.04186,11,10,552.55,1887178.514,1765166,1651292.568,1667096.715,1773694.698,2011986.538,1438618.269,1563436.62,1704650.241,1464373.973,1584120.875,1641585.939,1731328.726,1431526.296,1578618.914,1699450.915,1674632.518,1818218.703,1413072.024,1669816.549,1965314.688,1539846.949,1469215.045,1986247.388,1778986.652,2327122.158,1694147.863,1937930.703,1765058.801,2086177.13,2427165.036,2314881.376,2920740.075,2248305.955,2630369.773,2237369.131,2578389.338,2632622.397,2860965.376,2719223.865,2931232.323,3256180.362,3065598.791,2464586.271,2525769.946,2966470.893,1937189.686,3065392.031,2257959.201,2621069.748,2580108.857,2474763.782,2501780.533,2342713.026,2358824.356,2259464.35,2359335.116,2847732.758,2349889.324,2092903.964
AT2G30860.1,"| Symbols: ATGSTF9, GLUTTR, ATGSTF7, GSTF9 | glutathione S-transferase PHI 9 | chr2:13139132-13140057 FORWARD LENGTH=215",28,12,0.125302257,0.754606904,26,0.050003493,0.385392779,4884258.78,4896718.09,5730249.899,5387524.847,5996230.225,5847931.139,189929.826,315381.0334,281240.046,562674.89,250218.1351,383838.897,32,12,excl. 1,excl. 1,24.18181818,0.320713575,0.905925466,3211887.608,3364938.17,3379617.341,3477717.884,3488011.227,3962954.943,95807.9323,154472.5239,316195.8087,217019.3404,147507.8785,381232.2513,9,9,698.97,4861554.915,5481803.753,4939290.915,4566631.883,4572012.434,5606979.617,4189855.047,4805000.9,5574009.587,4307745.302,6573059.243,4840128.046,5864497.803,5517263.199,5856301.203,7020516.627,4663537.29,4618762.794,5893070.635,4741736.889,6668881.965,6301952.455,5671339.116,5709120.741,5629856.85,5060175.805,6699739.432,5423446.1,6593929.027,5462365.333,3286797.208,2986156.408,3141997.115,3543349.489,3101137.82,3547046.576,3829961.65,3230073.272,3306829.462,2910779.891,3639235.454,4501217.797,3115617.93,2432494.868,3209520.657,4088537.155,3363056.431,3085246.554,3317442.735,3534306.547,3358648.207,3813212.067,3104242.525,3862844.173,3301109.165,4182332.609,4908699.198,3683987.058,3982651.565,3057104.287
AT3G15950.1,| Symbols: NAI2 | DNA topoisomerase-related | chr3:5397783-5402610 REVERSE LENGTH=772,24,16,0.972186253,1,22,0.587638533,0.829483841,108869.795,97300.31202,111580.512,123753.3477,123572.0899,113257.5803,10237.22582,5884.933819,9035.963968,16566.84252,20988.2079,13281.92397,16,20,1,1,24.18181818,0.886220008,0.99615712,237507.5886,261980.9518,228196.5279,247309.1007,236864.1884,231212.7421,24126.50346,14834.52615,17820.44982,32138.43821,31472.58199,39694.20987,3,3,137.01,145028.9583,108421.0623,112565.8864,80928.21604,97404.85188,113878.0139,99695.02403,94070.53858,87447.07177,91410.91181,138821.1604,126046.4662,95149.4992,92151.16941,105734.2649,177505.0526,96253.26051,108644.9712,105873.3515,130490.1027,179437.4619,111645.6914,92681.05098,141144.7804,92951.46491,129505.8059,113609.8915,88299.25452,101744.5668,133128.3829,326208.7622,236486.8579,224354.1465,179962.6518,220525.5246,312098.9832,259965.9617,271977.4739,239919.5887,225942.7517,246668.1511,265081.6756,264666.0524,174944.9867,189621.7739,329284.4738,232811.3692,233817.0684,173989.0873,266643.505,338299.034,218249.0527,207881.2622,212347.1191,207544.4742,325297.9423,261957.3529,239463.9723,153009.3208,176335.1222
AT5G56090.1,| Symbols: COX15 | cytochrome c oxidase 15 | chr5:22714634-22716605 FORWARD LENGTH=457,12,32,0.172645243,0.865973885,26,0.075087165,0.461932013,50719.77296,43333.75481,49324.74926,38568.59051,37454.69068,31021.88044,4836.58667,1402.870924,7035.574051,5237.83252,7197.243718,1314.572769,28,20,0.346119064,1,22,0.072405036,0.693333068,104467.9838,104453.5473,81522.2563,84096.22565,126435.1545,100376.7559,15187.76354,7002.45366,8332.5486,20707.07345,7464.12705,9131.940881,1,1,33.18,54198.35363,39108.63714,61683.49347,42288.63355,56319.74702,35852.34892,66754.58016,40688.26516,38856.58165,34516.99815,58535.95517,71149.31019,46906.2027,32417.46114,37614.81709,54237.97311,29841.88982,33077.31632,43822.87681,31862.89648,43801.49565,28353.68676,27615.70146,58344.58866,29157.98086,38854.44936,19721.14661,29770.2873,32467.0313,34296.48764,137949.1308,144298.205,71333.47401,85066.49914,83692.61022,111902.9109,93142.65531,83401.21957,112235.6904,121585.2605,85576.21773,97446.55527,98440.54358,63540.42747,62607.53742,76349.4688,64789.34307,56292.25186,146990.6889,76059.37559,136310.4394,127915.2998,153476.5238,104544.3543,109929.1554,105355.2464,113458.6669,123145.0027,72859.77833,87065.08507
AT2G22170.1,"| Symbols:  | Lipase/lipooxygenase, PLAT/LH2 family protein | chr2:9427010-9427742 REVERSE LENGTH=183",20,28,1,1,24.18181818,0.656548335,0.863014741,475106.9634,496095.6302,522107.5627,464704.9882,463061.4381,505383.7514,41275.44743,21403.16859,28802.05036,20743.71377,30701.47739,30243.0044,24,32,0.172645243,1,24,0.179206879,0.828722545,709208.7585,795783.7154,774491.2239,796892.5051,756680.1921,673517.3265,28027.44121,25806.95005,51915.3581,65360.24169,45669.45414,18183.856,4,3,249.77,411438.2253,497310.2366,464180.0887,395775.1843,606831.0818,451582.5499,664443.3034,403299.9846,453115.0206,508037.2927,628869.1318,509853.37,455738.1052,497034.3291,519042.8773,503379.0942,447662.5556,435077.2977,431081.3513,506324.642,500860.9284,441511.8225,377462.3392,509277.2894,486194.8107,536453.1021,472513.2487,510715.9812,451396.3285,555840.0966,696729.9942,664161.4413,782454.7434,637956.2328,764741.3808,780116.6399,839396.8674,729382.3189,869892.4188,760130.332,679106.921,926188.2097,821499.6744,682641.7529,763019.5615,930631.7918,803158.9557,772289.7379,612733.2547,865648.7855,716462.6561,858435.1974,866024.4896,644354.2578,698124.3595,693857.5919,653775.9802,746242.4121,666842.1045,606868.5441
AT2G45770.2,"| Symbols: CPFTSY | signal recognition particle receptor protein, chloroplast (FTSY) | chr2:18851248-18853402 FORWARD LENGTH=373",12,28,0.212156328,0.920155082,26,0.110920508,0.524452076,37408.69426,31479.5758,35447.33914,31410.78288,25564.58748,26613.65417,1711.028234,5541.529161,4775.419072,2422.031055,1302.027158,2938.324358,16,24,0.008751162,0.382721447,22,0.030810606,0.545877878,65635.66048,73746.88137,59892.5667,50984.68913,57831.69389,57035.84032,3809.917848,3764.035585,6150.774347,5544.74537,7540.950209,4187.633426,2,2,60.02,40518.57492,41802.03018,34078.02077,30769.11317,39875.73228,26711.67228,39947.68712,44728.57187,27723.19471,18286.75302,25875.4205,40075.69433,50180.67996,36799.77172,24305.12919,26264.47765,25501.44992,34590.98083,37748.03119,32948.9748,24117.22539,23713.11171,29497.17674,23936.34769,26559.07585,32475.93434,20625.26197,27808.92918,21088.70373,31069.44163,63122.38933,76554.75412,65062.4817,53541.23815,69897.43909,67653.50984,65652.05588,87106.89655,73193.77187,75128.17271,50191.92612,76712.18277,64991.28597,55192.11894,52375.3197,48729.84708,44025.21003,45909.06473,68060.70556,48198.61827,58837.92842,49203.04669,62690.35706,41763.53144,76663.60584,55012.46883,62683.30319,65581.31758,43248.63721,58653.47479
AT2G44120.2,| Symbols:  | Ribosomal protein L30/L7 family protein | chr2:18249227-18250417 REVERSE LENGTH=247,28,24,0.89855873,1,24,0.092848637,0.490418904,230884.1796,237734.4787,215982.7372,198015.6915,252162.3468,240910.8267,14016.8831,10983.9069,5678.134911,11291.96598,14159.67268,31669.30574,32,24,1,1,24.18181818,0.958870609,0.996541478,143468.9126,138006.4077,134372.513,133332.0459,141670.5283,144556.5503,8792.043257,6354.480313,10071.77647,6573.454321,6932.529843,14262.78088,5,2,200.58,260650.8368,210626.83,211627.5211,212851.34,258664.37,258865.3823,251911.5382,245739.5625,221047.6295,211108.2811,194806.7074,218900.5874,225483.2924,214917.3923,225805.7065,237399.0956,149921.0474,183877.2753,202498.8008,216382.2386,249949.4004,301306.5843,252659.2594,259106.716,197789.7741,249549.5809,251183.2775,185260.0039,224893.3782,293667.893,176223.1542,128237.4994,147245.5384,133003.4805,132634.8906,132599.8075,160889.8596,122108.5288,136618.7681,137815.0744,127902.9542,157197.5516,108251.8272,145098.7992,133411.4328,147440.9465,123512.7286,119168.0419,138598.2932,137940.2192,133543.2396,159618.3954,91271.2961,161607.7452,162311.9654,139243.617,141066.5847,147774.4882,181901.2289,112796.8326
AT4G35830.1,| Symbols: ACO1 | aconitase 1 | chr4:16973007-16977949 REVERSE LENGTH=898,12,28,0.647258234,1,26,0.295455244,0.667882889,229490.1422,211612.5689,226069.437,198163.0766,182357.8869,187472.86,12686.45315,15335.17545,20577.0005,27764.27766,14092.33787,11967.19891,16,24,0.139644872,1,26,0.266302393,0.879617224,383568.7112,403110.258,367861.3495,336992.9061,339066.8714,342705.2148,22578.2885,21446.52399,24543.20854,25093.06329,28602.83026,9681.956234,14,6,795.14,240321.781,228009.1121,256325.388,226381.7777,196412.6523,204198.2095,287122.5751,227958.2396,155973.0836,182810.7369,214345.892,287068.6827,259849.5413,181404.6015,187678.4676,281130.1937,167272.2881,180798.6762,209972.9971,151641.2277,196212.8177,214431.185,153057.7159,200984.5025,147103.2132,233514.3464,194198.3838,187803.2487,174665.088,147183.233,458099.5744,401575.6215,383939.8385,336717.9114,337510.6102,358921.5352,402117.4734,447244.6624,352170.011,455097.6082,407992.8458,370142.4979,374525.6041,394592.8925,292052.907,369985.5305,327293.3667,267187.2064,375914.8343,344583.5923,361084.2025,413241.4546,326584.756,310741.878,283682.066,314021.4859,316402.6086,472930.0733,282508.1912,327663.715
AT3G02560.1,| Symbols:  | Ribosomal protein S7e family protein | chr3:542341-543168 FORWARD LENGTH=191,12,24,1,1,24.18181818,0.370302114,0.719357385,227561.6473,202931.46,194007.5504,165497.5486,224397.0666,197590.3268,36890.90252,22767.45513,26085.15746,7323.900523,23934.44056,10102.90908,28,20,0.000450218,0.175519785,22,4.19876E-05,0.026536156,82443.96926,109972.2526,39922.18295,60747.28876,157205.3804,142422.5686,18799.48354,23095.63177,3330.68686,8129.596713,20288.72228,4791.116419,2,2,84.6,267089.1924,328600.6599,169895.9331,185588.3126,186634.1384,257236.3271,195289.9484,227636.3645,175272.8261,159221.834,159455.3326,190639.8854,288888.2313,135703.4863,195350.8165,181313.7105,149538.9882,179831.4824,149711.825,167091.7368,256987.34,280805.4453,154124.3704,242365.9124,187702.2652,143248.7875,241138.7915,219477.5298,184605.0745,199481.4505,137992.8185,81714.13512,49816.56752,107895.5505,34800.7747,180766.9574,140298.1381,105434.3132,56585.95755,66775.89653,42365.38284,50503.50461,41623.18395,30907.32044,34211.52293,59338.01948,57010.5653,68208.12836,30465.03688,88714.69378,188220.8157,210905.6309,108887.4362,161536.1683,116476.8511,163536.3733,140575.0968,98976.74084,152807.52,156217.1123
AT5G15970.1;AT5G15960.1,"| Symbols: KIN2, COR6.6 | stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6) | chr5:5211966-5212441 FORWARD LENGTH=66",20,32,0.056128539,0.547108599,26,0.031992094,0.340126279,3209093.878,3438671.062,3541139.106,2862898.205,3161876.651,2572364.296,98138.51675,224474.6772,162082.4816,126421.4654,352550.3451,321732.5345,20,28,0.006512847,0.354240855,26,0.007206494,0.350346459,1957331.601,1953814.019,2064302.198,1903338.431,1357713.036,1424418.766,105540.826,210204.835,152526.4535,102141.9723,134742.2988,178872.2591,8,8,780.1,3278619.589,3400702.587,2939889.164,3174001.88,3252256.173,3640500.922,4131310.729,2641927.912,3240989.468,3538626.276,3426769.289,3788614.813,4034424.62,3151863.701,3304023.106,2891009.67,2395821.871,2992819.747,2716666.675,3318173.064,4182110.616,3094757.517,2886472.584,3093443.638,2552598.903,1691406.575,3044828.779,2178902.076,3289818.239,2656865.811,2145850.581,1714149.855,1684532.528,2115335.826,2126789.214,1412097.864,2180793.036,1478362.042,2333230.827,2364586.327,2060904.352,2617016.73,1906907.98,1530480.556,2206201.374,2069117.662,1930696.187,1636673.567,2070858.845,1809345.893,1246951.458,1033748.001,1609033.589,1672593.112,1226239.019,916790.8095,1419524.702,1834357.016,1761178.647,1190242.654
