PROBES_ID	CDS_ID_II
Ot00g04800	Ot03g00480
Ot14g02470	Ot15g02950
Ot14g01380	Ot15g01630
Ot14g01750	Ot15g01910
Ot14g02160	Ot15g02600
Ot14g02500	Ot15g02970
Ot14g01400	Ot15g01640
Ot14g01770	Ot15g01890
Ot14g02180	Ot15g02620
Ot14g02520	Ot15g02990
Ot14g01420	Ot15g01660
Ot14g01800	Ot15g02040
Ot14g02210	Ot15g02650
Ot14g02550	Ot15g03030
Ot16g01820	Ot17g00470
Ot17g00020	Ot18g02140
Ot17g00490	Ot18g01700
Ot17g00840	Ot18g01200
Ot16g01840	Ot17g00490
Ot17g00070	Ot18g02110
Ot17g00510	Ot18g01680
Ot17g00860	Ot18g01190
Ot16g01860	Ot17g00510
Ot17g00110	Ot18g02080
Ot12g02810	Ot12g02620
Ot12g03170	Ot12g03020
Ot12g03540	Ot14g00810
Ot13g00120	Ot13g03180
Ot12g02840	Ot12g02640
Ot12g03190	Ot12g03040
Ot12g03570	Ot14g00850
Ot13g00150	Ot13g03160
Ot12g02860	Ot12g02650
Ot12g03230	Ot14g00560
Ot12g03600	Ot14g00880
Ot13g00170	Ot13g03140
Ot14g01320	Ot15g01560
Ot14g01640	Ot15g01860
Ot14g02060	Ot15g02490
Ot14g02410	Ot15g02890
Ot14g01340	Ot15g01590
Ot14g01660	Ot15g01870
Ot14g02100	Ot15g02540
Ot14g02450	Ot15g02940
Ot14g01360	Ot15g01610
Ot14g01720	Ot15g01940
Ot14g02130	Ot15g02560
Ot11g00130	Ot11g00110
Ot11g00510	Ot11g00520
Ot11g00830	Ot11g00870
Ot10g03110	Ot10g03270
Ot11g00170	Ot11g00140
Ot11g00530	Ot11g00540
Ot11g00850	Ot11g00890
Ot10g03140	Ot10g03300
Ot11g00190	Ot11g00160
Ot11g00550	Ot11g00560
Ot11g00880	Ot11g00910
Ot12g02690	Ot12g02510
Ot12g03080	Ot12g02930
Ot12g03480	Ot14g01090
Ot13g00030	Ot13g03030
Ot12g02720	Ot12g02540
Ot12g03120	Ot12g02980
Ot12g03500	Ot14g01110
Ot13g00070	Ot13g02990
Ot12g02770	Ot12g02570
Ot12g03150	Ot12g03000
Ot12g03520	Ot14g01120
Ot13g00100	Ot13g03200
Ot09g03520	Ot09g03260
Ot09g02510	Ot09g02680
Ot09g02840	Ot09g02960
Ot09g03230	Ot14g00150
Ot09g03540	Ot03g00020
Ot09g02530	Ot10g02580
Ot09g02860	Ot09g02970
Ot09g03260	Ot14g00170
Ot09g03560	Ot03g00030
Ot10g02980	Ot10g03430
Ot11g00070	Ot11g00070
Ot11g00430	Ot11g00460
Ot11g00750	Ot11g00790
Ot11g00090	Ot11g00090
Ot11g00470	Ot11g00470
Ot11g00770	Ot11g00800
Ot10g03050	Ot10g03370
Ot11g00110	Ot11g00110
Ot11g00490	Ot11g00490
Ot11g00810	Ot11g00840
Ot10g03090	Ot10g02990
Ot08g01830	Ot08g02140
Ot08g00840	Ot08g01030
Ot08g01170	Ot08g01400
Ot08g01540	Ot08g01900
Ot08g01850	Ot08g02160
Ot08g00860	Ot08g01230
Ot08g01200	Ot08g01430
Ot08g01560	Ot08g01920
Ot08g01880	Ot08g02180
Ot09g02360	Ot09g02460
Ot09g02740	Ot09g02870
Ot09g03080	Ot09g03080
Ot09g03440	Ot14g00470
Ot09g02390	Ot09g02550
Ot09g02780	Ot09g02900
Ot09g03130	Ot14g00330
Ot09g03460	Ot09g03210
Ot09g02440	Ot09g02600
Ot09g02800	Ot09g02910
Ot09g03160	Ot09g03130
Ot09g03500	Ot09g03240
Ot09g02820	Ot09g02930
Ot06g04630	Ot06g04530
Ot06g04980	Ot06g04710
Ot07g00050	Ot07g03020
Ot07g00400	Ot07g02680
Ot06g04650	Ot06g04560
Ot06g05040	Ot06g04760
Ot07g00100	Ot07g02990
Ot07g00430	Ot07g02630
Ot08g00700	Ot08g00880
Ot08g01070	Ot08g01640
Ot08g01400	Ot08g01800
Ot08g01760	Ot08g02080
Ot08g00720	Ot08g00900
Ot08g01100	Ot08g01670
Ot08g01450	Ot08g01820
Ot08g01790	Ot08g02110
Ot08g00770	Ot08g00960
Ot08g01130	Ot08g01690
Ot08g01470	Ot08g01840
Ot08g01810	Ot08g02130
Ot08g00820	Ot08g01010
Ot08g01150	Ot08g01380
Ot08g01500	Ot08g01850
Ot05g04650	Ot05g00980
Ot05g05030	Ot05g01300
Ot06g00370	Ot06g00400
Ot05g04340	Ot05g00710
Ot05g04690	Ot05g01010
Ot05g05060	Ot05g01320
Ot06g00390	Ot06g00430
Ot06g04510	Ot06g04410
Ot06g04860	Ot06g04330
Ot06g05210	Ot06g04860
Ot07g00280	Ot07g02860
Ot06g04530	Ot06g04430
Ot06g04910	Ot06g04640
Ot06g05230	Ot06g04880
Ot07g00310	Ot07g02830
Ot06g04570	Ot06g04480
Ot06g04930	Ot06g04660
Ot07g00010	Ot07g00010
Ot07g00340	Ot07g02800
Ot06g04600	Ot06g04500
Ot06g04960	Ot06g04690
Ot07g00030	Ot07g00020
Ot07g00370	Ot07g02780
Ot04g05180	Ot04g05760
Ot05g00060	Ot05g05130
Ot04g04500	Ot04g04940
Ot04g04910	Ot04g05470
Ot04g05220	Ot12g00410
Ot05g00080	Ot05g05110
Ot05g04200	Ot05g00570
Ot05g04560	Ot05g00900
Ot05g04930	Ot05g01210
Ot06g00200	Ot06g00250
Ot05g04240	Ot05g00620
Ot05g04590	Ot05g00920
Ot05g04950	Ot05g01230
Ot06g00250	Ot06g00310
Ot05g04260	Ot05g00630
Ot05g04610	Ot05g00940
Ot05g04970	Ot05g01250
Ot06g00310	Ot06g00360
Ot05g04280	Ot05g00650
Ot05g04630	Ot05g00960
Ot05g04990	Ot05g01270
Ot06g00340	Ot06g00390
Ot05g04300	Ot05g00670
Ot03g05020	Ot03g05870
Ot03g04270	Ot03g04690
Ot03g04700	Ot03g05760
Ot03g05100	Ot07g02750
Ot04g04320	Ot04g04760
Ot04g04720	Ot04g05200
Ot04g05080	Ot04g05650
Ot04g05430	Ot12g00060
Ot04g04390	Ot04g04820
Ot04g05110	Ot04g05680
Ot04g05470	Ot12g00020
Ot04g04420	Ot04g04860
Ot04g04800	Ot04g05380
Ot04g05130	Ot04g05710
Ot05g00020	Ot05g05170
Ot04g04440	Ot04g04890
Ot04g04860	Ot04g05420
Ot04g05150	Ot04g05730
Ot05g00040	Ot05g05150
Ot04g04460	Ot04g04900
Ot04g04890	Ot04g05440
Ot02g05510	Ot02g06540
Ot02g05910	Ot02g07030
Ot02g06230	Ot02g07350
Ot03g03810	Ot03g04230
Ot03g04140	Ot03g04540
Ot03g04500	Ot03g05130
Ot03g04900	Ot03g05490
Ot03g03840	Ot03g04250
Ot03g04160	Ot03g04600
Ot03g04550	Ot03g05180
Ot03g04930	Ot03g05520
Ot03g03890	Ot03g04300
Ot03g04180	Ot03g04620
Ot03g04620	Ot03g05690
Ot03g04970	Ot03g05830
Ot03g03910	Ot03g04320
Ot03g04220	Ot03g04660
Ot03g04650	Ot03g05700
Ot03g04990	Ot03g05850
Ot03g03940	Ot03g04350
Ot03g04670	Ot03g05740
Ot01g05810	Ot01g06170
Ot01g06110	Ot01g06460
Ot02g00290	Ot08g02980
Ot02g05090	Ot02g06110
Ot02g05400	Ot02g06420
Ot02g06110	Ot02g07250
Ot02g05120	Ot02g06140
Ot02g05420	Ot02g06440
Ot02g05780	Ot15g02190
Ot02g06140	Ot02g07280
Ot02g05140	Ot02g06160
Ot02g05440	Ot02g06460
Ot02g05800	Ot15g02170
Ot02g06160	Ot02g07290
Ot02g05170	Ot02g06180
Ot02g05460	Ot02g06500
Ot02g06190	Ot02g07310
Ot02g05190	Ot02g06200
Ot02g05490	Ot02g06520
Ot02g05880	Ot02g06820
Ot02g06210	Ot02g07330
Ot01g00910	Ot01g01380
Ot01g01270	Ot01g01730
Ot01g05290	Ot01g05510
Ot01g05600	Ot01g05980
Ot01g05980	Ot01g06300
Ot02g00100	Ot02g00110
Ot01g05310	Ot01g05530
Ot01g05620	Ot01g06000
Ot01g06010	Ot01g06320
Ot02g00170	Ot02g00180
Ot01g05330	Ot01g05540
Ot01g05650	Ot01g06020
Ot01g06030	Ot01g06350
Ot02g00190	Ot02g00210
Ot01g05350	Ot05g02830
Ot01g05670	Ot01g06040
Ot01g06050	Ot01g06370
Ot01g05370	Ot05g02850
Ot01g05720	Ot01g06090
Ot01g06070	Ot01g06390
Ot02g00260	Ot02g00240
Ot01g05390	Ot05g02880
Ot00g06260	Ot17g00680
Ot01g00060	Ot01g00150
Ot01g00430	Ot01g00660
Ot01g00760	Ot01g01180
Ot01g01130	Ot01g01580
Ot01g00080	Ot01g00170
Ot01g00460	Ot01g00920
Ot01g00830	Ot01g01310
Ot01g01150	Ot01g01620
Ot01g00140	Ot01g00300
Ot01g00480	Ot01g00940
Ot01g00850	Ot01g01330
Ot01g01200	Ot01g01640
Ot01g00170	Ot01g00280
Ot01g00500	Ot01g01130
Ot01g00870	Ot01g01350
Ot01g01220	Ot01g01660
Ot01g00190	Ot01g00270
Ot01g00520	Ot01g01150
Ot01g00890	Ot01g01370
Ot01g01240	Ot01g01700
Ot01g00560	Ot01g00710
Ot00g04990	Ot02g07450
Ot00g05330	Ot14g00080
Ot00g05790	Ot02g01050
Ot00g06120	Ot07g03560
Ot00g05020	Ot02g07480
Ot00g05360	Ot14g00040
Ot00g05820	Ot03g04850
Ot00g06150	Ot07g03580
Ot00g05040	Ot03g03990
Ot00g05390	Ot12g03070
Ot00g05850	Ot01g00990
Ot00g06170	Ot14g00210
Ot00g05060	Ot03g03970
Ot00g05410	Ot12g03090
Ot00g06190	Ot14g00220
Ot00g05090	Ot01g05660
Ot00g05440	Ot12g03130
Ot00g05900	Ot14g02020
Ot00g06220	Ot14g00260
Ot00g05110	Ot01g05640
Ot00g05920	Ot13g02730
Ot06g04440	Ot06g04370
Ot04g03020	Ot04g03370
Ot05g02800	Ot05g02620
Ot06g00700	Ot06g00800
Ot06g05160	Ot06g04820
Ot05g02990	Ot05g02200
Ot06g01160	Ot06g01470
Ot07g00260	Ot07g02880
Ot04g04210	Ot04g04650
Ot05g03310	Ot05g01770
Ot06g01560	Ot06g02090
Ot07g01100	Ot07g02100
Ot04g04230	Ot04g04670
Ot05g03610	Ot05g01430
Ot06g01920	Ot06g02150
Ot05g03740	Ot05g00140
Ot06g02030	Ot06g02240
Ot07g02370	Ot04g03240
Ot14g02150	Ot15g02590
Ot15g00400	Ot16g00520
Ot15g01360	Ot16g02010
Ot16g00030	Ot17g02700
Ot14g02220	Ot15g02660
Ot15g00600	Ot16g00720
Ot15g01500	Ot16g01730
Ot16g00080	Ot17g02650
Ot14g02280	Ot15g02720
Ot15g00630	Ot16g00760
Ot15g01570	Ot16g01810
Ot16g00140	Ot17g02590
Ot14g02340	Ot15g02830
Ot15g00700	Ot16g00920
Ot16g00290	Ot17g02020
Ot14g02420	Ot15g02900
Ot15g00840	Ot16g01070
Ot15g01690	Ot16g02090
Ot16g00390	Ot17g02340
Ot04g02530	Ot04g02740
Ot05g02490	Ot05g02830
Ot06g00270	Ot06g00330
Ot10g01680	Ot10g01180
Ot10g03320	Ot10g03680
Ot10g00710	Ot10g00840
Ot10g01750	Ot10g01250
Ot10g02720	Ot10g02970
Ot11g00140	Ot11g00120
Ot10g00760	Ot10g00890
Ot10g01930	Ot10g01370
Ot10g02770	Ot10g03230
Ot11g00200	Ot11g00170
Ot10g00840	Ot10g00990
Ot10g02020	Ot10g02120
Ot10g02860	Ot10g03080
Ot11g00260	Ot11g00310
Ot10g00950	Ot10g01080
Ot10g02080	Ot10g02170
Ot10g02930	Ot10g03150
Ot11g00300	Ot11g00350
Ot14g02080	Ot15g02510
Ot15g00200	Ot16g00180
Ot15g01330	Ot16g01990
Ot15g02280	Ot16g03110
Ot06g03670	Ot06g03620
Ot06g04720	Ot02g05000
Ot06g01130	Ot06g01440
Ot06g02480	Ot11g01230
Ot06g03700	Ot06g03660
Ot06g04770	Ot02g05050
Ot06g01360	Ot06g01630
Ot06g02510	Ot11g01190
Ot06g03840	Ot03g04060
Ot06g04820	Ot06g04290
Ot06g01390	Ot06g01650
Ot06g03890	Ot08g03480
Ot06g04890	Ot06g04630
Ot06g01550	Ot06g02090
Ot06g02900	Ot06g03120
Ot06g03930	Ot08g03530
Ot06g04940	Ot06g04670
Ot10g00630	Ot15g02390
Ot10g01590	Ot10g02000
Ot10g02570	Ot10g02720
Ot10g03300	Ot10g03650
Ot10g00660	Ot10g00810
Ot03g03500	Ot03g03920
Ot03g01330	Ot03g01780
Ot03g03730	Ot03g04200
Ot02g06400	Ot02g07650
Ot03g01470	Ot03g01920
Ot03g02640	Ot03g02920
Ot03g03750	Ot03g04200
Ot03g00030	Ot03g01100
Ot03g01530	Ot03g01960
Ot03g02680	Ot03g02950
Ot03g03790	Ot03g04220
Ot03g00250	Ot03g00800
Ot03g01600	Ot03g02030
Ot03g02950	Ot03g03240
Ot03g03820	Ot03g04240
Ot06g00800	Ot06g01060
Ot06g02330	Ot06g02480
Ot06g03570	Ot01g03950
Ot06g04620	Ot06g04520
Ot06g00860	Ot06g01180
Ot00g08160	Ot09g03280
Ot00g09250	Ot06g03850
Ot00g07490	Ot14g02980
Ot00g08250	Ot01g04840
Ot00g08850	Ot04g00590
Ot00g07650	Ot06g04930
Ot00g08320	Ot12g03180
Ot00g09330	Ot16g02850
Ot02g06170	Ot02g07290
Ot03g00900	Ot03g01300
Ot03g02300	Ot03g02600
Ot03g03440	Ot03g03870
Ot03g01250	Ot03g01710
Ot03g02490	Ot03g02800
Ot17g01410	Ot18g00570
Ot17g01740	Ot18g00260
Ot18g00500	Ot19g00110
Ot17g01120	Ot18g00990
Ot17g01430	Ot18g00550
Ot17g01760	Ot18g00150
Ot18g00530	Ot19g00140
Ot17g01140	Ot18g00730
Ot17g01460	Ot18g00540
Ot17g01800	Ot18g00110
Ot18g00550	Ot19g00160
Ot17g01180	Ot18g00690
Ot17g01490	Ot18g00510
Ot17g01830	Ot18g00080
Ot18g00580	Ot19g00190
Ot00g07280	Ot01g01000
Ot00g08050	Ot16g02710
Ot00g08710	Ot05g04700
Ot00g09120	Ot05g04750
Ot00g07390	Ot13g02350
Ot00g08090	Ot13g01020
Ot00g08760	Ot14g00280
Ot00g09200	Ot07g00650
Ot15g00510	Ot16g00640
Ot15g00810	Ot16g00830
Ot14g02630	Ot15g01510
Ot15g00220	Ot16g00230
Ot15g00530	Ot16g00660
Ot15g00880	Ot16g01110
Ot14g02650	Ot15g01250
Ot15g00240	Ot16g00260
Ot15g00550	Ot16g00680
Ot15g00900	Ot16g01020
Ot14g02680	Ot15g01230
Ot15g00280	Ot16g00380
Ot15g00570	Ot16g00690
Ot15g00920	Ot16g01040
Ot17g00990	Ot18g01050
Ot17g01340	Ot17g02390
Ot17g01670	Ot18g00310
Ot18g00330	Ot19g00870
Ot17g01030	Ot04g01080
Ot17g01370	Ot17g02420
Ot17g01720	Ot18g00280
Ot18g00420	Ot19g01000
Ot17g01050	Ot18g00950
Ot13g01330	Ot13g01240
Ot13g00270	Ot13g02810
Ot13g00600	Ot13g02240
Ot13g00920	Ot13g01890
Ot13g01360	Ot13g01150
Ot13g00300	Ot13g02780
Ot13g00640	Ot13g02210
Ot13g00940	Ot13g01860
Ot13g01380	Ot13g01140
Ot13g00320	Ot13g02760
Ot13g00660	Ot13g02190
Ot13g00990	Ot13g01590
Ot13g01420	Ot13g01120
Ot14g02570	Ot15g03060
Ot15g00110	Ot16g00090
Ot15g00470	Ot16g00600
Ot15g00760	Ot16g00790
Ot14g02590	Ot15g03080
Ot15g00160	Ot16g00160
Ot15g00780	Ot16g00810
Ot14g02610	Ot15g01520
Ot15g00190	Ot16g00180
Ot11g01730	Ot11g01990
Ot11g02070	Ot11g02540
Ot11g01020	Ot11g01060
Ot11g01420	Ot11g01880
Ot11g01750	Ot11g02010
Ot11g02120	Ot11g02590
Ot11g01040	Ot11g01090
Ot11g01450	Ot11g01620
Ot11g01780	Ot11g02040
Ot11g02140	Ot11g02610
Ot13g00190	Ot13g03120
Ot13g00500	Ot13g02470
Ot13g00840	Ot13g02000
Ot13g01270	Ot13g01290
Ot13g00220	Ot13g03100
Ot13g00540	Ot13g02430
Ot13g00870	Ot13g01970
Ot13g01290	Ot13g01280
Ot13g00240	Ot13g03080
Ot13g00570	Ot13g02390
Ot13g00890	Ot13g01950
Ot09g03990	Ot09g04000
Ot09g04330	Ot09g03770
Ot09g04720	Ot09g03840
Ot09g03690	Ot09g03500
Ot09g04020	Ot09g04020
Ot09g04350	Ot09g03790
Ot09g04730	Ot09g03850
Ot09g03720	Ot09g03520
Ot09g04050	Ot09g04040
Ot09g04400	Ot15g00270
Ot09g04750	Ot09g03870
Ot11g00910	Ot11g00940
Ot11g01270	Ot11g01460
Ot11g01630	Ot14g01270
Ot11g01990	Ot11g02480
Ot11g00930	Ot11g00970
Ot11g01300	Ot11g01490
Ot11g01650	Ot14g01240
Ot11g02010	Ot11g02500
Ot11g00970	Ot11g01010
Ot11g01330	Ot11g01520
Ot11g02030	Ot11g02520
Ot08g02660	Ot08g03000
Ot08g02990	Ot08g03290
Ot08g02060	Ot08g02330
Ot08g02370	Ot08g02620
Ot08g02680	Ot08g03010
Ot08g03020	Ot08g03320
Ot08g02400	Ot08g02650
Ot08g02720	Ot08g02920
Ot08g03040	Ot08g03340
Ot09g03580	Ot03g00030
Ot09g04240	Ot09g04140
Ot09g04590	Ot09g04360
Ot09g03610	Ot02g06470
Ot09g03950	Ot09g03980
Ot09g04260	Ot03g05660
Ot09g04620	Ot09g03670
Ot09g03640	Ot09g03440
Ot09g04290	Ot09g03740
Ot09g04680	Ot09g03890
Ot09g03660	Ot09g03460
Ot07g00580	Ot07g00070
Ot07g00880	Ot07g00270
Ot07g01170	Ot07g02020
Ot07g01520	Ot07g01800
Ot07g00600	Ot07g00090
Ot07g00910	Ot07g00310
Ot07g01210	Ot07g01980
Ot07g01570	Ot07g01750
Ot08g01900	Ot08g02200
Ot08g02260	Ot08g02520
Ot08g02570	Ot08g02800
Ot08g02900	Ot08g03210
Ot08g01940	Ot08g02230
Ot08g02300	Ot08g02560
Ot08g02620	Ot08g02860
Ot08g02940	Ot08g03250
Ot08g01960	Ot08g02250
Ot08g02320	Ot08g02580
Ot08g02640	Ot08g02880
Ot08g02970	Ot08g03090
Ot08g02030	Ot08g02300
Ot06g00520	Ot06g00620
Ot06g00910	Ot06g01230
Ot06g01220	Ot06g01520
Ot06g01500	Ot06g01770
Ot06g00550	Ot06g00670
Ot06g00930	Ot06g01250
Ot06g01240	Ot06g01540
Ot06g01520	Ot06g01790
Ot07g00470	Ot07g02600
Ot07g00770	Ot07g02370
Ot07g01070	Ot07g00410
Ot07g01420	Ot07g01890
Ot07g00490	Ot07g02590
Ot07g00800	Ot07g02340
Ot07g01090	Ot07g00420
Ot07g01450	Ot07g01870
Ot07g00540	Ot07g02530
Ot07g01120	Ot07g02080
Ot07g01470	Ot07g01850
Ot07g00860	Ot07g00240
Ot07g01150	Ot07g02040
Ot05g00570	Ot05g04550
Ot05g00900	Ot05g04140
Ot05g01240	Ot05g03890
Ot05g00250	Ot05g04950
Ot05g00590	Ot05g04510
Ot05g00920	Ot05g04110
Ot05g01290	Ot05g03840
Ot06g00410	Ot06g00490
Ot06g00790	Ot06g01050
Ot06g01080	Ot06g01380
Ot06g01410	Ot06g01650
Ot06g00440	Ot06g00520
Ot06g00820	Ot06g01080
Ot06g01100	Ot06g01410
Ot06g01430	Ot06g01670
Ot06g00460	Ot06g00540
Ot06g00840	Ot06g01160
Ot06g01120	Ot06g01430
Ot06g01450	Ot06g01690
Ot06g00500	Ot06g00580
Ot06g01200	Ot06g01500
Ot06g01470	Ot06g01730
Ot04g00820	Ot04g00840
Ot04g01200	Ot04g01270
Ot04g00150	Ot04g00140
Ot04g00480	Ot04g00460
Ot04g00840	Ot04g00850
Ot04g01220	Ot04g01340
Ot05g00100	Ot05g05090
Ot05g00480	Ot05g04780
Ot05g01140	Ot05g03960
Ot05g00120	Ot05g05070
Ot05g00500	Ot05g04760
Ot05g00790	Ot05g03740
Ot05g01160	Ot05g03940
Ot05g00160	Ot05g05040
Ot05g00530	Ot05g04350
Ot05g00830	Ot18g00200
Ot05g00550	Ot05g04310
Ot05g00850	Ot18g00230
Ot05g01210	Ot05g03920
Ot05g00230	Ot05g04970
Ot03g00830	Ot03g00100
Ot02g06410	Ot02g07660
Ot03g00270	Ot03g00790
Ot03g00560	Ot03g00330
Ot03g00860	Ot03g00070
Ot04g00020	Ot04g00020
Ot04g00320	Ot04g00260
Ot04g00670	Ot04g00680
Ot04g01050	Ot04g01150
Ot04g00040	Ot04g00050
Ot04g00340	Ot04g00270
Ot04g00720	Ot04g00740
Ot04g01090	Ot04g01190
Ot04g00080	Ot04g00090
Ot04g00370	Ot04g00290
Ot04g00730	Ot04g00760
Ot04g01140	Ot04g01220
Ot04g00100	Ot04g00100
Ot04g00390	Ot04g00300
Ot04g00760	Ot04g00800
Ot04g01160	Ot04g01240
Ot04g00130	Ot04g00130
Ot04g00420	Ot04g00330
Ot02g00470	Ot02g07210
Ot02g01330	Ot07g04010
Ot02g01720	Ot02g02390
Ot02g06260	Ot02g07530
Ot03g00140	Ot03g00920
Ot02g06290	Ot02g07560
Ot03g00160	Ot03g00900
Ot03g00470	Ot03g00600
Ot03g00760	Ot03g00190
Ot02g06310	Ot02g07580
Ot03g00180	Ot03g00870
Ot03g00490	Ot03g00580
Ot03g00780	Ot03g00170
Ot02g06340	Ot02g07610
Ot03g00210	Ot03g00840
Ot03g00510	Ot03g00560
Ot03g00810	Ot03g00120
Ot02g06380	Ot02g07630
Ot03g00240	Ot03g00810
Ot03g00530	Ot03g00340
Ot01g01820	Ot01g02310
Ot01g02140	Ot01g02510
Ot01g02430	Ot01g02640
Ot02g00310	Ot08g02960
Ot02g01200	Ot07g04140
Ot02g01530	Ot02g01820
Ot02g00820	Ot02g00650
Ot02g01220	Ot07g04120
Ot02g01580	Ot02g01950
Ot02g00380	Ot02g00300
Ot02g00870	Ot02g00700
Ot02g01260	Ot07g04080
Ot02g01600	Ot02g02010
Ot02g00420	Ot02g00330
Ot02g00900	Ot02g00750
Ot02g01280	Ot07g04060
Ot02g01650	Ot02g02140
Ot02g00450	Ot06g04590
Ot02g01310	Ot07g04030
Ot02g01680	Ot02g02200
Ot00g07310	Ot13g02270
Ot00g07640	Ot01g05310
Ot01g01310	Ot01g01760
Ot01g01690	Ot01g02150
Ot01g02000	Ot12g01860
Ot01g02310	Ot03g04940
Ot01g01340	Ot01g01800
Ot01g01720	Ot01g02170
Ot01g02020	Ot12g01850
Ot01g02330	Ot03g05050
Ot01g01360	Ot01g01830
Ot01g01750	Ot01g02200
Ot01g02050	Ot01g02440
Ot01g02350	Ot03g05040
Ot01g01390	Ot01g01850
Ot01g01770	Ot01g02260
Ot01g02100	Ot01g02470
Ot01g02370	Ot06g01490
Ot01g01420	Ot01g01860
Ot01g01790	Ot01g02280
Ot01g02120	Ot01g02490
Ot01g02410	Ot03g04980
Ot01g01450	Ot01g01920
Ot00g01520	Ot07g00220
Ot00g06310	Ot17g00720
Ot00g06770	Ot08g01120
Ot00g07510	Ot16g02400
Ot00g07290	Ot01g00990
Ot00g07540	Ot01g01600
Ot00g06370	Ot13g01440
Ot00g06830	Ot13g02670
Ot00g07230	Ot01g01040
Ot00g07560	Ot16g02370
Ot00g06400	Ot08g00560
Ot00g06850	Ot13g02710
Ot00g07250	Ot11g03290
Ot00g07590	Ot01g05270
Ot00g06420	Ot05g04880
Ot00g06880	Ot18g01620
Ot00g07270	Ot01g01010
Ot00g07620	Ot01g05290
Ot00g06450	Ot05g04910
Ot00g00010	Ot11g00280
Ot00g00520	Ot07g02680
Ot00g00990	Ot01g05770
Ot00g01330	Ot17g02460
Ot00g00040	Ot08g00620
Ot00g00550	Ot05g01510
Ot00g00090	Ot05g04210
Ot00g00570	Ot03g05540
Ot00g01040	Ot12g00410
Ot00g01430	Ot04g05030
Ot00g00140	Ot12g01140
Ot00g00650	Ot04g02700
Ot00g01070	Ot03g00400
Ot00g01450	Ot09g01830
Ot00g00170	Ot09g02480
Ot00g01100	Ot17g01690
Ot00g01500	Ot08g01050
Ot00g00200	Ot03g03030
Ot00g00720	Ot13g03060
Ot16g01960	Ot17g00280
Ot12g02790	Ot12g02600
Ot14g00350	Ot15g00360
Ot15g01700	Ot16g02100
Ot16g02000	Ot17g00240
Ot12g03140	Ot12g03000
Ot14g00740	Ot15g00600
Ot15g01930	Ot16g02510
Ot16g02050	Ot17g00190
Ot12g03770	Ot14g01330
Ot14g01050	Ot15g01030
Ot17g00040	Ot18g02130
Ot13g00080	Ot13g02980
Ot14g01500	Ot15g01730
Ot16g00050	Ot17g02680
Ot17g00190	Ot18g02050
Ot13g01080	Ot13g01520
Ot14g01780	Ot15g01880
Ot17g00250	Ot18g01990
Ot00g00330	Ot17g01080
Ot00g05660	Ot12g03260
Ot01g00820	Ot01g01290
Ot01g04160	Ot01g04230
Ot00g00620	Ot15g00190
Ot00g06580	Ot17g02170
Ot01g01120	Ot01g01580
Ot01g04540	Ot01g04690
Ot00g01280	Ot04g02600
Ot00g06970	Ot18g00800
Ot01g01470	Ot01g01930
Ot01g05560	Ot01g05940
Ot00g01680	Ot20g00680
Ot00g07210	Ot11g03350
Ot01g01600	Ot01g02060
Ot01g05700	Ot01g06080
Ot00g01810	Ot15g00310
Ot01g02030	Ot01g02420
Ot02g00030	Ot02g00020
Ot12g02700	Ot12g02520
Ot14g00260	Ot15g00210
Ot15g01470	Ot16g01890
Ot12g02890	Ot12g02680
Ot12g03690	Ot14g01000
Ot13g00910	Ot13g01920
Ot12g01950	Ot12g01770
Ot12g02980	Ot12g02760
Ot12g03760	Ot14g01060
Ot13g00980	Ot13g01600
Ot12g02000	Ot12g01820
Ot12g03060	Ot12g02930
Ot13g00010	Ot13g03050
Ot13g01010	Ot13g01580
Ot12g02140	Ot12g01940
Ot12g03100	Ot12g02950
Ot13g00060	Ot13g02990
Ot13g01100	Ot13g01500
Ot12g02230	Ot12g02000
Ot12g03210	Ot12g03070
Ot13g00210	Ot13g03100
Ot13g01170	Ot13g01360
Ot00g00110	Ot01g04450
Ot00g05290	Ot11g03410
Ot01g00630	Ot01g00780
Ot08g03270	Ot08g03720
Ot09g00290	Ot09g00330
Ot08g01120	Ot08g01680
Ot08g02340	Ot08g02600
Ot08g03430	Ot08g03970
Ot09g00400	Ot09g00490
Ot08g02420	Ot08g02660
Ot08g03480	Ot08g03750
Ot09g00470	Ot09g00540
Ot08g01240	Ot08g01460
Ot08g02580	Ot08g02810
Ot08g03520	Ot08g03780
Ot09g00550	Ot09g00770
Ot08g01430	Ot08g01810
Ot08g02610	Ot08g02850
Ot08g03580	Ot03g03500
Ot09g00620	Ot09g00680
Ot12g01790	Ot12g01600
Ot12g02830	Ot12g02630
Ot12g03610	Ot14g00890
Ot13g00790	Ot13g02050
Ot12g01810	Ot12g01610
Ot05g00520	Ot05g04370
Ot04g03190	Ot04g03530
Ot04g04000	Ot04g04170
Ot04g04920	Ot04g05480
Ot05g00780	Ot05g03740
Ot04g03310	Ot04g03600
Ot04g04100	Ot04g04470
Ot04g05070	Ot04g05630
Ot05g00860	Ot18g00240
Ot04g03390	Ot04g03690
Ot04g04190	Ot04g04630
Ot04g05230	Ot12g00400
Ot05g01020	Ot05g04050
Ot04g03490	Ot04g03770
Ot04g04280	Ot04g04720
Ot04g05300	Ot12g00200
Ot05g01040	Ot05g04040
Ot08g00940	Ot08g01310
Ot08g02210	Ot08g02470
Ot08g03230	Ot08g03680
Ot09g00260	Ot09g00300
