Gene.ID	Gene.Name	DN	DS	Rat.homology.type
ENSMUSG00000023908	Pkmyt1	0.0151	0.1571	ortholog_one2one
ENSMUSG00000040850	Psme4	0.0051	0.0927	ortholog_one2one
ENSMUSG00000054106	Try4	0.0251	0.1272	ortholog_many2many
ENSMUSG00000054106	Try4	0.0263	0.1292	ortholog_many2many
ENSMUSG00000048503	Tmem136	0.0115	0.1964	ortholog_one2one
ENSMUSG00000075383	Olfr351	0.027	0.2421	ortholog_one2one
ENSMUSG00000118332	Fam220a	0.196	0.1764	ortholog_one2many
ENSMUSG00000117708	Gm18530			
ENSMUSG00000053146	Olfr352	0.0375	0.1809	ortholog_one2one
ENSMUSG00000117745	Gm50410			
ENSMUSG00000102343	Gm37381			
ENSMUSG00000100122	Gm28267			
ENSMUSG00000082637	Gm11248			
ENSMUSG00000075382	Olfr353	0.037	0.1469	ortholog_one2one
ENSMUSG00000103797	Gm18964			
ENSMUSG00000083637	Gm14754			
ENSMUSG00000094439	Gm21969			
ENSMUSG00000094819	Olfr53			
ENSMUSG00000082068	Gm2673			
ENSMUSG00000059864	Olfr1393	0.0316	0.2035	ortholog_many2many
ENSMUSG00000059864	Olfr1393	0.0361	0.2131	ortholog_many2many
ENSMUSG00000083012	Fam220a	0.196	0.1764	ortholog_one2many
ENSMUSG00000024766	Lipo3	0.163	0.302	ortholog_one2many
ENSMUSG00000060183	Cxcl11	0.1331	0.133	ortholog_one2one
ENSMUSG00000108722	Gm34225			
ENSMUSG00000025900	Rp1	0.0929	0.2039	ortholog_one2one
ENSMUSG00000024806	Mlana	0.0928	0.2403	ortholog_one2one
ENSMUSG00000003380	Rabac1	0.0051	0.1821	ortholog_one2one
ENSMUSG00000026637	Traf5	0.0671	0.3697	ortholog_one2one
ENSMUSG00000041025	Iffo2			
ENSMUSG00000108401	Rpl19-ps10			
ENSMUSG00000002274	Metrn	0.0392	0.1484	ortholog_one2one
ENSMUSG00000046130	Vmn1r184	0.281	0.6081	ortholog_one2many
ENSMUSG00000006546	Cryba2	0.0067	0.1868	ortholog_one2one
ENSMUSG00000032127	Vps11	0.0052	0.2409	ortholog_one2one
ENSMUSG00000100998	Gm28864			
ENSMUSG00000109892	Olfr540-ps1			
ENSMUSG00000059136	Olfr539	0.0532	0.2403	ortholog_one2one
ENSMUSG00000034855	Cxcl10	0.1246	0.3219	ortholog_one2one
ENSMUSG00000041777	Cir1	0.067	0.2901	ortholog_one2one
ENSMUSG00000055088	Olfr354	0.0268	0.1778	ortholog_one2one
ENSMUSG00000102197	Gm38170			
ENSMUSG00000081591	Gm13440			
ENSMUSG00000097010	Gm26709			
ENSMUSG00000004895	Prcc	0.0115	0.1006	ortholog_one2one
ENSMUSG00000103653	Gstp-ps			
ENSMUSG00000075380	Olfr355			
ENSMUSG00000063106	Olfr1510	0.0364	0.1206	ortholog_many2many
ENSMUSG00000063106	Olfr1510	0.0264	0.1085	ortholog_many2many
ENSMUSG00000097316	Gm10516			
ENSMUSG00000085870	Gm12829			
ENSMUSG00000104123	Gm37483			
ENSMUSG00000026930	Gpsm1	0.0207	0.2534	ortholog_one2one
ENSMUSG00000102948	Gm6101			
ENSMUSG00000072672	Duxbl3	0.1283	0.2063	ortholog_one2many
ENSMUSG00000026260	Ndufa10	0.0345	0.1998	ortholog_one2many
ENSMUSG00000026260	Ndufa10	0.0303	0.1909	ortholog_one2many
ENSMUSG00000071646	Mta2	0.0036	0.1498	ortholog_one2one
ENSMUSG00000105132	Gm43250			
ENSMUSG00000020328	Nudcd2	0.0031	0.1926	ortholog_one2one
ENSMUSG00000105193	Gm18971			
ENSMUSG00000027490	E2f1	0.0216	0.1283	ortholog_one2one
ENSMUSG00000093725	Gm18595			
ENSMUSG00000076758	Trav1			
ENSMUSG00000031004	Mki67	0.1844	0.2623	ortholog_one2one
ENSMUSG00000040747	Cd53	0.041	0.1637	ortholog_one2one
ENSMUSG00000036938	Try5	0.0293	0.1757	ortholog_many2many
ENSMUSG00000036938	Try5	0.0343	0.1799	ortholog_many2many
ENSMUSG00000020899	Pfas	0.0244	0.1676	ortholog_one2one
ENSMUSG00000035626	Olfr1509	0.0209	0.1255	ortholog_one2one
ENSMUSG00000068227	Il2rb	0.0964	0.181	ortholog_one2one
ENSMUSG00000118135	Gm50367	0.0859	0.1962	ortholog_one2many
ENSMUSG00000118513	AC141640.1			
ENSMUSG00000086812	Gm8978	0.1129	0.2452	ortholog_one2many
ENSMUSG00000114484	Gm8517			
ENSMUSG00000043972	Opn5	0.0799	0.2473	ortholog_one2one
ENSMUSG00000101017	Gm21658			
ENSMUSG00000118360	Gm19755			
ENSMUSG00000080733	Gm14867			
ENSMUSG00000114698	Rpl31-ps3			
ENSMUSG00000038074	Fkbp14	0	0	ortholog_one2one
ENSMUSG00000070943	Olfr356	0.046	0.1575	ortholog_one2one
ENSMUSG00000084907	Gm14505			
ENSMUSG00000085924	Gm8980			
ENSMUSG00000019795	Pcmt1	0.0123	0.2316	ortholog_one2one
ENSMUSG00000104877	Gm42651			
ENSMUSG00000109910	Gm45240			
ENSMUSG00000100366	Gm29568			
ENSMUSG00000117667	Gm18293			
ENSMUSG00000082074	Gm12661			
ENSMUSG00000080222	Gm11486			
ENSMUSG00000071521	Try10	0.0469	0.1658	ortholog_many2many
ENSMUSG00000071521	Try10	0.0476	0.1859	ortholog_many2many
ENSMUSG00000085323	9130410C08Rik			
ENSMUSG00000055838	Olfr357	0.0414	0.207	ortholog_one2one
ENSMUSG00000081763	Gm9435			
ENSMUSG00000082566	Gm11485			
ENSMUSG00000055198	Gm12830	0.125	0.0556	ortholog_one2one
ENSMUSG00000086755	Gm11216			
ENSMUSG00000070563	Spaca4	0.0427	0.211	ortholog_one2one
ENSMUSG00000100888	Gm29567			
ENSMUSG00000081871	Gm11488			
ENSMUSG00000026141	Col19a1	0.0399	0.173	ortholog_one2one
ENSMUSG00000073821	8030451A03Rik			
ENSMUSG00000091402	Rd3l	0.0824	0.2272	ortholog_one2one
ENSMUSG00000054161	Fam83e	0.0385	0.2038	ortholog_one2one
ENSMUSG00000045217	Ppp1r2-ps9			
ENSMUSG00000110300	Gm18645			
ENSMUSG00000110678	Gm18645			
ENSMUSG00000081556	Gm15778			
ENSMUSG00000020170	Frs2	0.0112	0.2223	ortholog_one2one
ENSMUSG00000100433	Gm21198			
ENSMUSG00000075379	Olfr358	0.0584	0.1993	ortholog_one2one
ENSMUSG00000107405	Gm44115			
ENSMUSG00000109999	Gm35368			
ENSMUSG00000108698	Gm44964			
ENSMUSG00000082838	Gm14519			
ENSMUSG00000028364	Tnc	0.0181	0.174	ortholog_one2one
ENSMUSG00000018565	Elp5	0.058	0.1156	ortholog_one2one
ENSMUSG00000047363	Cstad			
ENSMUSG00000043850	Clrn1	0.0082	0.0833	ortholog_one2one
ENSMUSG00000081737	Olfr359-ps1			
ENSMUSG00000095935	Gm11238	0.3921	0.5871	ortholog_one2many
ENSMUSG00000074254	Cyp2a4			
ENSMUSG00000098111	Gm4654			
ENSMUSG00000094116	Gm11237	0.3947	0.5856	ortholog_one2many
ENSMUSG00000068117	Mei1	0.0519	0.1963	ortholog_one2one
ENSMUSG00000081174	Gm13439			
ENSMUSG00000022187	Gm5546			
ENSMUSG00000004100	Ppan	0.0599	0.392	ortholog_one2one
ENSMUSG00000115099	1700087I21Rik			
ENSMUSG00000096700	Gm11236	0.393	0.5935	ortholog_one2many
ENSMUSG00000008226	Scrn3	0.0448	0.1967	ortholog_one2one
ENSMUSG00000055210	Foxd2	0.0077	0.1508	ortholog_one2one
ENSMUSG00000025602	Zfp202			ortholog_one2one
ENSMUSG00000084967	Gm12296			
ENSMUSG00000109825	Gm45589			
ENSMUSG00000054003	Tdrd9	0.0146	0.2163	ortholog_one2one
ENSMUSG00000029784	Ssmem1	0.076	0.3514	ortholog_one2one
ENSMUSG00000084819	Gm11967			
ENSMUSG00000083361	Olfr360	0.0484	0.1984	ortholog_one2many
ENSMUSG00000083361	Olfr360	0.0512	0.1904	ortholog_one2many
ENSMUSG00000056752	Dnah9	0.0194	0.1772	ortholog_one2one
ENSMUSG00000108431	Gm42375			
ENSMUSG00000041798	Gck	0.0748	0.3984	ortholog_one2one
ENSMUSG00000093668	Pou5f2	0.0316	0.1165	ortholog_one2one
ENSMUSG00000031432	Prps1	0.0015	0.203	ortholog_many2many
ENSMUSG00000031432	Prps1	0	0	ortholog_many2many
ENSMUSG00000116819	Gm49586			
ENSMUSG00000114649	3110006O06Rik			
ENSMUSG00000032489	Kif9	0.0314	0.2306	ortholog_one2one
ENSMUSG00000083245	Gm11185			
ENSMUSG00000001415	Smg5	0.0075	0.1359	ortholog_one2one
ENSMUSG00000064138	Fam172a	0.0049	0.1086	ortholog_one2one
ENSMUSG00000117103	Gm49916			
ENSMUSG00000107855	Gm44110			
ENSMUSG00000024054	Smchd1	0.0244	0.2321	ortholog_one2one
ENSMUSG00000020326	Ccng1	0.0144	0.2734	ortholog_one2one
ENSMUSG00000031781	Ciapin1	0.0507	0.2139	ortholog_one2one
ENSMUSG00000028412	Slc44a1	0.011	0.1503	ortholog_one2one
ENSMUSG00000001105	Ift20	0.013	0.1462	ortholog_one2one
ENSMUSG00000060673	4930595M18Rik			
ENSMUSG00000036632	Alg5	0.017	0.1415	ortholog_one2one
ENSMUSG00000073173	Gm10477			
ENSMUSG00000103122	Gm37391			
ENSMUSG00000051452	Gm11437	0.0994	0.1338	ortholog_one2one
ENSMUSG00000078350	Smim1	0.0109	0.1625	ortholog_one2one
ENSMUSG00000102111	Gm29566			
ENSMUSG00000086530	Gm12910			
ENSMUSG00000101060	Gm29565			
ENSMUSG00000107959	Gm44111			
ENSMUSG00000022945	Chaf1b	0.0419	0.2353	ortholog_one2one
ENSMUSG00000118431	Btbd35f25	0.1503	0.3174	ortholog_one2many
ENSMUSG00000108132	Gm44175			
ENSMUSG00000098843	Gm27240			
ENSMUSG00000108289	Gm44174			
ENSMUSG00000095770	Gm21637	0.2572	0.8566	ortholog_many2many
ENSMUSG00000095770	Gm21637	0.1704	0.4074	ortholog_many2many
ENSMUSG00000032035	Ets1	0.0074	0.1278	ortholog_one2one
ENSMUSG00000067010	Vmn2r10	0.133	0.2833	ortholog_many2many
ENSMUSG00000067010	Vmn2r10	0.1383	0.2885	ortholog_many2many
ENSMUSG00000062480	Acat3	0.0343	0.2136	ortholog_many2many
ENSMUSG00000062480	Acat3	0.0433	0.2542	ortholog_many2many
ENSMUSG00000115153	Gm49240			
ENSMUSG00000082319	Gm8822			
ENSMUSG00000020022	Ndufa12	0.0349	0.3269	ortholog_one2one
ENSMUSG00000069308	Hist1h2bp	0.0088	0.6778	ortholog_one2many
ENSMUSG00000069308	Hist1h2bp	0.0088	0.846	ortholog_one2many
ENSMUSG00000028292	Rars2	0.0247	0.2012	ortholog_one2one
ENSMUSG00000109751	Gm45479			
ENSMUSG00000110414	Gm45481			
ENSMUSG00000031627	Irf2	0.0134	0.1297	ortholog_one2one
ENSMUSG00000071078	Nr2c2ap	0.1945	0.6002	ortholog_one2one
ENSMUSG00000118402	Btbd35f22	0.1515	0.3188	ortholog_one2many
ENSMUSG00000118266	Gm18371			
ENSMUSG00000068859	Sp9	0	0	ortholog_one2one
ENSMUSG00000056671	Prelid2	0.0026	0.1233	ortholog_one2one
ENSMUSG00000046899	Prl7a2	0.18	0.1929	ortholog_one2many
ENSMUSG00000046899	Prl7a2	0.2053	0.2877	ortholog_one2many
ENSMUSG00000115356	Gm2581			
ENSMUSG00000114897	Gm5923			
ENSMUSG00000096194	Btbd35f2	0.1529	0.3134	ortholog_one2many
ENSMUSG00000031751	Amfr	0.01	0.1702	ortholog_one2one
ENSMUSG00000036120	Rfxank	0.0245	0.1778	ortholog_one2one
ENSMUSG00000095920	Gm6686			
ENSMUSG00000086986	Gm12103			
ENSMUSG00000118459	Btbd35f1	0.1533	0.3117	ortholog_one2many
ENSMUSG00000116940	Gm7450			
ENSMUSG00000116550	Gm3507			
ENSMUSG00000101880	Gm29282			
ENSMUSG00000083946	Gm11359			
ENSMUSG00000116924	4933401D09Rik			
ENSMUSG00000101433	Gm29441			
ENSMUSG00000094601	Gm5926	0.2572	0.8566	ortholog_many2many
ENSMUSG00000094601	Gm5926	0.1704	0.4074	ortholog_many2many
ENSMUSG00000113364	Gm48059			
ENSMUSG00000093619	4930535L15Rik			
ENSMUSG00000023043	Krt18	0.0194	0.2182	ortholog_one2one
ENSMUSG00000113777	Gm48060			
ENSMUSG00000022217	Emc9	0.016	0.0977	ortholog_one2one
ENSMUSG00000023367	Tmem176a	0.0932	0.2477	ortholog_one2one
ENSMUSG00000074282	Zfp94	0.1714	0.6622	ortholog_one2one
ENSMUSG00000030243	Recql	0.0603	0.2976	ortholog_one2one
ENSMUSG00000113948	Rpl17-ps3			
ENSMUSG00000069307	Hist1h2bq			
ENSMUSG00000102377	Gm37974			
ENSMUSG00000018559	Ctdnep1	0	0	ortholog_one2one
ENSMUSG00000114010	Gm47432			
ENSMUSG00000032593	Amigo3			
ENSMUSG00000057388	Mrpl18	0.0236	0.1612	ortholog_one2one
ENSMUSG00000116890	Gm49617			
ENSMUSG00000036523	Greb1	0.016	0.2044	ortholog_one2one
ENSMUSG00000093456	Gm20662			
ENSMUSG00000053930	Shisa6	0.0059	0.1394	ortholog_one2one
ENSMUSG00000099711	Btbd35f21	0.1521	0.3245	ortholog_one2many
ENSMUSG00000023918	Adgrf4	0.0437	0.1707	ortholog_one2one
ENSMUSG00000066122	Olfr45			
ENSMUSG00000047804	Akap10	0.0143	0.0944	ortholog_one2one
ENSMUSG00000096950	Gm9530			
ENSMUSG00000118405	Btbd35f30	0.15	0.331	ortholog_one2many
ENSMUSG00000103658	Gm37201			
ENSMUSG00000056708	Ier5	0.0308	0.1999	ortholog_one2one
ENSMUSG00000118481	Gm21789			
ENSMUSG00000032586	Traip	0.0419	0.1547	ortholog_one2one
ENSMUSG00000110946	Gm47604			
ENSMUSG00000118409	Btbd35f5	0.1495	0.3206	ortholog_one2many
ENSMUSG00000031782	Coq9	0.0222	0.1347	ortholog_one2one
ENSMUSG00000053420	Gm4792			
ENSMUSG00000052749	Trim30b			
ENSMUSG00000040034	Nup43	0.0102	0.1082	ortholog_one2one
ENSMUSG00000005474	Myl10	0.0307	0.2304	ortholog_one2one
ENSMUSG00000094248	Hist1h2ao	0	0	ortholog_one2one
ENSMUSG00000067203	H2-K2			
ENSMUSG00000038763	Alpk3	0.0589	0.2035	ortholog_one2one
ENSMUSG00000040680	Kremen2	0.0148	0.1251	ortholog_one2one
ENSMUSG00000097842	9330104G04Rik			
ENSMUSG00000081787	Gm13991			
ENSMUSG00000089935	Gm16343			
ENSMUSG00000074221	Zfp568	0.065	0.3939	ortholog_one2one
ENSMUSG00000029028	Lrrc47	0.0202	0.3081	ortholog_one2one
ENSMUSG00000092512	Gm4152			
ENSMUSG00000094115	Spin2-ps6			
ENSMUSG00000086462	Gm13990			
ENSMUSG00000010051	Hyal1	0.0564	0.1428	ortholog_one2one
ENSMUSG00000084982	Gm15275			
ENSMUSG00000027796	Smad9	0.003	0.2129	ortholog_one2many
ENSMUSG00000027796	Smad9	0.003	0.2129	ortholog_one2many
ENSMUSG00000118084	AA388235			
ENSMUSG00000086246	Gm15274			
ENSMUSG00000083931	Gm14518			
ENSMUSG00000069306	Hist1h4m			
ENSMUSG00000111418	Gm18016			
ENSMUSG00000081994	Gm14517			
ENSMUSG00000097006	9530082P21Rik			
ENSMUSG00000037278	Tmem97	0.0266	0.1882	ortholog_one2one
ENSMUSG00000086048	Drr1			
ENSMUSG00000034482	Ly6g5c	0.0931	0.4168	ortholog_one2one
ENSMUSG00000061952	Olfr1377	0.0153	0.1996	ortholog_one2one
ENSMUSG00000081312	Gm14520			
ENSMUSG00000087268	Gm14486			
ENSMUSG00000083551	Gm14516			
ENSMUSG00000040097	Flywch1	0.0675	0.3752	ortholog_one2one
ENSMUSG00000101500	Btbd35f12	0.1529	0.3254	ortholog_one2many
ENSMUSG00000099792	Gm29564			
ENSMUSG00000086405	9330198N18Rik			
ENSMUSG00000029810	Tmem176b	0.138	0.2427	ortholog_one2one
ENSMUSG00000085194	Platr32			
ENSMUSG00000021281	Tnfaip2	0.0467	0.2948	ortholog_one2one
ENSMUSG00000090216	Gm16549			
ENSMUSG00000087224	Gm2182			
ENSMUSG00000112831	Gm35533			
ENSMUSG00000109414	4930505K13Rik			
ENSMUSG00000096269	Rpl31-ps21			
ENSMUSG00000112633	Gm47627			
ENSMUSG00000033487	Fndc3a	0.0166	0.136	ortholog_one2one
ENSMUSG00000097700	Gm26738			
ENSMUSG00000112245	Gm8689			
ENSMUSG00000078794	Dact3	0.0031	0.1778	ortholog_one2one
ENSMUSG00000106116	Gm18830			
ENSMUSG00000081077	Gm13899			
ENSMUSG00000112069	Gm9476			
ENSMUSG00000106104	Gm42660			
ENSMUSG00000098106	Gm5350			
ENSMUSG00000083113	Rpl10-ps4			
ENSMUSG00000051351	Zfp46			
ENSMUSG00000106822	Gm43533			
ENSMUSG00000024936	Kcnk7	0.0631	0.1378	ortholog_one2one
ENSMUSG00000083877	Gm14740			
ENSMUSG00000028270	Gbp2	0.0544	0.2022	ortholog_one2one
ENSMUSG00000106801	Gm42852			
ENSMUSG00000082913	Gm14739			
ENSMUSG00000062061	Obp2a	0.1909	0.235	ortholog_one2one
ENSMUSG00000086409	Gm13898			
ENSMUSG00000095048	Gm11239	0.3953	0.5841	ortholog_one2many
ENSMUSG00000071645	Tut1	0.0373	0.1387	ortholog_one2one
ENSMUSG00000083587	Gm14741			
ENSMUSG00000102863	Gm37639			
ENSMUSG00000112753	4930423D24Rik			
ENSMUSG00000026946	Nmi	0.0668	0.2178	ortholog_one2one
ENSMUSG00000091831	Gm4707			
ENSMUSG00000114725	Gm2854			
ENSMUSG00000110374	Gm31172			
ENSMUSG00000085399	Foxd2os			
ENSMUSG00000070284	Gmppb	0.0013	0.1486	ortholog_one2one
ENSMUSG00000079334	Naa80	0.0378	0.1197	ortholog_one2one
ENSMUSG00000069305	Hist1h4n	0	0	ortholog_one2many
ENSMUSG00000036764	Dnajc12	0.0482	0.2035	ortholog_one2one
ENSMUSG00000103558	Gm38220			
ENSMUSG00000053977	Cd8a	0.2234	0.3252	ortholog_one2one
ENSMUSG00000038025	Phf2	0.0154	0.2165	ortholog_one2one
ENSMUSG00000023257	Cypt1			
ENSMUSG00000114605	C130051F05Rik			
ENSMUSG00000097691	9030616G12Rik			
ENSMUSG00000114622	Gm18990			
ENSMUSG00000087649	Gm21979			
ENSMUSG00000115692	Gm49163			
ENSMUSG00000039110	Mycbpap	0.086	0.2228	ortholog_one2one
ENSMUSG00000114812	Gm48254			
ENSMUSG00000057997	Olfr541	0.0321	0.2199	ortholog_one2one
ENSMUSG00000047730	Fcgbp			ortholog_one2one
ENSMUSG00000085552	Gm21990			
ENSMUSG00000114401	Gm38604			
ENSMUSG00000108671	2700080J24Rik			
ENSMUSG00000090188	Gm7418			
ENSMUSG00000039231	Suv39h1	0.0047	0.0743	ortholog_one2one
ENSMUSG00000069430	Olfr9	0.0435	0.2372	ortholog_one2many
ENSMUSG00000087612	A230005M16Rik			
ENSMUSG00000109831	Gm36431			
ENSMUSG00000079649	Gm2892			
ENSMUSG00000044518	Foxe3	0.0321	0.3837	ortholog_one2one
ENSMUSG00000091552	Gm8711			
ENSMUSG00000075416	Gm14488			
ENSMUSG00000086873	Gm15672			
ENSMUSG00000091101	Gm4302	0.2247	0.5021	ortholog_one2many
ENSMUSG00000109114	Gm44753			
ENSMUSG00000021348	Prl7d1	0.1016	0.1709	ortholog_one2one
ENSMUSG00000049086	Bmyc	0.0172	0.145	ortholog_one2one
ENSMUSG00000043529	Olfr266	0.0203	0.128	ortholog_one2one
ENSMUSG00000063374	Olfr763	0.0392	0.2286	ortholog_one2many
ENSMUSG00000094777	Hist1h2ap			
ENSMUSG00000025855	Prkar1b	0.1268	0.4063	ortholog_one2one
ENSMUSG00000112122	Gm47628			
ENSMUSG00000081330	Gm13013			
ENSMUSG00000099497	Gm29147			
ENSMUSG00000051367	Six1	0	0	ortholog_one2one
ENSMUSG00000112931	Gm4303	0.2247	0.5021	ortholog_one2many
ENSMUSG00000107648	Olfr764-ps1	0.0284	0.1515	ortholog_one2many
ENSMUSG00000046138	9930021J03Rik	0.0474	0.1667	ortholog_one2one
ENSMUSG00000109898	6330420H09Rik			
ENSMUSG00000112522	Gm47632			
ENSMUSG00000110078	Gm45241			
ENSMUSG00000114343	Gm48322			
ENSMUSG00000079297	Gm2223			
ENSMUSG00000112856	Gm4305	0.2247	0.5021	ortholog_one2many
ENSMUSG00000056853	Olfr765	0.0365	0.1292	ortholog_one2many
ENSMUSG00000087007	Gm2231			
ENSMUSG00000114406	Gm48323			
ENSMUSG00000028653	Trit1	0.0381	0.112	ortholog_one2one
ENSMUSG00000112737	Gm4898			
ENSMUSG00000105102	Gm35507			
ENSMUSG00000036091	Hyal3	0.0682	0.1802	ortholog_one2one
ENSMUSG00000097483	Gm26806			
ENSMUSG00000090468	Gm2840			
ENSMUSG00000000876	Pxmp4	0.017	0.1876	ortholog_one2one
ENSMUSG00000029352	Crybb3	0.0059	0.1939	ortholog_one2one
ENSMUSG00000112480	Gm4310			
ENSMUSG00000114684	Vmn2r-ps105			
ENSMUSG00000102838	Gm37014			
ENSMUSG00000086889	Phf2os1			
ENSMUSG00000105170	Gm19166			
ENSMUSG00000112485	Gm47631			
ENSMUSG00000071553	Cpa2	0.0322	0.1931	ortholog_one2one
ENSMUSG00000075467	Dnlz	0.059	0.1591	ortholog_one2one
ENSMUSG00000105317	Gbp2-ps			
ENSMUSG00000032553	Srprb	0.0174	0.2569	ortholog_one2one
ENSMUSG00000096640	Gm4312	0.2291	0.5127	ortholog_one2many
ENSMUSG00000110526	Olfr151			ortholog_many2many
ENSMUSG00000110526	Olfr151			ortholog_many2many
ENSMUSG00000110199	Olfr542-ps1			
ENSMUSG00000047021	Cfap65	0.0934	0.3297	ortholog_one2one
ENSMUSG00000005069	Pex5	0.0107	0.1905	ortholog_one2many
ENSMUSG00000005069	Pex5	0.0107	0.1909	ortholog_one2many
ENSMUSG00000026407	Cacna1s	0.0189	0.2186	ortholog_one2one
ENSMUSG00000094314	Gm4301	0.2291	0.5127	ortholog_one2many
ENSMUSG00000094443	Sgo2b	0.1432	0.1861	ortholog_one2many
ENSMUSG00000107158	Gm42728			
ENSMUSG00000108153	Gm44402			
ENSMUSG00000112777	Gm8723			
ENSMUSG00000113657	Gm17821			
ENSMUSG00000020422	Tns3	0.0252	0.19	ortholog_one2one
ENSMUSG00000108567	Gm44513			
ENSMUSG00000073574	Grxcr2	0.0241	0.2049	ortholog_one2one
ENSMUSG00000112178	Gm47630			
ENSMUSG00000114949	Gm47530			
ENSMUSG00000029202	Pds5a	0.0034	0.1819	ortholog_one2one
ENSMUSG00000095673	Gm4308			
ENSMUSG00000114128	Gm47452			
ENSMUSG00000114842	Gm47797			
ENSMUSG00000071519	Prss3	0.0212	0.259	ortholog_many2many
ENSMUSG00000071519	Prss3	0.0196	0.2287	ortholog_many2many
ENSMUSG00000071519	Prss3	0.0338	0.2632	ortholog_many2many
ENSMUSG00000071519	Prss3	0.0254	0.2444	ortholog_many2many
ENSMUSG00000025726	Slc28a1	0.0352	0.2085	ortholog_one2one
ENSMUSG00000107619	Gm32479			
ENSMUSG00000114419	5430414B19Rik			
ENSMUSG00000050179	A930002I21Rik			
ENSMUSG00000113182	Gm20102			
ENSMUSG00000113526	Gm47453			
ENSMUSG00000036615	Rfxap	0.0892	0.5315	ortholog_one2many
ENSMUSG00000036615	Rfxap	0.0892	0.5315	ortholog_one2many
ENSMUSG00000112408	Gm8701			
ENSMUSG00000114907	Gm47794			
ENSMUSG00000113674	Hspe1-ps1			
ENSMUSG00000109818	Gm35713			
ENSMUSG00000096744	Gm4307	0.2247	0.5021	ortholog_one2many
ENSMUSG00000101551	Gm8870			
ENSMUSG00000114049	Gm48140			
ENSMUSG00000113655	Gm47454			
ENSMUSG00000021786	Oxsm	0.0328	0.1674	ortholog_one2one
ENSMUSG00000047959	Kcna3	0.0017	0.215	ortholog_one2one
ENSMUSG00000107748	Olfr766-ps1	0.0267	0.1577	ortholog_one2many
ENSMUSG00000053985	Zfp14	0.0276	0.3565	ortholog_one2many
ENSMUSG00000053985	Zfp14	0.0247	0.3518	ortholog_one2many
ENSMUSG00000113867	Gm47456			
ENSMUSG00000098108	Gm27008			
ENSMUSG00000004897	Hdgf	0.0175	0.148	ortholog_one2one
ENSMUSG00000113161	Gm47457			
ENSMUSG00000059762	Olfr767	0.0311	0.1403	ortholog_one2many
ENSMUSG00000103816	Gm38006			
ENSMUSG00000025479	Cyp2e1	0.0376	0.1643	ortholog_one2one
ENSMUSG00000113561	Gm19176			
ENSMUSG00000043807	Ly6g5b	0.1117	0.1951	ortholog_one2one
ENSMUSG00000106109	Gm42704			
ENSMUSG00000032369	Plscr1	0.0612	0.3447	ortholog_one2one
ENSMUSG00000038402	Foxf2			
ENSMUSG00000113433	Gm47489			
ENSMUSG00000041671	Pyroxd1	0.0402	0.2625	ortholog_one2one
ENSMUSG00000105279	Gm6260			
ENSMUSG00000113166	Gm19047			
ENSMUSG00000032936	Camkv	0.0123	0.1861	ortholog_one2one
ENSMUSG00000038607	Gng10	0	0	ortholog_one2one
ENSMUSG00000021457	Syk	0.0105	0.2119	ortholog_one2one
ENSMUSG00000050198	Olfr768	0.0194	0.1136	ortholog_one2one
ENSMUSG00000113503	Gm47490			
ENSMUSG00000056145	AI504432			
ENSMUSG00000112933	Gm47491			
ENSMUSG00000095341	Gm428	0.3953	0.5841	ortholog_one2many
ENSMUSG00000082802	Gm15465			
ENSMUSG00000106524	Gm42706			
ENSMUSG00000058119	Gm5771	0.0251	0.2754	ortholog_many2many
ENSMUSG00000058119	Gm5771	0.0214	0.2555	ortholog_many2many
ENSMUSG00000058119	Gm5771	0.0336	0.2892	ortholog_many2many
ENSMUSG00000058119	Gm5771	0.0233	0.2475	ortholog_many2many
ENSMUSG00000118562	AC159140.1			
ENSMUSG00000105324	Gm42705			
ENSMUSG00000010529	Gm266	0.0137	0.6375	ortholog_one2one
ENSMUSG00000112453	Gm4781			
ENSMUSG00000102196	Gm38171			
ENSMUSG00000110305	Gm45513			
ENSMUSG00000113098	Gm2912			
ENSMUSG00000112580	Gm47673			
ENSMUSG00000113029	Gm40578			
ENSMUSG00000113320	Gm47515			
ENSMUSG00000078616	Trim30c	0.172	0.2283	ortholog_one2many
ENSMUSG00000036463	4930544G11Rik	0.0216	0.2207	ortholog_one2one
ENSMUSG00000113716	Gm47518			
ENSMUSG00000081127	Gm12677			
ENSMUSG00000084805	Gm12273			
ENSMUSG00000110114	Gm45471			
ENSMUSG00000035683	Melk	0.0343	0.2897	ortholog_one2one
ENSMUSG00000020570	Sypl	0.0483	0.1436	ortholog_one2one
ENSMUSG00000107649	Gm44404			
ENSMUSG00000064016	Gm648			
ENSMUSG00000059842	Zfp341	0.0277	0.2643	ortholog_one2one
ENSMUSG00000114253	Gm47798			
ENSMUSG00000113600	Gm7868			
ENSMUSG00000108164	Gm43899			
ENSMUSG00000087193	Gm14820			
ENSMUSG00000092345	Gm20503			
ENSMUSG00000029338	Antxr2	0.0656	0.3185	ortholog_one2one
ENSMUSG00000026471	Mr1	0.0581	0.2071	ortholog_one2one
ENSMUSG00000113158	Gm31447			
ENSMUSG00000021785	Ngly1	0.0308	0.1991	ortholog_one2one
ENSMUSG00000083191	Gm15571			
ENSMUSG00000118251	Gm50373			
ENSMUSG00000070972	Dnajc25	0.0074	0.2667	ortholog_one2one
ENSMUSG00000074909	Ranbp6	0.0077	0.1433	ortholog_one2one
