Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
Peroxiredoxin-6,Prdx6,0.34118614,0.627067793,24,19.92736831,0.067812181,0.15763919,0.798488541,28,19,0.096657377,0.383433845,1,28,21.69698653,0.300263105,0.256007316,0.913207361,26.66666667,20.31468504,0.256984046,0.090217146,0.090217146,0,0.295972176,0.189705333,0.250702683,0.31976609,0.341950883,0.172929473,0.23446467,0.076982865,0.34021136,0.352883736,0.455668772
E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (Ran-binding protein 2) (RanBP2),Ranbp2,0.052505559,0.278392782,25.42675159,19.67480375,0.797760918,0.057269646,0.629966104,28,21,0.429080777,0.19660698,1,28,18.796545,1.920754102,0.0213189,0.213851066,27.14225053,19.86843404,1.184792373,0.964770519,0.814295012,0,1.125951303,1.321263966,1.684584476,1.679269215,1.940929294,1.722567314,-0.775757816,0.370083182,0.748897726,1.843578646,2.019517501
V-type proton ATPase subunit E 1 (Fragment),Atp6v1e1,0.131308839,0.4137853,24,17.24479697,0.162936987,1,1,28,17,0.128882776,0.982574393,1,20,14.84853227,0.282029566,0.663745559,0.999999999,24,16.56600062,0.079245275,0.179873318,0.179873318,0,0.248831244,0.270447649,0.146877219,0.308489108,0.257390164,-0.059230007,-0.179864508,-0.266596283,0.387852906,-0.00301463,-0.160239562
Liprin-beta-2 (Coiled-coil-like protein 1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding... <Preview truncated at 128 characters>,Ppfibp2,0.092874486,0.344688127,23.76190476,12.40446625,0.239565274,1,1,28,15,0.325255983,0.757282516,1,25.80392157,14.87565918,0.924308921,0.504829037,0.999999999,25.85527544,14.08340902,0.669230079,0.221675741,0.221675741,0,0.546177865,0.955844895,0.747435434,0.753185432,0.052333264,0.830966627,0.810123332,0.82160039,0.835692339,1.030642295,0.829336742
Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets homolog) (Fat fa... <Preview truncated at 128 characters>,Usp9x,0.809184421,0.905797548,24,17.65709234,0.05906202,0.805264174,1,28,21,0.200995586,0.842024663,1,28,21.50003158,0.806663401,0.97685909,0.999999999,26.66666667,20.03168333,0.65437285,0.108760698,0.108760698,0,0.598080789,0.492039179,0.774215775,0.686175979,0.9965602,0.628979301,0.720842944,0.752008533,0.5597898,0.777327142,0.811597936
Proliferation-associated 2G4 (Proliferation-associated protein 2G4),Pa2g4 Ebp1 Plfap,0.562118013,0.779503016,24,9.857893839,0.253410966,1,1,20,11,0.378844116,0.907946441,1,20.37151703,10.29013623,1.538595054,0.969105386,0.999999999,21.45717234,10.49618744,1.043051996,0.366957009,0.35181085,0,1.179458795,0.90579138,1.381337246,0.995084662,1.238735898,1.803192431,0.923994267,1.91010656,0.845570759,0.325020634,0.806457116
5-3 exoribonuclease 2 (EC 3.1.13.-) (Protein Dhm1),Xrn2 Dhm1,0.775956687,0.885948998,21.01052632,6.859487932,0.061251571,1,1,24,21,0.099540121,0.993906208,1,28,15.5716349,0.522205526,0.997592505,0.999999999,24.33684211,13.07707941,0.465752762,0.014572149,0.014572149,0,0.719435845,0.383398111,0.462940069,0.435113701,0.721758299,0.368168365,0.582553492,0.273853987,0.470086692,0.550336951,0.618829206
14-3-3 protein epsilon,Ywhae,0.087403418,0.33463023,24,18.449563,0.42990527,0.247873828,0.966576777,20,19,0.567733288,0.444304984,1,20,19.00243322,0.916501353,0.158089804,0.685365798,21.33333333,19.0479543,0.171799413,0.503128255,0.503128255,0,-0.240159113,-0.411406476,0.937628906,1.143732114,0.643456875,-0.254730667,-0.100550509,0.243842449,0.07873544,-0.127349862,0.032348259
Plasma protease C1 inhibitor,Serping1,0.00229524,0.135327355,21.34759358,9.229790469,0.240464696,0.377646329,1,24,9,0.185434082,0.314477,1,21.02236422,10.46330606,0.38211964,0.011691063,0.153562822,22.12331927,9.622715415,0.157405641,0.252031799,0.252031799,0,0.321930395,0.175461378,-0.013242643,-0.122278541,-0.213189092,0.337989007,0.439825156,0.367256237,0.082921589,0.164550491,0.267108103
Numb-like protein,Numbl Nbl,0.055610423,0.286607562,24,19.78240242,0.221640702,0.558904371,1,28,19,0.279174533,0.148649861,1,28,18.42330916,0.474089441,0.096261878,0.499612706,26.66666667,19.15567414,0.210878978,0.292985846,0.292985846,0,0.196703969,0.148826456,0.527088356,0.493933698,0.412623253,-0.030633995,0.088119257,-0.168543158,-0.028589382,0.408846153,0.409133145
"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: ... <Preview truncated at 128 characters>",Mylk,0.69971273,0.854561796,24,2.905266367,0.059001395,0.805264174,1,20,7,0.20620464,0.607541351,1,20,3.000059446,0.074125693,0.905988755,0.999999999,21.33333333,4.300461204,-0.177862868,0.110275328,0.110275328,0,0.046286387,0.147124216,-0.216418661,-0.350211732,-0.192228732,-0.11494071,-0.20571855,-0.486862034,-0.354674172,-0.024101591,-0.244693188
"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (EC 1.3.8.9) (MVLCAD) (VLCAD)",Acadvl,0.193047779,0.494526843,21.57837838,8.702992289,0.112743429,0.805264174,1,24,9,0.069281383,0.709835493,1,21.43322476,9.533360824,0.035809645,0.621608004,0.999999999,22.33720104,9.106186983,-0.011480349,0.113443635,0.113443635,0,0.175517983,0.027311423,-0.060632163,-0.045134272,-0.087863026,-0.197612378,0.251394159,0.049607558,-0.295861002,-0.003089754,0.02564919
Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS),Vars,0.453274936,0.704660237,24,3.027900304,0.060358527,1,1,28,23,0.112695159,0.521225433,1,28,26.28394056,0.160933072,0.823055102,0.999999999,26.66666667,25.53315037,0.021834155,0.095375977,0.095375977,0,0.002618134,0.05730695,-0.111775995,0.163761785,0.160348386,0.113338579,0.123355295,0.04050792,-0.164967053,-0.152994301,-0.092000867
Cold shock domain-containing protein E1,Csde1,0.035999561,0.24912372,23.48235294,13.47431209,0.284088813,0.377646329,1,28,15,0.398417777,0.565905801,1,24.64419476,14.26847561,1.167443205,0.136276068,0.619971988,25.3755159,14.28298724,0.875799055,0.276752228,0.276752228,0,0.583151181,1.207254345,0.785471198,1.161483395,0.578652343,0.759850919,1.144460062,1.080783784,1.184800318,1.251558055,0.943952258
Acyl-CoA-binding protein,Dbi,0.958645178,0.981854253,24,14.17563193,0.026120801,1,1,28,19,0.222695446,0.999999144,1,20,19.41614729,0.448061144,0.999987835,0.999999999,24,17.31811412,0.355396966,0.020597436,0.020597436,0,0.633803202,0.146102261,0.340816197,0.645013817,0.453473192,0.161306196,0.499766246,0.408990509,0.345073672,0.176681206,0.45373709
"Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) ... <Preview truncated at 128 characters>",Eci1 Dci,0.424447163,0.681519736,24,23.25828068,0.108066496,0.558904371,1,20,9,0.127932771,0.624197531,1,28,25.55435223,0.413372746,0.701011028,0.999999999,24,22.35569011,0.301289242,0.112774771,0.112774771,0,0.290679842,0.387079314,0.34267051,0.251402491,0.48871379,0.432326751,0.272498787,0.090135903,-0.033979852,0.556867149,0.537076218
Decorin (Bone proteoglycan II) (PG-S2) (PG40),Dcn,0.203150812,0.503267726,24,16.39123931,0.1409993,0.096845539,0.706684773,28,15,0.163792239,0.256644956,1,28,14.35246872,0.241921842,0.102362658,0.516569727,26.66666667,15.33496016,0.212181466,0.203959299,0.203959299,0,0.052317168,0.284880491,0.367046478,0.142225429,0.008785639,0.00688169,0.131455155,0.011894735,0.564771226,0.550920227,0.596420679
Desmin,Des,0.041701437,0.258718797,20.06030151,18.32220495,0.560883769,0.096845539,0.706684773,20,19,0.493832653,0.651088547,1,20,3.000059446,-0.563705941,0.064655127,0.393808502,20.0201005,19.9962902,-1.239602085,0.489605518,0.394969906,0,-1.910375571,-0.698384836,-1.261270078,-0.666235063,-1.479514533,-1.805293921,-1.859502666,-0.82655944,-0.839831219,-1.503632245,-2.02429895
NADH-cytochrome b5 reductase (EC 1.6.2.2),Cyb5r3,0.804567495,0.903223524,24,18.21205677,0.02427096,1,1,28,19,0.072451983,0.990623043,1,26.42570281,23.08151293,0.258132956,0.9983567,0.999999999,26.14190094,20.11615824,0.197992512,0.028824444,0.028824444,0,0.232960868,0.140446046,0.163405435,0.245942161,0.325338953,0.146513123,0.26966609,0.110219423,0.29936284,0.223048957,0.207139801
Dystrophin,Dmd,0.288893758,0.576214004,24,11.79552069,0.704511924,1,1,28,13,0.632946834,0.864752534,1,23.58422939,10.23390586,0.260632745,0.836628592,0.999999999,25.19474313,11.67115531,-0.717628854,0.623384047,0.623384047,0,0.489093121,-0.248228697,0.237506458,0.432020368,-1.021952411,-0.886568676,-1.610940633,1.300124446,-0.938306111,-3.60734989,-2.380719409
Elongation factor 2 (EF-2),Eef2,0.711837898,0.854987386,20.26395939,4.350844895,0.10314117,1,1,20,1,0.077385854,0.999719264,1,20,14.87487419,-0.085203808,0.994904908,0.999999999,20.08798646,0.789555649,-0.102966484,0.046092902,0.046092902,0,-0.133969437,0.375802289,-0.690190315,-0.049486919,-0.02513502,-0.076465887,0.032974237,-0.478158664,0.189111422,0.000228434,-0.359755399
Epidermal growth factor receptor (EC 2.7.10.1),Egfr,0.30406262,0.59284167,24.95,14.95801018,0.136370519,0.805264174,1,28,17,0.045269996,0.758852936,1,26.21513944,20.78480177,1.179433727,0.761689801,0.999999999,26.38837981,17.48918704,0.757129576,0.131135959,0.131135959,0,0.684570574,0.394711965,0.997503021,0.752709311,0.627932691,0.724185723,0.733657657,1.031584722,0.841466704,1.184160465,1.146324045
Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (e... <Preview truncated at 128 characters>,Eif2s1 Eif2a,0.137191162,0.421653791,24,15.98437707,0.324088143,1,1,28,17,0.332969478,0.560553196,1,24.2804428,17.81541807,0.78051302,0.527197764,0.999999999,25.42681427,17.00758248,0.430494148,0.349589493,0.349589493,0,-0.030865362,0.339964853,1.416674245,0.465421901,0.472712636,0.179367132,0.359455223,0.266197804,0.923536667,0.173442523,0.700112121
Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Centrosomin) (Eukaryotic translation initiation factor 3 subunit 1... <Preview truncated at 128 characters>,Eif3a Csma Eif3 Eif3s10,0.851164721,0.932285959,22.68181818,11.30307606,0.081867848,1,1,20,19,0.166967589,0.999998832,1,20.49844237,11.01825664,-0.004193814,0.9993816,0.999999999,21.06008685,12.13999816,-0.076229103,0.084752625,0.084752625,0,-0.370073953,0.156892952,0.058530934,-0.648580366,0.309954354,-0.107297158,-0.417109661,0.330806692,0.117477296,-0.498106335,0.063692945
Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE),Eno1,0.039492502,0.256116383,21.69565217,1.000210666,0.339100168,0.247873828,0.966576777,24,23,0.318847186,0.295726942,1,23.25088339,22.62143298,-0.07043729,0.069262741,0.408373119,22.98217852,22.80323815,-0.179768609,0.348825164,0.348825164,0,-0.596045553,-0.194731355,-0.527663872,-0.077937573,0.054911528,-0.244296477,-0.451074226,-0.813480915,0.208274469,0.093278067,0.543579328
Gamma-enolase,Eno2,0.27817069,0.570841265,24,7.325988981,0.345836168,0.377646329,1,24,9,0.385805035,0.624080438,1,25.01901141,5.904179847,0.282969295,0.487570613,0.999999999,24.33967047,7.433505482,-0.134081661,0.410384001,0.410384001,0,0.785451368,-0.657433046,-0.018876998,0.106333169,-0.511287708,0.132472428,0.168849908,0.5153507,-0.409733648,-1.311124539,-0.3961151
Epoxide hydrolase (EC 3.3.2.9),Ephx1,0.521526315,0.749980282,23.76190476,1.207074459,0.100122886,0.377646329,1,20,7,0.12764411,0.636562606,1,20,6.999941209,0.219589969,0.655989426,0.999999999,21.25396825,5.707538696,-0.080058238,0.146920252,0.146920252,0,-0.113973928,0.022864065,-0.142666305,-0.309906248,-0.216540197,0.135265859,-0.070169939,-0.44743959,-0.087149981,0.339491558,0.0895005
S-formylglutathione hydrolase,Esd,0.648080234,0.825644136,22.42696629,11.28486151,0.048468183,1,1,20,11,0.084192794,0.996195758,1,20,10.51595228,0.358734051,0.989907108,0.999999999,20.80898876,10.95228798,0.329213558,0.064337465,0.064337465,0,0.434753467,0.26448077,0.473482213,0.221923852,0.418242338,0.322261102,0.353759971,0.385165463,0.266098872,0.383129738,0.385065831
"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-deriv... <Preview truncated at 128 characters>",Fabp3 Fabph1,0.138517433,0.421653791,24,7.381517065,0.992851604,0.15763919,0.798488541,28,7,1.563185333,0.290542708,1,26.21513944,4.933272315,-2.790952862,0.119671596,0.559987086,26.07171315,6.48186774,-3.318727826,1.266311908,0.38156546,0,-1.127175305,-3.071621637,-2.663777684,-4.818096219,-4.12621107,-3.285385153,-3.707242636,-1.609855172,-4.223167167,-6.026397994,-4.842732404
Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),Fah,0.3806578,0.658555864,24,8.127166408,0.16691728,0.558904371,1,24,9,0.236380549,0.736879428,1,26.21513944,7.635781932,-0.133402059,0.716400841,0.999999999,24.73837981,8.287640942,-0.203681786,0.197620895,0.197620895,0,0.185020368,0.045880901,-0.67591866,0.030477822,-0.465931206,-0.485361651,0.216110545,-0.27788483,-0.08777159,-0.513928583,-0.380724809
Fatty acid synthase,Fasn,0.125130641,0.407539526,24,6.95781803,0.238721692,0.096845539,0.706684773,28,7,0.096439445,0.330562125,1,25.60311284,3.880970353,0.380136487,0.087148293,0.469648741,25.86770428,5.978808659,0.066699023,0.278893828,0.278893828,0,0.519417374,0.137712896,-0.155967254,-0.175248145,0.399017786,0.333869249,0.241176926,0.419584456,-0.135632368,-0.310515499,-0.448925168
Fibulin-1 (FIBL-1) (Basement-membrane protein 90) (BM-90),Fbln1,0.350553361,0.636521057,21.34759358,13.59526339,0.275117583,0.805264174,1,28,15,0.222796646,0.962351357,1,24.83018868,15.60094565,1.457203866,0.856374263,0.999999999,24.72592742,14.85384934,1.044066599,0.25225394,0.241607136,0,1.030365515,0.282711211,1.921791694,0.845809667,0.41219452,1.23166756,1.326572093,1.291447843,1.373518848,1.564970122,1.328139996
Fibulin-2 (FIBL-2),Fbln2,0.44807224,0.70379726,24,16.59074474,0.114515615,1,1,28,21,0.274932324,0.868644216,1,23.75451264,20.21550531,0.576440933,0.92977094,0.999999999,25.25150421,19.2788186,0.450757747,0.097571526,0.097571526,0,0.444101638,0.068953444,0.759329846,0.523142523,0.531351279,0.468863025,0.55317272,0.298792926,0.771090519,0.551050806,0.430057106
Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide],Fbn2 Fbn-2,0.477118428,0.727272557,24,23.89344923,0.068174178,1,1,28,23,0.150295757,0.846442698,1,20,3.464760024,0.241503225,0.936034779,0.999999999,24,23.91357878,0.215976521,0.069086203,0.069086203,0,0.398338608,0.011755366,0.003149748,0.236445905,0.265972498,0.200410056,0.174278056,0.127182224,0.306141014,0.433555598,0.434489179
Ferrochelatase (EC 4.99.1.1),Fech,0.23663458,0.539102582,21.23404255,7.487840921,0.098807543,0.247873828,0.966576777,20,11,0.097950395,0.888982309,1,20,8.394941922,0.128706563,0.43363111,0.999999999,20.41134752,8.966998644,0.088689539,0.112349173,0.112349173,0,-0.040017501,0.172981413,0.046624214,-0.06557734,0.004674767,0.098354792,0.265001881,0.052756779,-0.114794606,0.381209992,0.30149855
Fibrinogen gamma chain,Fgg,0.708023673,0.85486693,27.34246575,23.88708184,0.180467538,1,1,20,11,0.379673049,0.999675763,1,28,26.50843874,0.648194603,0.994678928,0.999999999,25.11415525,20.73374574,0.43534922,0.096192106,0.096192106,0,0.842528586,-0.394775972,1.102307957,0.045899069,0.768818458,0.582837844,0.708523793,0.334499498,-0.156476219,0.823806312,0.539605484
Fumarate hydratase 1,Fh Fh1,0.043482909,0.260543934,22.81142857,13.47125924,0.075618248,0.805264174,1,24,15,0.07131542,0.669586775,1,23.25088339,13.85042316,0.333733153,0.276561697,0.937130898,23.35410399,14.09963888,0.242814364,0.074584603,0.074584603,0,0.202788311,0.267126769,0.169522212,0.308594351,0.216153752,0.217024421,0.297851921,0.348366698,0.36452036,0.308626216,0.188582051
Connective tissue growth factor,Ctgf,0.001584538,0.118160561,24.04819277,18.73902646,1.628738001,0.01754066,0.538644421,24,21,1.743982896,0.055098881,1,23.75451264,18.916867,2.119940857,0.000159307,0.018607895,23.93423514,19.54363731,0.553756781,1.914841746,1.914841746,0,-1.289430655,-0.361413904,2.392546482,2.12740549,1.316941036,-0.049455056,-1.613557866,-0.906809446,2.049263789,1.816748128,1.17194168
Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (... <Preview truncated at 128 characters>,Fkbp1a,0.436054147,0.694129908,26.43708609,23.21394124,0.108389304,1,1,24,3,0.141321703,0.863777324,1,20,2.982488097,0.397703241,0.923982727,0.999999999,23.4790287,1.440334891,0.276320775,0.092638142,0.092638142,0,0.580928048,0.148481311,0.358867554,0.296252727,0.461553896,0.313834708,0.372876896,0.060174423,0.020600809,0.262321148,0.465192634
Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK... <Preview truncated at 128 characters>,Fkbp2 Fkbp13,0.529476008,0.756247709,24,3.373332855,0.177127026,0.247873828,0.966576777,20,11,0.289992486,0.511340825,1,20,7.003664219,0.476551914,0.493276269,0.999999999,21.33333333,7.432952483,0.210710996,0.298135399,0.298135399,0,0.100148694,0.410111307,0.394174281,-0.101298828,0.246959675,0.538646962,0.558675557,0.1378448,-0.664928034,0.587766514,0.489410322
"Filamin, alpha (Filamin-A)",Flna,0.621463867,0.811595569,24,9.536596927,0.096426325,1,1,20,19,0.096077891,0.999232234,1,28,6.348865381,0.286099983,0.987335215,0.999999999,24,5.12865475,0.106844561,0.044904593,0.044904593,0,0.188184116,-0.154753296,0.062207043,-0.092976648,0.338900176,-0.00250494,0.03636808,0.718028555,0.133369716,0.044604315,0.01070761
Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin),Flnc Abpl Fln2,0.105025662,0.372134198,20.36734694,18.11535294,0.420106691,0.377646329,1,20,19,0.426522778,0.795793347,1,20,3.000059446,-0.37838866,0.329106751,0.999999999,20.12244898,19.92811794,-1.097831786,0.370247915,0.337253775,0,-1.350083302,-0.713873313,-1.129746451,-0.746889005,-1.456715814,-1.959170301,-1.515718273,-0.659487523,-0.84899566,-1.170495372,-1.630443185
Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Gapdh,0.197845279,0.498502463,27.15646259,12.4166442,0.121381088,1,1,20,15,0.202926623,0.836784203,1,26.85714286,20.14279835,0.396313204,0.731033696,0.999999999,24.67120181,16.51135298,0.202180173,0.080392717,0.080392717,0,-0.036979467,0.444735984,0.029838341,0.266574767,-0.020406816,0.066883077,0.316033453,0.173331888,0.405591201,0.443157392,0.35303064
Trifunctional purine biosynthetic protein adenosine-3,Gart,0.279045,0.570841265,24,15.65157166,0.657176473,1,1,20,19,0.273558726,0.969955895,1,23.25088339,15.68282435,0.777558215,0.85552358,0.999999999,22.41696113,16.6667357,0.150061435,0.680097887,0.680097887,0,-0.010038573,-0.166037186,2.958776033,-0.825927124,0.376831888,-0.050071127,-0.432710903,-0.438481475,0.582418991,0.315181054,-0.889463144
Growth arrest-specific protein 1,Gas1,0.015376825,0.19056701,26.26315789,14.5192418,0.384199921,0.01754066,0.538644421,28,17,0.511865241,0.293906907,1,25.80392157,15.74795092,1.108493166,0.0043619,0.099361079,26.68902649,15.75122829,0.958843167,0.396815759,0.396815759,0,0.311163231,1.107107494,1.30505588,1.161944332,0.455278225,0.892978483,0.953286454,1.147844905,1.24040872,1.865199244,1.360856072
Growth arrest-specific protein 2,Gas2,0.641290806,0.823399519,20.26395939,9.626380536,0.11602739,1,1,20,9,0.27370951,0.999211623,1,20,6.997451841,0.497845124,0.989436826,0.999999999,20.08798646,8.549872394,0.274884428,0.108493078,0.108493078,0,0.2449538,0.675040192,-0.147736092,0.514537473,0.275328101,0.446848676,0.707786547,0.01560509,0.287956491,0.29324494,0.058142594
Vitamin D-binding protein (DBP) (VDB) (Gc-globulin) (Group-specific component),Gc,0.195192213,0.49509706,21.01052632,8.760824514,0.172266432,1,1,28,21,0.217288017,0.985924207,1,20,11.22949282,0.716365555,0.770896975,0.999999999,23.00350877,13.16927365,0.601699292,0.015744739,0.015744739,0,0.575680791,0.362050332,0.737076137,0.401265077,0.323222621,0.892679379,0.67077155,0.677173609,0.507223026,0.865928626,1.215434961
Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Gfpt1,0.993785756,0.998487035,24,4.721569549,0.007630722,1,1,20,1,0.043083299,0.999938059,1,28,26.52424208,0.144911753,0.999999959,0.999999999,24,1.509777588,0.021198274,0.005103585,0.005103585,0,-0.012493932,0.158509176,-0.084111352,0.028324033,0.309108379,-0.060928986,0.253924293,-0.135865869,0.033929491,0.0100042,-0.246020145
Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),Gja1,0.100880816,0.364456675,20.26395939,8.3344053,0.204689027,1,1,20,9,0.294270106,0.569663974,1,20,7.222171593,0.256171882,0.456089731,0.999999999,20.08798646,8.186205873,0.113775487,0.207134501,0.207134501,0,0.309737357,0.287701748,-0.00316839,0.107972984,-0.197046417,0.484625802,0.381680737,-0.131321898,-0.145731524,0.383177239,0.060600156
Glutamine synthetase (Fragment),Glul,0.026342784,0.229758953,25.92207792,22.36646039,0.352667589,0.096845539,0.706684773,28,23,0.183525632,0.234662727,1,26.00790514,22.52285709,0.499420848,0.021525062,0.214377985,26.64332769,22.65019311,0.236931712,0.375117652,0.375117652,0,0.298041244,-0.471522467,0.381433929,0.54644991,0.439649669,0.263256361,0.147751822,-0.312981908,0.068457443,0.23682337,0.835985966
Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-l... <Preview truncated at 128 characters>,Glo1,0.010235546,0.183990187,24,6.310106174,0.473615831,0.01754066,0.538644421,28,5,0.578185697,0.091236396,1,24.46096654,6.285698163,-0.032109856,0.001191402,0.050736413,25.48698885,5.94064985,-0.492669643,0.540032591,0.540032591,0,-0.008819872,-0.298436343,-0.600629682,-1.283605201,-0.834741619,0.208804679,0.032224944,-0.424694527,-0.924320759,-0.739470688,-1.032712072
"Glutaminase kidney isoform, mitochondrial",Gls,0.140744216,0.424247392,24,12.33199733,0.089808322,0.805264174,1,28,13,0.058030178,0.770733683,1,24.1025641,10.78784825,0.363076068,0.559862504,0.999999999,25.36752137,12.05351717,0.296010808,0.089504869,0.089504869,0,0.391554776,0.384649373,0.323446839,0.256065086,0.351855448,0.26639379,0.380230923,0.315071938,0.392843668,0.367406529,0.185042874
"Glutamate dehydrogenase 1, mitochondrial (Fragment)",Glud1,0.043972811,0.262412645,25.58974359,18.23227354,0.166035824,0.377646329,1,28,17,0.184571058,0.185378262,1,25.60311284,19.04005177,0.423861096,0.072363985,0.417628956,26.39761881,18.17567314,0.291908509,0.195821737,0.195821737,0,0.216396297,0.157208138,0.442025083,0.348833543,0.518476366,0.134406419,0.173241615,0.008089745,0.545288372,0.520604858,0.450683881
Guanine nucleotide-binding protein subunit alpha-13,Gna13,0.295673338,0.582418579,24,16.23167446,0.107770999,1,1,28,21,0.204796536,0.716632651,1,24.2804428,19.20987277,0.582492684,0.795763725,0.999999999,25.42681427,18.80066715,0.451210946,0.095958178,0.095958178,0,0.474214166,0.255948268,0.556704642,0.575284109,0.642173839,0.371808754,0.305929414,0.645823341,0.569771575,0.494886417,0.51927094
Guanine nucleotide-binding protein G(i) subunit alpha-2,Gnai2,0.824209909,0.914134993,24,7.796003158,0.043130332,1,1,28,23,0.133297921,0.999575411,1,20,7.682785373,0.540574416,0.99895093,0.999999999,24,9.294516597,0.425977493,0.044992401,0.044992401,0,0.44352475,0.414837196,0.203561649,0.610520812,0.332686501,0.521624463,0.69975834,0.385714844,0.441290117,0.528939803,0.529271437
Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large... <Preview truncated at 128 characters>,Gnas,0.751879929,0.874249789,22.30167598,7.479606289,0.033868298,1,1,28,23,0.105815292,0.999923181,1,20,7.087288962,0.369789378,0.996871688,0.999999999,23.43389199,8.62141073,0.265811768,0.028657506,0.028657506,0,0.323511463,0.262549001,0.120735164,0.272991113,0.364310152,0.395063475,0.318948409,0.264284432,0.304900221,0.320133733,0.239638928
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment),Gnb1,0.601783046,0.80314202,23.34502924,7.814585428,0.061924465,1,1,20,11,0.109839607,0.998649554,1,20,11.12523203,0.375017923,0.984904425,0.999999999,21.11500975,10.26888711,0.287144285,0.077126894,0.077126894,0,0.481075397,0.087151654,0.249131678,0.381265917,0.122292778,0.414309801,0.384102161,0.376679767,0.24541146,0.274818262,0.395864847
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,Gnb2,0.656944549,0.832306368,24,20.17146544,0.072507616,1,1,28,19,0.172187884,0.856266936,1,28,22.42059367,0.403280452,0.979251721,0.999999999,26.66666667,20.6532959,0.350485866,0.099048255,0.099048255,0,0.45927855,0.152453405,0.336821053,0.539280881,0.384590585,0.162185046,0.54537755,0.073441337,0.395402076,0.527337401,0.563002825
"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate ox... <Preview truncated at 128 characters>",Got2 Got-2,0.023366287,0.219375208,21.69565217,1.765748883,0.107907775,0.558904371,1,20,5,0.140738718,0.572887893,1,20.49844237,1.490110345,-0.066717283,0.133751537,0.61037079,20.73136485,2.73476191,-0.14564341,0.108111543,0.108111543,0,-0.035106116,-0.149871511,-0.080579065,-0.199034604,0.069890561,-0.128563002,-0.342379033,-0.278533319,-0.251618435,-0.127165621,-0.082888016
Glucose phosphate isomerase 1,Gpi Gpi1,0.002390927,0.135547183,20.36734694,7.976939818,0.177081557,0.057269646,0.629966104,24,7,0.142206036,0.169551779,1,21.43322476,5.798076659,-0.049490889,0.001592688,0.053634541,21.9335239,6.959849939,-0.124707798,0.176332383,0.176332383,0,0.115415056,0.025208893,-0.181936403,-0.251244651,-0.205010557,0.032089988,-0.061571225,-0.152473043,-0.521925911,-0.105790128,-0.109412415
