"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q31QK9,Spermidine synthase,speE,Synpcc7942_0628,89,31.8,0.002796032,0.000202946,3.6847E+12,7.2707E+02,6,20,26.2,1.068808749,15,0.0098,1.036811964,15,0.0043,1.159311116,16,0.0019,0.957634977,15,0.0017,0.973867785,15,0.02,12,39,50.3,1.023292992,39,0.0019,1.01976476,39,0.001,1.073742146,39,0.0007,1.110708256,39,0.0007,1.189597383,39,0.0007,3,14,16.4,0.944060876,6,0.0106,0.876798907,6,0.0033,0.758228318,6,0.023,0.913692374,5,0.0066,0.945366046,6,0.0026,4,16,17.1,0.986506611,13,0.0017,1.075721875,13,0.0208,1.135795124,13,0.0018,1.087677138,13,0.018,1.313711495,13,0.018,FALSE,-,-,-,-,-
Q31KZ0,S-adenosylmethionine decarboxylase proenzyme 2,speH2,Synpcc7942_2249,11,15.5,0.000710981,5.16056E-05,1.9277E+12,3.8037E+02,2,2,17.7,0.388776495,1,0.2239,1.508342611,1,0.0998,1.099005839,1,0.1062,0.99655208,1,0.1176,0.802232034,1,0.1252,3,4,23.4,0.361409863,1,0.0172,0.644762841,1,0.1268,0.473260219,1,0.1156,1.396368361,1,0.0105,1.586718919,1,0.0253,2,2,17.7,1.145776736,2,0.0367,0.793596968,2,0.0411,0.891250938,2,0.047,0.82224265,2,0.0408,0.662826709,2,0.044,2,3,11.3,0.870161772,3,0.006,0.671428853,3,0.0485,0.667113916,3,0.05,2.191290722,3,0.014,2.270910404,3,0.014,TRUE,1,FALSE,-,-,-
P39663,Alkaline phosphatase synthesis transcriptional regulatory protein sphR,sphR,Synpcc7942_1012,40,29.0,0.001379591,0.000100136,1.9959E+12,3.9384E+02,3,6,10.5,1.005773063,6,0.0048,0.991516624,6,0.0047,1.002766923,6,0.0042,0.907611521,6,0.0046,1.178691088,6,0.0039,4,7,13.2,1.11249995,7,0.0016,1.068562675,7,0.0015,1.006931669,7,0.0016,0.964050979,7,0.0018,1.193438379,7,0.0016,2,14,7.8,0.99884937,7,0.0016,0.958076086,7,0.0017,0.938642037,7,0.0027,0.902194136,7,0.0017,0.880035112,7,0.0041,3,13,10.5,0.980618314,13,0.0017,1.081184971,13,0.0017,1.009950294,13,0.0017,1.058522271,13,0.0019,1.32953569,13,0.0019,FALSE,-,-,-,-,-
P39664,Sensor protein sphS,sphS,Synpcc7942_1011,12,46.2,0.000259811,1.8858E-05,2.3596E+11,4.6560E+01,1,1,2.2,0.573984282,1,0.0404,0.831955314,1,0.0319,0.696786937,1,0.0324,0.706154937,1,0.0341,1.265610298,1,0.0274,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,3,9,11.1,0.915377008,5,0.0031,1.029200527,5,0.0012,0.897015608,5,0.0023,1.039202062,5,0.0021,1.063163358,5,0.0016,1,2,3.9,0.95345456,2,0.0405,0.838494079,2,0.0411,0.921934357,2,0.0398,1.116092012,2,0.0354,1.099765268,2,0.0354,FALSE,-,-,-,-,-
P39665,Protein sphX,sphX,Synpcc7942_2445,67,36.4,0.001843082,0.000133778,2.1268E+12,4.1966E+02,6,12,22.6,1.127457033,12,0.0016,1.137365368,12,0.001,1.026597022,12,0.0009,1.259215323,12,0.0006,1.06194005,12,0.0012,10,24,32.6,0.93648322,22,0.0004,0.87096359,22,0.0006,0.851138038,22,0.0009,0.92939429,22,0.0003,0.872167702,22,0.0007,4,17,17.2,1.066105049,18,0.0007,0.979264475,18,0.0016,0.852511017,18,0.0029,0.953893743,18,0.0013,0.966050879,18,0.001,2,14,6.2,1.010648184,14,0.0008,1.036334604,14,0.002,1.022115561,14,0.0007,1.051961874,14,0.0017,1.031810635,14,0.0017,FALSE,-,-,-,-,-
Q54734,SqdB,sqdB,Synpcc7942_0578,60,44.6,0.001345003,9.76253E-05,1.2647E+12,2.4956E+02,2,4,7.5,1.445439771,3,0.0029,1.123052348,3,0.003,1.076217377,3,0.0029,1.036573257,3,0.0031,0.511917528,3,0.0042,8,20,27.4,1.056574196,12,0.0008,1.113525072,12,0.0009,1.080936047,12,0.0008,1.003459849,12,0.0006,0.927683858,11,0.0014,5,19,25.1,0.904482149,10,0.0036,1.105350469,10,0.0015,1.026360666,10,0.0048,1.120469399,10,0.0017,0.9525768,10,0.002,5,17,19.2,1.102554332,11,0.0008,0.995176243,11,0.0019,0.971627952,11,0.0014,0.94145594,11,0.0021,0.93734615,11,0.0021,TRUE,4,FALSE,-,-,-
Q55032,Protein srpI,srpI,Synpcc7942_B2662,6,34.3,0.000174729,1.26825E-05,2.1344E+11,4.2117E+01,1,1,5.9,0.615601969,1,0.353,1.071272607,1,0.2362,0.99907939,1,0.2291,0.896809087,1,0.2583,1.222362449,1,0.2173,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,3,4,12.7,0.762956891,2,0.0161,0.879224943,2,0.0145,0.880846027,2,0.0622,1.207535758,2,0.014,1.04761088,2,0.014,1,1,4.2,0.865167108,1,0.3387,1.226309238,1,0.2879,1.272330681,1,0.2846,0.74679259,1,0.3195,1.018591388,1,0.3195,FALSE,-,-,-,-,-
Q9R6V1,ANL54,srpL,Synpcc7942_B2629,4,44.9,8.91479E-05,6.47068E-06,8.3343E+10,1.6445E+01,1,1,2,1.058278566,1,0.0608,1.019295249,1,0.0573,1.020469432,1,0.0544,1.08742672,1,0.0562,1.444774274,1,0.0498,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,4.7,0.794694121,3,0.072,1.031335578,3,0.0608,0.546638228,3,0.1049,0.845278845,3,0.0665,0.736376635,3,0.0693,2,2,6.6,1.0752266,2,0.0382,0.750066899,2,0.0417,0.722104414,2,0.0423,0.946019307,2,0.0366,0.912430933,2,0.0366,FALSE,-,-,-,-,-
Q31LH6,5'-nucleotidase surE,surE,Synpcc7942_2063,68,28.3,0.002406519,0.000174674,3.5725E+12,7.0494E+02,4,13,19,0.919602197,13,0.0014,0.868760367,13,0.0014,0.865764951,13,0.0018,0.78777102,13,0.0016,1.169499391,13,0.0012,8,33,37.6,1.099512067,32,0.0009,1.159578088,32,0.0007,1.11249995,32,0.0004,1.021409752,32,0.0004,1.183586492,32,0.0006,4,10,13.2,0.916853611,8,0.0048,1.021409752,8,0.0036,0.933039436,9,0.0143,1.127716669,8,0.0064,1.159044205,9,0.0143,5,12,23.3,0.864171621,8,0.0305,1.317346434,8,0.0129,0.940156169,8,0.0229,1.031335578,8,0.0184,1.316739913,8,0.0184,TRUE,6,FALSE,-,-,-
Q31KU2,Transaldolase,tal,Synpcc7942_2297,529,43.5,0.012159107,0.000882553,1.1723E+13,2.3133E+03,20,107,40.6,0.997240712,101,0.0032,0.954772716,102,0.0012,0.99884937,103,0.001,0.956753369,101,0.0012,0.972747224,103,0.0039,22,181,59.9,1.050993427,177,0.0006,1.159044205,177,0.0011,1.229702342,177,0.0007,1.070779382,177,0.0006,0.841201426,177,0.0009,18,120,31.5,0.898876445,91,0.0034,0.977687359,90,0.0036,0.904898774,88,0.0032,1.013677951,92,0.0048,0.951699848,89,0.0032,15,121,30,1.066596121,98,0.0026,1.063653075,98,0.003,1.036096007,98,0.0018,1.048576209,98,0.0026,0.878820138,98,0.0026,FALSE,-,-,-,-,-
Q31RR1,Sec-independent protein translocase protein TatA,tatA,Synpcc7942_0226,30,9.9,0.003029609,0.0002199,1.2834E+13,2.5324E+03,2,2,23.1,1.163322157,2,0.0066,0.900741142,2,0.0067,1.031098132,2,0.0065,1.097235878,2,0.0066,0.987415636,2,0.1096,4,5,58.2,1.100525221,5,0.0009,1.064143018,5,0.0023,1.126678482,5,0.0008,1.01648272,5,0.0008,0.794694121,5,0.0013,2,11,23.1,0.833681185,5,0.0043,1.034427363,5,0.0007,0.921722099,5,0.0004,1.077705254,5,0.0004,1.245087864,5,0.0003,5,12,65.9,1.211434674,7,0.0013,1.025415788,7,0.0007,0.92939429,7,0.001,1.028253035,7,0.0008,0.938858192,7,0.0008,TRUE,4,FALSE,-,-,-
Q8GAA6,Queuine tRNA-ribosyltransferase,tgt,Synpcc7942_0455,19,43.1,0.000441185,3.20228E-05,4.2973E+11,8.4795E+01,3,5,6,0.855460576,4,0.0051,0.899290488,4,0.0045,0.88879172,4,0.0042,0.906567196,4,0.0045,1.181136254,4,0.0086,1,1,2.1,1.153187696,1,0.0267,1.240223625,1,0.0258,1.276144932,1,0.0257,1.120727426,1,0.0278,0.880846027,1,0.0275,3,6,10.7,0.774640145,1,0.0176,0.962055219,1,0.0046,0.874580923,1,0.0303,1.117377701,1,0.0034,1.012045411,1,0.0089,3,7,7.8,1.488675359,5,0.0078,1.497269576,5,0.0037,1.458478395,5,0.0017,1.372777018,5,0.0046,1.341528798,5,0.0046,TRUE,6,TRUE,.701*,0.024,D
Q31MY4,Protein thf1,thf1,Synpcc7942_1555,476,28.3,0.016826622,0.001221338,2.4951E+13,4.9234E+03,12,74,40.6,0.92939429,69,0.0056,0.953235044,69,0.0032,1.005773063,71,0.0011,0.910122812,71,0.0009,0.992201776,71,0.0063,13,149,43.7,1.070039969,131,0.0009,1.072012872,131,0.0011,1.034903844,131,0.0014,1.005541502,131,0.0012,1.14419488,131,0.0014,11,115,37,0.898048931,111,0.0019,0.902609707,111,0.0021,0.815079556,108,0.004,0.826799109,111,0.0013,0.881251765,109,0.0017,14,138,44.1,1.066596121,127,0.0044,1.095216555,128,0.003,1.083178422,128,0.003,1.1137815,128,0.0025,1.206979795,128,0.0025,FALSE,-,-,-,-,-
Q31P93,Phosphomethylpyrimidine synthase,thiC,Synpcc7942_1096,218,50.8,0.00428717,0.000311179,3.5366E+12,6.9786E+02,11,28,22.8,0.724269172,23,0.0016,0.850746165,24,0.0048,0.800202677,25,0.0086,0.866562717,23,0.0059,1.36238546,25,0.0064,13,34,37.5,1.179234021,34,0.0018,1.298972629,34,0.0031,1.350827832,34,0.0038,1.121501865,34,0.0026,0.836180432,34,0.0014,14,78,36.2,0.655239394,34,0.0124,0.844889669,34,0.0042,0.861390346,34,0.0044,1.063408188,34,0.0064,1.026833432,34,0.0055,16,78,41,1.215066368,65,0.0067,1.088178147,65,0.0075,1.180048888,66,0.0083,1.104841554,65,0.0068,0.930893505,65,0.0068,TRUE,6,TRUE,.775**,0.008,D
O85786,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,thiD,Synpcc7942_2379,15,27.2,0.000550775,3.99773E-05,8.4833E+11,1.6739E+02,2,2,12.2,0.625604696,2,0.1091,1.094964401,2,0.037,1.204758503,2,0.0338,0.833105497,2,0.0413,1.253429755,2,0.059,2,3,11,1.087927613,2,0.0031,1.011579454,2,0.0028,0.983558056,2,0.0023,0.985144643,2,0.0024,1.175168116,2,0.0022,2,5,12.5,0.903857571,3,0.192,0.624165845,1,0.4396,-,0,Inf,-,0,Inf,-,0,Inf,3,5,24.7,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31QR1,Thiazole synthase,thiG,Synpcc7942_0576,46,30.1,0.001530507,0.00011109,2.1361E+12,4.2150E+02,5,10,18.2,0.984237709,10,0.0005,0.976112782,10,0.0006,1.06708742,10,0.0004,0.907193647,10,0.0005,0.997929819,10,0.0036,7,19,32.5,0.985598423,19,0.0003,1.028253035,19,0.0009,1.055115493,19,0.0006,1.048576209,19,0.0004,1.227439231,19,0.0014,3,9,17.5,1.136579975,7,0.0142,1.130836975,7,0.0151,0.760501369,6,0.0091,0.842170452,7,0.0114,1.066841742,7,0.0065,4,8,23.4,0.919813967,5,0.005,1.087677138,5,0.0022,1.220955962,5,0.0094,1.16251884,5,0.0038,1.310991875,5,0.0038,FALSE,-,-,-,-,-
Q54757,Thiamine-monophosphate kinase,thiL,Synpcc7942_2567,15,34.9,0.000429441,3.11704E-05,5.1573E+11,1.0176E+02,1,1,7,0.762254505,1,0.0536,0.980392545,1,0.0446,0.872971368,1,0.0442,0.708761306,1,0.0512,2.564484037,1,0.0338,4,5,17.4,1.054629706,5,0.0017,1.133965913,5,0.0016,1.128236122,5,0.002,0.968277856,5,0.0019,1.081682989,5,0.0016,4,5,18.3,0.848398711,5,0.023,0.879629934,4,0.0174,0.656598672,1,0.018,1.048817681,2,0.019,0.828514283,4,0.0741,3,4,11.3,0.650878611,3,0.0518,1.342764961,3,0.0793,1.24566138,3,0.0387,1.469264549,3,0.0636,1.42593589,3,0.0636,TRUE,5,FALSE,-,-,-
Q31N99,Homoserine kinase,thrB,Synpcc7942_1440,58,32.4,0.001792525,0.000130108,2.3239E+12,4.5855E+02,4,8,13.4,0.962941713,8,0.0043,0.960505818,8,0.0009,1.062184599,8,0.0008,0.928111171,8,0.0008,1.068316657,8,0.0008,7,35,22.5,0.949073834,30,0.0006,1.005541502,30,0.0005,1.058034916,30,0.0004,1.046646439,30,0.0004,1.16654098,30,0.0006,4,8,14.4,1.124863954,10,0.0063,0.900326431,10,0.0067,0.927256743,8,0.01,0.805749417,9,0.0034,1.077209066,9,0.0022,5,7,16.3,0.984237709,5,0.0075,1.159311116,5,0.001,1.058522271,5,0.0015,1.134227049,5,0.0012,1.032761406,5,0.0012,FALSE,-,-,-,-,-
Q31JY3,Threonine--tRNA ligase,thrS,Synpcc7942_2606,147,68.7,0.002140004,0.000155329,1.3068E+12,2.5787E+02,9,12,15.4,1.216186001,12,0.0021,0.956533093,12,0.0008,1.012977969,12,0.0007,1.052688794,12,0.0006,1.161983604,12,0.0005,12,40,20.9,1.070532854,37,0.0027,1.10407862,37,0.0006,1.153453258,37,0.0006,1.025888119,37,0.0007,0.793962517,37,0.0013,11,46,17.4,1.002536054,40,0.003,1.112756142,40,0.0015,0.946019307,40,0.0007,1.028016298,40,0.0014,1.028963572,40,0.0016,11,49,19.4,1.180592446,44,0.0022,1.029674601,44,0.002,1.011579454,44,0.0012,1.072012872,44,0.0028,1.029437537,44,0.0028,FALSE,-,-,-,-,-
Q935Z3,Trigger factor,tig,Synpcc7942_2524,627,52.2,0.012014534,0.000872059,9.6572E+12,1.9056E+03,17,70,31.2,0.964939312,70,0.0026,0.877000821,70,0.0015,1.074731554,70,0.0006,0.992658807,70,0.0005,1.040399177,70,0.0007,23,177,48.9,0.980618314,176,0.0008,1.018122417,176,0.0009,1.11660611,176,0.0008,1.114294534,176,0.0008,1.184677118,176,0.0009,23,172,41.1,0.846252569,164,0.0037,0.962276766,165,0.0028,0.900741142,158,0.0035,1.002997845,166,0.0028,1.066350557,166,0.0025,21,208,40.3,1.110708256,186,0.0037,1.124604974,187,0.0075,1.159578088,185,0.0034,1.180592446,187,0.0035,1.151595608,187,0.0035,FALSE,-,-,-,-,-
Q31P51,tRNA(Ile)-lysidine synthase,tilS,Synpcc7942_1138,25,38.3,0.000652624,4.73699E-05,7.1465E+11,1.4102E+02,2,2,6.2,1.039680743,2,0.0454,0.492833249,2,0.059,0.797260045,2,0.044,0.656901116,2,0.0512,1.019295249,2,0.0412,1,1,3.3,0.808164929,1,0.0468,0.85427953,1,0.0446,0.897842171,1,0.0442,0.929608316,1,0.0474,0.845278845,1,0.0451,6,13,19.3,1.062429204,1,0.031,1.174627056,1,0.0027,1.148153621,1,0.0034,1.215346179,1,0.009,1.062429204,1,0.0082,4,9,12.2,0.98333161,9,0.0393,0.775353943,9,0.0383,0.842170452,9,0.0046,1.172195366,9,0.0018,0.925976575,9,0.0018,TRUE,4,FALSE,-,-,-
Q31S44,Thymidylate kinase,tmk,Synpcc7942_0093,80,23.3,0.003434645,0.000249299,6.1856E+12,1.2205E+03,6,9,37.7,0.881251765,4,0.0059,0.978813611,4,0.0011,0.965828463,4,0.0019,0.929822391,4,0.0008,1.034427363,4,0.0026,11,26,59.1,1.019529978,26,0.0002,1.05535847,26,0.0008,1.005309994,26,0.0007,1.029200527,26,0.0002,1.122276838,26,0.0016,4,19,25.1,1.093956366,19,0.0006,0.905315592,19,0.0004,0.859607112,19,0.002,0.83425727,19,0.0023,0.856446029,19,0.001,8,26,50.2,0.889201118,22,0.0026,1.066105049,22,0.0026,1.094964401,22,0.0011,1.127976366,22,0.0017,1.23537839,22,0.0017,FALSE,-,-,-,-,-
P34185,DNA topoisomerase 1,topA,Synpcc7942_1416,310,98.2,0.00315569,0.000229052,1.3475E+12,2.6589E+02,19,39,23.2,0.900533763,39,0.0028,0.970733461,39,0.0008,0.937130343,39,0.0025,0.98333161,39,0.0013,1.142878335,39,0.002,29,77,34,1.069054879,77,0.0005,1.067333154,77,0.0008,1.117377701,77,0.0016,1.047128548,77,0.0007,0.805563908,77,0.0017,24,94,32.4,0.817899608,77,0.0033,0.975214163,77,0.0026,0.924911118,77,0.0044,1.020469432,77,0.0018,1.082430448,77,0.0045,30,100,39.4,1.190967746,82,0.0065,0.949948366,82,0.0054,1.01227847,82,0.0044,1.050509538,80,0.0031,0.930464911,82,0.0031,FALSE,-,-,-,-,-
Q31NS8,Triosephosphate isomerase,tpiA,Synpcc7942_1261,264,28.7,0.009195453,0.00066744,1.3435E+13,2.6511E+03,8,48,27.8,0.875185271,42,0.0014,0.974316371,42,0.002,1.071272607,43,0.0006,0.962720013,42,0.0007,1.081184971,42,0.001,11,112,42.2,1.053416217,105,0.0008,1.078449963,105,0.001,1.016950935,105,0.0006,1.041118108,105,0.0007,1.277320846,105,0.0005,6,47,19.8,0.982652583,41,0.0053,0.881860723,40,0.0046,0.863177279,36,0.0018,0.851138038,40,0.0014,0.98333161,39,0.0046,7,57,22.1,1.013677951,49,0.0022,1.065859597,49,0.0032,1.160646591,48,0.003,1.129535799,49,0.0059,1.170307532,49,0.0059,FALSE,-,-,-,-,-
Q7X4K8,Thioredoxin peroxidase,tpxA,Synpcc7942_2309,275,21.8,0.012589797,0.000913814,2.4178E+13,4.7707E+03,9,50,47.5,1.036334604,38,0.0009,0.979264475,41,0.0013,1.057547785,41,0.0004,0.956533093,39,0.0006,1.018591388,41,0.0003,10,92,64.1,0.946455066,91,0.0011,1.010182871,91,0.0015,1.077209066,91,0.0017,1.017185124,91,0.0011,1.132921973,91,0.0012,6,71,27.3,1.090686657,64,0.0022,0.984464364,67,0.0021,0.872971368,63,0.0021,0.957634977,65,0.002,1.008788215,67,0.0026,8,62,46.5,1.011579454,49,0.0007,1.041357862,49,0.0018,1.025415788,49,0.0018,1.124087193,49,0.0013,1.135795124,49,0.0013,FALSE,-,-,-,-,-
Q31L04,tRNA,trmD,Synpcc7942_2235,22,26.3,0.000836619,6.07249E-05,1.3346E+12,2.6334E+02,2,3,12.3,0.899290488,3,0.0076,1.139987266,3,0.0062,0.927043258,3,0.0064,1.021644967,3,0.0066,1.413839139,3,0.0173,3,5,19.6,1.06708742,5,0.0042,1.087677138,5,0.0026,1.14130048,5,0.0026,0.970957007,5,0.0036,1.228853187,5,0.004,3,7,11.1,1.138413402,2,0.0189,1.111731727,2,0.0487,0.92939429,1,0.0194,1.073742146,2,0.052,1.087927613,2,0.0559,3,7,13.2,1.078946722,4,0.0252,1.133965913,4,0.0071,1.090686657,4,0.0245,0.915377008,4,0.0049,1.053173687,4,0.0049,FALSE,-,-,-,-,-
Q31NM4,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,trmFO,Synpcc7942_1315,32,51.4,0.000623099,4.52268E-05,5.0894E+11,1.0043E+02,3,5,7.7,1.302266894,3,0.0219,0.993116048,3,0.0183,0.902817565,4,0.0197,1.029911719,4,0.0168,1.333521432,4,0.0173,4,6,9.2,1.010415501,5,0.0022,1.16654098,5,0.0022,1.090435546,5,0.0022,1.051961874,5,0.006,1.038723602,5,0.0022,5,9,10.1,1.000230285,6,0.0121,1.131878994,6,0.0168,0.832530207,6,0.0054,1.085675407,6,0.007,0.936052053,6,0.0078,5,12,10.1,0.889610704,10,0.0044,0.949073834,10,0.0134,0.865167108,10,0.0075,1.280265375,10,0.0036,1.294493875,10,0.0036,TRUE,4,FALSE,-,-,-
Q31R76,Tryptophan synthase alpha chain,trpA,Synpcc7942_0411,74,28.3,0.002615867,0.000189869,3.8789E+12,7.6539E+02,6,9,24.1,0.955432478,9,0.0027,1.060962417,9,0.0013,0.940372673,9,0.0013,0.798362262,9,0.0015,1.13710351,9,0.0013,14,42,67.7,1.026124365,42,0.0012,1.10713352,42,0.0011,0.984691071,42,0.0008,0.996093257,42,0.0011,1.240794901,42,0.0034,3,10,13.2,1.027306415,8,0.0007,0.863773747,8,0.0062,0.731981323,8,0.0035,0.881251765,8,0.0006,0.928966387,8,0.0024,5,13,19.9,0.991516624,13,0.0044,1.054629706,13,0.0078,1.094712306,13,0.0059,1.072506666,13,0.003,1.286470998,13,0.003,FALSE,-,-,-,-,-
Q31L96,Tryptophan synthase beta chain,trpB,Synpcc7942_2143,168,45.8,0.003667247,0.000266182,3.3580E+12,6.6260E+02,9,24,25.7,0.887360311,20,0.0015,0.956533093,21,0.001,0.965161523,20,0.0005,1.006699841,20,0.0007,1.093452697,21,0.0007,9,32,27.1,1.021174591,31,0.0013,1.114037987,31,0.002,1.174897555,31,0.0019,1.046887466,31,0.0012,0.85782757,31,0.0014,12,57,36.4,0.818653268,32,0.0031,0.931322296,32,0.0027,0.858815749,32,0.0027,0.905107159,32,0.0017,0.97678729,32,0.0033,11,55,34,1.20364939,48,0.0036,1.163054323,48,0.004,1.099512067,48,0.0031,1.165467051,48,0.0032,1.103824426,48,0.0032,FALSE,-,-,-,-,-
Q8KPR4,Indole-3-glycerol phosphate synthase,trpC,Synpcc7942_1197,85,32.4,0.002624886,0.000190524,3.4002E+12,6.7094E+02,7,14,28.1,0.970509967,14,0.0009,1.033475059,14,0.0011,1.015079367,14,0.0008,0.952796164,14,0.0009,1.062184599,14,0.0008,9,25,37.6,1.021409752,25,0.0004,1.055601503,25,0.0004,1.039202062,25,0.0004,0.962720013,25,0.0004,1.061695557,25,0.0004,6,21,29.5,0.902609707,12,0.0023,1.040399177,14,0.0044,0.88511561,12,0.0042,0.981747943,13,0.0025,0.999309463,13,0.0014,10,25,45.4,1.083677359,19,0.0047,1.202541298,20,0.0033,1.157177551,20,0.0027,1.153453258,19,0.0014,1.260375638,20,0.0014,FALSE,-,-,-,-,-
Q31LB6,Anthranilate phosphoribosyltransferase,trpD,Synpcc7942_2123,68,36.0,0.001890138,0.000137193,2.2039E+12,4.3487E+02,5,10,16.4,0.94145594,8,0.0044,0.931536765,8,0.0023,0.91748717,8,0.0022,0.820918419,8,0.0024,1.185768748,8,0.0022,8,24,37.9,1.114807803,24,0.0013,1.125122993,24,0.0016,1.14393145,24,0.0003,1.012977969,24,0.0007,1.153984565,24,0.0015,3,15,14.9,0.834449387,14,0.0028,0.915798652,14,0.0016,0.761552766,13,0.0019,0.7730365,14,0.0029,0.877606841,14,0.0012,5,19,20.1,1.223770556,17,0.0011,1.330760802,16,0.0011,1.290624782,16,0.0017,1.16385801,17,0.0045,1.294493875,17,0.0045,TRUE,5,TRUE,.728*,0.017,D
Q31R79,N-(5'-phosphoribosyl)anthranilate isomerase,trpF,Synpcc7942_0408,14,23.3,0.000601266,4.36421E-05,1.0832E+12,2.1374E+02,3,3,16.6,0.759626313,3,0.0558,0.94080583,2,0.0463,1.090686657,3,0.0131,0.921934357,3,0.0155,1.100271845,3,0.0135,3,6,16.6,1.03086074,5,0.0017,1.04761088,5,0.0019,0.949073834,5,0.0011,0.994489037,5,0.0022,1.211155763,5,0.0031,1,2,4.6,0.862779862,2,0.0194,0.949510999,2,0.018,0.710886063,2,0.024,0.665426359,2,0.0207,0.802232034,2,0.0188,1,3,4.6,1.368358833,3,0.0078,1.348031374,3,0.0097,1.492450721,3,0.0127,1.533910428,3,0.0059,1.422328787,3,0.0059,TRUE,5,FALSE,-,-,-
