Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
UTP--glucose-1-phosphate uridylyltransferase	Ugp2	Q91ZJ5;Q91ZJ5-2	92	114	111	113	95	100	104	101	104	96	112	105	112	108	117	123
Methyltransferase-like protein 2	Mettl2	Q8BMK1	0	0	2	0	0	0	0	1	2	1	2	0	1	0	0	0
NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	Nfu1	Q9QZ23	7	7	6	7	7	6	7	6	8	4	8	7	7	4	7	7
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	Ndufaf3	Q9JKL4	1	1	3	3	1	3	4	2	2	1	3	2	2	2	2	3
Protein LTV1 homolog	Ltv1	Q6NSQ7	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0
Rap guanine nucleotide exchange factor 2	Rapgef2	Q8CHG7;E9QNQ4	1	0	1	0	1	0	2	0	0	1	0	1	0	1	0	0
Coiled-coil domain-containing protein 104	Ccdc104	Q8C6E0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0
Integrator complex subunit 4	Ints4	Q8CIM8;Q8CIM8-2;Q8CIM8-3	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
Homeobox protein DBX1	Dbx1	P52950	2	2	1	2	2	1	2	2	1	1	1	1	0	1	1	2
Extended synaptotagmin-1	Esyt1	Q3U7R1;Q3U7R1-2	3	2	8	2	3	1	5	3	8	1	6	0	2	1	3	3
WD repeat-containing protein 44	Wdr44	Q6NVE8	5	1	3	1	5	1	4	1	1	1	3	0	2	1	1	2
Ubiquitin thioesterase OTUB1	Otub1	Q7TQI3;D3YWF6	13	16	14	15	12	15	11	18	14	11	16	17	18	13	12	11
Lysophospholipase-like protein 1	Lyplal1	E9QLB2;Q3UFF7	5	7	7	8	7	6	7	7	8	4	8	6	7	6	6	7
ATP synthase subunit f, mitochondrial	Atp5j2	P56135;F8WHP8	18	19	18	21	23	18	20	20	19	22	20	19	15	17	18	15
COP9 signalosome complex subunit 2	Cops2	P61202-2;P61202;A2AQE4	11	14	12	15	13	13	14	15	15	13	14	13	17	11	15	14
Mevalonate kinase	Mvk	Q3UEB4;Q9R008;D3YV77	3	2	4	3	3	1	3	2	3	2	5	2	5	2	5	6
Ubiquitin-associated protein 2-like	Ubap2l	Q80X50-2;Q80X50;Q80X50-4;Q80X50-5;E9Q9Q3;Q80X50-3	16	13	15	13	11	12	14	8	12	7	10	5	13	7	11	10
Vigilin	Hdlbp	Q8VDJ3	76	83	96	83	69	80	82	66	80	87	85	88	91	84	88	86
Heat shock 70 kDa protein 12B	Hspa12b	Q9CZJ2	1	1	3	1	2	1	2	1	2	1	2	1	3	1	2	2
Tubulin-folding cofactor B	Tbcb	Q9D1E6	4	2	1	2	3	2	3	3	3	1	2	2	2	1	2	2
Prolyl 3-hydroxylase 1	Lepre1	A2A7Q5;A6PW84;Q3V1T4;Q3V1T4-3;E9QNM0;Q3V1T4-2;F2Z499	0	0	1	1	0	1	1	2	1	1	0	1	1	2	1	1
Cyclin-dependent kinase 11B	Cdk11b	P24788;A2A9P6;P24788-2	2	1	2	1	3	2	4	1	1	0	2	0	3	0	1	0
UPF0485 protein C1orf144 homolog	D4Ertd22e	Q6NXN1;A2AA85;Q6NXN1-2;A2AA86	2	3	0	2	2	0	1	2	0	0	1	1	3	1	2	3
Phosphorylase b kinase regulatory subunit alpha, liver isoform	Phka2	Q8BWJ3;A2AHQ7;Q6PE66	3	0	4	2	6	1	4	5	6	0	1	0	1	1	0	1
Kinesin-like protein KIF17	Kif17	Q99PW8;A2AM72;A2AM74;Q3V365;O35057	3	0	0	2	0	1	1	2	1	1	0	1	1	1	2	2
GDP-fucose protein O-fucosyltransferase 1	Pofut1	Q91ZW2;Q3UXG7;A2AMC3;E9Q686;E9PZ15	1	1	2	1	1	1	2	1	1	0	1	0	1	0	0	1
Copper-transporting ATPase 2	Atp7b	Q64446;B1AQ57	0	2	3	2	3	2	3	3	3	1	1	2	0	2	0	0
Protein misato homolog 1	Msto1	D3YX87;E9PUB7;Q2YDW2;Q2YDW2-2	2	1	2	1	1	1	2	1	0	0	1	2	2	0	0	1
RalBP1-associated Eps domain-containing protein 1	Reps1	O54916;E9Q632;F6R6F1;O54916-4;O54916-3;D3Z2E3	5	1	1	2	2	0	4	3	0	1	0	0	1	2	1	1
	Klc1	Q8CD76;D3Z5T6;Q7TNF4;E9Q7C9;E9QKS0;E9QM07;Q5UE59	0	0	3	1	0	2	0	1	2	2	1	1	2	1	1	1
Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	Gm20498;Cox16	E9PVN6;Q9CR63	1	1	2	1	2	0	1	1	1	0	1	0	1	0	1	1
Ecotropic viral integration site 5 protein	Evi5	F8VPT6;P97366;E9QLA9;E9PWR7;Q3UYX4;Q3TMK4;E9Q9B1	2	1	4	2	2	2	2	1	1	0	2	1	2	0	0	0
Protein unc-93 homolog B1	Unc93b1	E9PYK0;Q8VCW4;E9Q8P6;Q8VCW4-2	1	2	0	1	0	1	0	1	1	2	1	0	1	2	1	1
RNA-binding protein 26	Rbm26	Q6NZN0;E9PYZ7;Q6NZN0-2;Q6NZN0-4;Q6NZN0-3;E9Q640;Q6NZN0-5;E9PUF4	3	2	0	2	2	2	1	1	1	0	1	0	1	0	1	1
	Nolc1	E9Q5C9;E9PVC9	1	0	2	2	0	2	0	2	2	1	0	1	2	1	1	1
CUGBP Elav-like family member 2	Celf2	Q9Z0H4-9;Q9Z0H4-6;Q9Z0H4-2;Q9Z0H4-8;Q9Z0H4;F6V6I8;Q9Z0H4-4;Q9Z0H4-5;Q9Z0H4-7;E9QA47;Q9Z0H4-11;A3KGT2;A3KGT0	1	1	2	1	2	2	1	0	2	1	0	1	1	1	0	0
	Psmd11	F6Z0Q9	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1
Hepatocyte growth factor receptor	Met	F8VQL0;P16056	3	1	1	1	3	1	1	1	2	1	0	1	0	1	0	0
Poly(ADP-ribose) glycohydrolase	Parg	O88622;G3X8U8;O88622-2;A5YBK2;E9Q088	1	1	2	1	1	0	1	1	1	1	0	1	1	1	0	0
Unconventional myosin-Vb	Myo5b	G3X9Y9;P21271-3;G5E8G6;P21271	0	1	2	2	0	1	1	2	1	2	1	2	2	2	0	0
MAGUK p55 subfamily member 7	Mpp7	G5E8S8;Q8BVD5;Q8BVD5-2;Q8BVD5-3;F8WGQ7;Q8BVD5-4;Q8BVD5-5	1	1	2	2	1	2	3	2	1	0	2	0	0	0	1	1
Numb-like protein	Numbl	O08919	2	1	0	1	2	0	3	0	0	1	1	1	1	1	1	1
26S proteasome non-ATPase regulatory subunit 4	Psmd4	O35226;O35226-4	0	0	2	2	0	0	2	1	1	1	2	1	2	1	1	2
39S ribosomal protein L23, mitochondrial	Mrpl23	O35972	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1
Cathepsin S	Ctss	Q3UD32;O70370	0	3	1	1	0	2	2	0	2	0	3	1	2	2	2	3
Target of Myb protein 1	Tom1	Q3UDC3;O88746	1	1	2	1	2	1	2	0	2	0	2	0	2	0	2	2
Phosphoglycerate kinase 2	Pgk2	P09041	0	1	1	1	0	1	3	1	1	1	1	0	1	0	1	1
Lysosome-associated membrane glycoprotein 1	Lamp1	P11438	1	0	4	0	0	0	1	2	2	2	1	1	1	2	1	1
Gamma-enolase;Enolase	Eno2	P17183;D3Z6E4	0	1	1	2	0	1	3	1	2	0	2	0	1	1	3	2
Guanine nucleotide-binding protein subunit alpha-11	Gna11	P21278	4	1	3	2	4	1	2	4	4	0	2	0	1	2	0	0
Calcium/calmodulin-dependent protein kinase type II subunit beta	Camk2b	Q5SVJ0;Q5SVI1;Q68EG2;P28652;Q5SVI2;Q5SVI0;Q5SVI3;Q5SVJ1;Q5SVI9;Q3TY93	2	2	3	2	0	2	3	2	2	0	5	0	3	0	4	2
MARCKS-related protein	Marcksl1	P28667	0	1	2	1	0	1	0	1	2	1	0	1	1	1	1	1
1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Plcb3	P51432	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0
Ras and Rab interactor 3	Rin3	P59729;Q3U332	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1
ADP-ribosylation factor GTPase-activating protein 1	Arfgap1	Q9EPJ9;Q3TGS9;Q9EPJ9-2	1	2	0	2	1	2	2	1	2	0	2	0	2	0	1	2
Negative elongation factor D	Th1l	Q3TW27;Q922L6	1	3	3	2	2	0	2	3	3	0	3	0	4	0	4	5
Sorting nexin-27	Snx27	Q3UHD6;Q3UHD6-2;E9PW30	2	0	3	3	2	1	1	2	0	0	1	1	1	3	1	0
G patch domain and KOW motifs-containing protein	Gpkow	Q56A08;F6XU64	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1
Cytoplasmic polyadenylation element-binding protein 4	Cpeb4	Q7TN98;Q7TN98-2;Q5SU48;Q7TN98-3;Q7TN98-5;Q7TN98-4;Q5SU47;Q9D5G2	1	2	2	2	1	4	1	3	3	1	0	3	0	3	0	0
Receptor-interacting serine/threonine-protein kinase 1	Ripk1	Q60855;F7D1J2	1	0	2	2	2	2	2	2	2	0	1	0	2	0	1	1
Transcriptional regulator ATRX	Atrx	Q61687	1	0	3	0	1	1	1	1	1	0	1	0	2	3	1	1
Nuclear pore glycoprotein p62	Nup62	Q63850;E9PUX9	4	2	3	5	4	2	3	2	3	0	0	0	4	1	0	3
Switch-associated protein 70	Swap70	Q6A028	1	1	2	1	2	1	0	0	1	2	1	1	1	0	1	0
Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	Inppl1	Q6P549	0	1	1	2	0	2	0	1	1	1	1	3	1	0	1	1
Tyrosine-protein phosphatase non-receptor type 23	Ptpn23	Q6PB44;Q6PB44-2	6	2	4	3	5	2	1	2	1	0	0	0	2	0	4	3
Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2	Cyfip1;Cyfip2	Q7TMB8;Q7TMB8-2;Q5SQX6	3	1	3	2	4	0	2	2	5	0	3	1	0	1	0	1
Stromal membrane-associated protein 2	Smap2	Q7TN29;Q7TN29-2	1	1	1	1	0	1	1	1	2	0	1	0	1	0	1	1
RNA-binding protein 12B-A;RNA-binding protein 12B-B	Rbm12ba;Rbm12bb	Q80YR9;Q66JV4	0	1	1	3	1	0	1	1	1	1	2	2	1	0	0	1
Tetratricopeptide repeat protein 9C	Ttc9c	Q810A3;Q6P3Y6	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1
Zinc finger protein 592	Znf592	Q8BHZ4	0	1	1	2	0	1	1	3	3	1	2	1	1	0	0	2
Pleckstrin	Plek	Q9JHK5;Q8CAG6	0	1	2	2	0	2	1	2	3	2	1	0	0	2	1	1
Membrane magnesium transporter 1	Mmgt1	Q8K273	1	1	1	1	0	1	2	1	1	0	2	0	1	0	1	2
Endophilin-B2	Sh3glb2	Q8R3V5;Q8R3V5-1;A2AWI7;Q8R3V5-3;A2AWI9	0	1	2	2	1	1	2	0	1	1	1	0	1	0	3	2
COBW domain-containing protein 1	Cbwd1	Q8VEH6	2	1	1	0	3	1	2	1	1	1	0	0	0	1	1	4
Protein BRICK1	Brk1	Q91VR8	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1
Protein unc-45 homolog A	Unc45a	Q99KD5;D6RIN1	2	3	2	2	1	1	1	1	2	1	0	0	2	2	0	0
Lipolysis-stimulated lipoprotein receptor	Lsr	Q99KG5;Q99KG5-2;Q99KG5-3;D3YYU9	0	1	3	2	1	1	1	1	3	1	1	1	0	3	0	0
Hsp90 co-chaperone Cdc37-like 1	Cdc37l1	Q9CZP7;Q9CZP7-4;Q9CZP7-3;Q9CZP7-2	2	2	3	2	2	3	2	1	4	0	1	0	2	0	0	1
Tax1-binding protein 3	Tax1bp3	Q9DBG9;B1AUD9	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1
Activating signal cointegrator 1	Trip4	Q9QXN3;Q9QXN3-2	1	1	2	2	0	1	2	2	1	0	4	0	4	0	4	4
Gamma-adducin	Add3	Q9QYB5-2;Q9QYB5	1	0	1	2	2	1	0	1	1	0	2	1	1	1	0	1
A-kinase anchor protein 12	Akap12	Q9WTQ5;Q9WTQ5-2	1	3	1	2	0	3	3	1	1	0	1	0	2	1	0	1
Syntaxin-5	Stx5	Q8K1E0;Q8K1E0-2	2	0	0	0	1	0	1	1	0	0	3	0	0	0	0	3
Secernin-2	Scrn2	Q8VCA8	5	12	11	9	5	10	11	11	8	5	10	6	12	5	10	10
Inhibitor of carbonic anhydrase	Ica;1300017J02Rik	Q9DBD0;D3YY36	14	15	16	13	16	14	16	12	14	14	19	11	16	9	13	13
26S proteasome non-ATPase regulatory subunit 13	Psmd13	Q9WVJ2;E9Q5I9	23	23	30	27	25	23	25	24	28	18	26	20	25	21	21	22
V-type proton ATPase subunit D	Atp6v1d	P57746;F6XGK5;E9Q0D9	1	1	2	1	1	2	2	0	2	0	3	0	3	0	2	3
Ras-related protein Rab-32	Rab32	Q9CZE3	0	0	5	1	0	1	0	1	4	4	0	0	0	3	0	0
Death-associated protein kinase 2	Dapk2	Q8VDF3;Q8VDF3-2	2	0	1	0	2	0	2	0	0	1	1	0	0	0	0	0
UHRF1-binding protein 1-like	Uhrf1bp1l	A2RSJ4	6	7	5	5	4	5	5	5	7	4	2	5	5	3	2	2
Importin subunit alpha-7;Importin subunit alpha	Kpna6	O35345;Q4FJZ2	0	0	1	0	0	0	2	0	0	0	1	0	2	0	1	2
SH3 and multiple ankyrin repeat domains protein 3	Shank3	Q4ACU6	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0
Selenocysteine lyase	Scly	Q9JLI6;Q9JLI6-2;F6ZFP8	13	15	16	16	11	13	20	16	13	10	15	11	18	12	16	19
Probable phospholipid-transporting ATPase IIA	Atp9a	A2AQC3;O70228;Q8C288;Q8C4G3	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
Serine/Arginine-related protein 53	Rsrc1	Q9DBU6;Q3TGY1;E9Q6P8;Q8BR75	1	2	0	2	1	1	2	0	0	1	1	1	2	1	2	2
Peptidyl-prolyl cis-trans isomerase G	Ppig	A2AR02	1	0	2	1	0	1	1	0	0	0	1	0	1	0	0	1
Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1	Rps6ka1	F6Q8A4;F6RQA2;Q505N6;P18653;E9PWV3;G3UZI3	1	1	2	0	2	0	0	0	1	1	0	1	0	1	0	0
MAP kinase-activated protein kinase 2	Mapkapk2	P49138	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1
Transmembrane protein 214	Tmem214	Q8BM55;D3Z6S1	1	0	3	4	3	0	4	9	8	0	5	0	0	0	0	0
Golgi reassembly-stacking protein 2	Gorasp2	Q99JX3;A2ATI9;Q99JX3-2;A2ATI6;A2ATI8	5	6	7	7	3	6	5	5	7	5	4	7	5	8	5	3
14-3-3 protein theta	Ywhaq	F6VW30;F6YY69;P68254;P68254-2	12	13	11	13	7	11	14	8	15	14	15	8	13	9	14	17
26S proteasome non-ATPase regulatory subunit 5	Psmd5	Q8BJY1	1	6	4	4	1	5	3	2	5	1	4	1	4	1	3	4
39S ribosomal protein L49, mitochondrial	Mrpl49	Q9CQ40;Q8BTB8	1	2	5	3	1	4	2	3	4	2	5	2	6	2	3	3
Vitamin K-dependent protein C;Vitamin K-dependent protein C light chain;Vitamin K-dependent protein C heavy chain;Activation peptide	Proc	P33587	1	0	3	0	0	1	1	1	1	0	0	0	1	0	0	0
Protein odr-4 homolog	Odr4	Q4PJX1;Q4PJX1-3;Q4PJX1-2	1	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1
Phosphatidylinositol transfer protein alpha isoform	Pitpna	F6SJE0;P53810	7	9	9	8	5	7	7	4	8	4	5	5	8	5	6	7
Signal recognition particle 19 kDa protein	Srp19	Q9D104;G5E8T3;Q9D7A6;E9Q8C2	3	3	4	5	2	4	4	2	3	2	3	3	2	2	3	4
Ragulator complex protein LAMTOR3	Lamtor3	O88653	5	6	5	6	4	4	6	7	5	5	6	3	5	5	5	6
Protein pelota homolog	Pelo	Q80X73	4	4	4	4	2	3	4	4	8	5	5	4	4	4	4	5
DCC-interacting protein 13-alpha	Appl1	Q8K3H0	3	1	3	2	2	2	3	2	3	1	1	3	1	3	1	1
Ribonuclease inhibitor	Rnh1	Q91VI7	17	20	31	18	14	18	21	16	23	16	18	19	17	20	19	18
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	Ndufb7	Q9CR61	6	5	8	6	7	8	9	8	9	5	10	6	2	5	8	9
Tubulin beta-4A chain	Tubb4a	Q9D6F9	9	9	10	9	8	12	10	9	8	9	8	11	10	8	9	9
MAGUK p55 subfamily member 6	Mpp6	Q9JLB0-2;Q9JLB0	12	11	16	10	11	10	16	10	12	6	13	6	13	5	12	12
Acyl-protein thioesterase 2	Lypla2	Q9WTL7	3	7	7	5	5	5	6	5	5	2	5	1	5	3	5	4
39S ribosomal protein L17, mitochondrial	Mrpl17	Q9D8P4	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1
Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2	Sumo3;Sumo2	G3UZA7;Q9Z172;Q9Z172-2;G3UWX9;P61957;G3UWI9;G3UZ60;D3Z794;G3UZX6	8	11	11	12	8	11	11	10	10	10	10	12	9	11	8	10
Cadherin-5	Cdh5	P55284	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0
Protein polybromo-1	Pbrm1	F8VQD1;E9Q4Y5;D3Z1N4;Q8BSQ9;Q8BSQ9-2;E9Q7L2;D3Z1W6;E9Q7L3;D3YYF2;F6THL5;D3Z3R4;D6RI94;D6RIL0	0	0	3	0	0	0	0	1	2	2	1	0	0	1	0	0
	Akr1c6	D3Z3P8	0	0	0	0	0	0	0	4	4	0	1	0	1	0	1	1
Formin-binding protein 1-like	Fnbp1l	E9PUI5;F6Q0N9;Q8K012;E9PUK3;Q8K012-2	2	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0
Polypyrimidine tract-binding protein 2	Ptbp2	Q91Z31-2;Q91Z31	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
RalBP1-associated Eps domain-containing protein 2	Reps2	B9EI38;A2AFI8;B1AV20;Q80XA6;Q3UHF8	1	1	5	3	0	1	0	3	3	2	1	3	1	4	1	2
DmX-like protein 2	Dmxl2	B0V2P5;Q8BPN8;Q8BPN8-2;B0V2P6;Q8BPN8-3;F6RYL8	0	4	8	5	0	6	4	6	10	7	6	2	5	4	6	4
	Mtx1	G3XA66	2	2	2	1	2	1	2	3	1	2	2	0	1	0	2	1
Low-density lipoprotein receptor	Ldlr	P35951;Q6GTJ9;E9Q3S1	3	1	4	2	2	3	3	1	1	0	5	1	3	0	3	6
Cell division cycle 5-like protein	Cdc5l;Gm9049	Q6A068;E9Q5F8	2	3	6	1	2	1	2	1	2	2	2	0	3	0	1	1
Mitochondrial Rho GTPase 1	Rhot1	Q8BG51-4;Q8BG51-3;Q8BG51-2;Q8BG51;F7ASU3	3	1	2	2	4	2	2	3	4	3	2	2	1	1	0	0
Cytoskeleton-associated protein 4	Ckap4	Q8BMK4	2	1	2	1	2	1	4	2	1	2	3	1	0	0	2	1
Diphosphomevalonate decarboxylase	Mvd	Q99JF5	2	2	3	1	2	2	0	1	1	1	0	1	4	1	3	3
Alanine--glyoxylate aminotransferase 2-like 1	Agxt2l1	Q8BWU8;E9PYH3	32	34	24	37	30	34	39	25	24	19	27	21	33	24	27	30
Phosphoacetylglucosamine mutase	Pgm3	Q9CYR6;Q8BWW3	8	9	6	7	7	6	7	9	8	5	8	6	8	5	5	7
39S ribosomal protein L37, mitochondrial	Mrpl37	Q921S7	7	7	8	8	6	4	10	5	11	4	8	5	6	8	3	4
Rab GDP dissociation inhibitor alpha	Gdi1	P50396	13	21	17	18	16	21	21	17	16	9	21	11	21	12	18	22
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Gnb1	P62874	9	6	7	5	6	5	7	3	6	1	8	1	6	1	4	6
Proteasome subunit beta type-2	Psmb2	Q9R1P3	17	40	23	40	13	31	34	31	27	27	24	33	20	30	19	22
Adenosine deaminase	Ada	P03958	5	6	9	8	6	7	7	4	5	5	9	6	9	4	9	10
ADP/ATP translocase 2	Slc25a5	P51881	75	103	108	127	100	106	98	137	134	117	127	114	79	121	102	101
KH domain-containing, RNA-binding, signal transduction-associated protein 1	Khdrbs1	Q60749	2	2	3	1	3	3	2	3	2	1	2	2	2	3	4	2
Histone-lysine N-methyltransferase setd3	Setd3	Q91WC0;Q91WC0-2;F2Z420	3	4	8	5	2	6	3	3	8	2	3	2	6	3	4	4
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	Ndufa7	Q9Z1P6	11	13	9	13	9	12	12	12	10	11	12	12	14	10	11	13
Asialoglycoprotein receptor 2	Asgr2	P24721;B1AR35	2	2	2	3	3	3	3	3	4	2	2	2	2	3	2	2
Rho-associated protein kinase 1	Rock1	P70335;P70335-2	1	6	6	6	3	7	7	4	7	3	5	4	6	4	3	4
Erlin-2	Erlin2	Q8BFZ9	9	8	9	6	7	4	7	6	9	3	12	4	11	3	10	7
UPF0687 protein C20orf27 homolog	1700037H04Rik	F8WIU1;Q9D1K7	2	4	5	4	1	4	4	4	5	4	1	4	1	4	1	1
CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Cdipt	Q8VDP6	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0
Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	Ctdsp1	P58466	1	1	1	0	1	1	2	2	0	2	3	2	0	1	0	2
Crooked neck-like protein 1	Crnkl1	P63154	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0
	Ak2	F7BP55	2	2	2	1	2	1	2	1	2	1	2	1	2	1	1	2
Cytochrome c, somatic	Gm10108;Cycs;Gm10121	G3UWG1;P62897;G3UW49	30	34	34	32	28	28	28	32	30	29	32	32	29	36	31	35
G-rich sequence factor 1	Grsf1	Q8C5Q4;E9Q179	2	2	2	3	1	2	3	2	2	1	3	2	3	2	3	4
	Nans	Q99J77	6	8	7	7	7	7	7	7	6	2	10	4	10	2	9	7
Fascin	Fscn1	Q61553	1	5	3	5	1	4	2	5	3	2	2	4	4	3	4	3
Proteasome assembly chaperone 3	Psmg3	Q9CZH3	2	2	3	3	2	2	2	2	2	1	3	1	4	1	1	4
Nucleoside diphosphate kinase 3	Nme3	Q9WV85	2	3	1	1	2	1	1	1	1	2	2	2	2	1	1	2
Eukaryotic translation initiation factor 2 subunit 3, X-linked	Eif2s3x	Q9Z0N1;A2AAW9	21	32	28	30	17	26	27	25	30	22	30	21	26	21	26	27
Stromal cell-derived factor 2	Sdf2	Q9DCT5	8	5	7	6	7	3	10	4	5	4	6	4	7	4	6	7
DNA (cytosine-5)-methyltransferase 1	Dnmt1	P13864;P13864-2	0	1	2	1	0	1	0	2	2	2	0	0	0	0	0	0
Mitotic spindle-associated MMXD complex subunit MIP18	Fam96b	Q9D187;F8WHV1	2	4	2	4	2	4	2	4	2	3	0	4	2	3	1	0
SET and MYND domain-containing protein 5	Smyd5	Q3TYX3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Solute carrier family 25 member 51	Mcart1;Slc25a51	A2AKW0;Q5HZI9	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0
COP9 signalosome complex subunit 7b	Cops7b	Q8BV13	5	8	4	8	3	5	3	5	5	2	1	4	4	3	3	2
Methionine synthase	Mtr	A6H5Y3	0	1	1	1	2	1	0	0	1	0	0	1	1	1	0	0
Nuclear pore complex protein Nup155	Nup155	Q6ZQ45;Q99P88	2	1	3	1	2	0	2	2	2	0	1	0	0	0	0	0
Trafficking protein particle complex subunit 5	Trappc5	Q9CQA1	1	0	1	0	1	0	2	1	2	0	1	0	0	0	1	1
Cleavage and polyadenylation specificity factor subunit 1	Cpsf1	Q9EPU4	1	0	0	0	0	1	1	1	1	1	0	0	1	2	0	2
	Hnrnpr	Q8VHM5;A2AW41	4	6	7	5	3	5	8	4	5	3	4	4	4	3	4	5
Serine/threonine-protein kinase OSR1	Oxsr1	Q6P9R2	13	9	9	9	6	10	9	6	7	3	12	3	11	6	9	11
Fanconi anemia group D2 protein homolog	Fancd2	Q80V62;E9Q6F3	7	11	7	10	6	8	8	6	9	5	5	12	7	9	6	4
Aromatic-L-amino-acid decarboxylase	Ddc	O88533	11	8	9	12	7	9	9	7	12	7	11	7	12	7	10	10
Dystrophin	Dmd	P11531;A2A9Z2;A2A9Z1	2	1	1	2	2	1	1	1	2	5	1	1	1	3	1	2
FAS-associated factor 1	Faf1	P54731	7	5	5	4	6	3	6	5	4	5	5	4	5	3	4	7
40S ribosomal protein S13	Rps13	P62301;Q921R2	10	11	10	11	9	8	10	10	10	7	11	12	10	11	10	10
Lanosterol synthase	Lss	Q8BLN5	2	1	5	1	2	1	2	3	2	1	1	2	2	3	1	1
Regulator of microtubule dynamics protein 1	Fam82b	Q9DCV4	9	13	13	13	7	14	12	12	16	11	11	12	14	12	10	12
Calcitonin gene-related peptide type 1 receptor	Calcrl	Q9R1W5	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0
Carbonyl reductase [NADPH] 3	Cbr3	Q8K354	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1
Tyrosine-protein phosphatase non-receptor type 3	Ptpn3	A2ALK8;Q14BS5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1
Coagulation factor XIII B chain	F13b	B1AY02;Q07968	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0
Glutathione peroxidase 7	Gpx7	Q99LJ6	1	5	4	3	1	3	2	1	3	1	3	2	1	2	4	2
Phosphomannomutase 2	Pmm2	Q9Z2M7	12	13	11	14	8	13	15	12	13	13	13	13	13	16	14	15
COP9 signalosome complex subunit 5	Cops5	O35864	14	14	17	13	12	11	13	9	13	8	16	9	13	7	15	12
Sideroflexin-1	Sfxn1	Q99JR1	21	17	24	20	17	13	20	17	26	14	21	15	18	15	18	20
	Sec24b	Q80ZX0;F6VJC5;Q3U882	3	4	3	5	2	3	3	6	3	4	3	2	2	3	1	3
Importin-11	Ipo11	Q8K2V6-2;Q8K2V6	4	1	2	1	4	1	2	2	3	2	3	2	2	2	2	3
Cat eye syndrome critical region protein 5 homolog	Cecr5	Q91WM2	4	4	5	2	5	2	3	3	6	2	4	3	5	3	2	4
39S ribosomal protein L16, mitochondrial	Mrpl16	Q99N93;Q9CSU4	2	2	2	2	3	2	1	2	3	2	1	2	2	2	2	2
Cytosolic non-specific dipeptidase	Cndp2	Q9D1A2;F6XEL6	43	42	39	44	34	34	40	35	36	25	45	36	41	36	44	47
Eukaryotic translation elongation factor 1 epsilon-1	Eef1e1	Q9D1M4	3	3	2	4	1	4	2	4	2	3	4	3	3	3	3	2
Importin-7	Ipo7	Q9EPL8	8	11	11	10	10	7	9	11	10	13	14	11	5	8	9	9
WD repeat-containing protein 61	Wdr61	Q9ERF3;Q8BVQ0;F6U7Z8	4	10	10	10	7	11	12	8	9	6	10	8	14	5	11	12
Rho guanine nucleotide exchange factor 7	Arhgef7	Q9ES28-3;Q9ES28;Q9ES28-7;Q9ES28-2;Q9ES28-4;D3Z0V2;Q9ES28-5;Q9ES28-8;Q9ES28-6	3	1	7	2	4	1	5	3	5	3	2	2	2	4	2	2
