Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
C-terminal-binding protein 1	Ctbp1	NA	-0.09071796	0.061495891	-0.217106608	NA	0.193618195	0.20079662	0.144887345	NA	-0.035342381	0.168138969	0.342634384	-0.115832299	0.040927254	0.246275672	-0.186754085
Decorin	Dcn	0.148704698	-0.39176772	0.127068828	-0.166586914	-0.355129058	-0.286053134	-0.141432791	-0.18027519	NA	-0.246347277	-0.816149114	-0.329181016	NA	0.082026023	-0.425888934	NA
ATP-binding cassette sub-family B member 10, mitochondrial	Abcb10	0.01921424	0.260117342	1.162428073	0.356383895	0.882730515	0.850948793	NA	0.727976811	0.790085046	0.837325901	NA	0.591114265	-0.088141597	0.329721627	NA	0.022302442
Uncharacterized protein KIAA0528	Kiaa0528;5730419I09Rik	NA	0.094880197	-0.458277001	-0.136060107	NA	-0.135403531	NA	-0.052694111	-0.392427338	NA	NA	-0.268434394	NA	NA	NA	NA
TFIIH basal transcription factor complex helicase XPB subunit	Ercc3	NA	NA	1.606210406	1.105535316	0.570550072	1.58610268	NA	NA	NA	NA	NA	NA	4.096653165	1.333406999	3.003698035	NA
Charged multivesicular body protein 2b	Chmp2b	0.018571086	0.314104691	-0.252657864	NA	NA	0.258062799	0.005854779	NA	NA	NA	NA	NA	NA	NA	-0.492006976	-0.265796925
Methyl-CpG-binding domain protein 3	Mbd3	NA	NA	-0.232046713	NA	NA	0.194773592	NA	NA	0.074349908	NA	NA	NA	NA	NA	NA	-0.284869433
	Heatr7a	-0.2880632	NA	NA	NA	-0.163498732	NA	-0.465608848	NA	NA	NA	-0.769687121	NA	NA	NA	NA	NA
2-aminoethanethiol dioxygenase	Ado	0.125321051	NA	NA	NA	0.952740825	NA	NA	NA	NA	NA	NA	0.187657861	NA	0.125431208	NA	NA
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	Gspt1	0.089390126	0.139601284	0.03119407	0.079950664	0.01302848	0.205846182	0.065687321	0.084639726	0.057286581	0.037339934	-0.045023522	0.155116259	0.042664824	-0.029134804	0.123025393	0.009175805
Proteasome activator complex subunit 1	Psme1	-0.049073097	-0.018634174	-0.072174417	-0.132774233	-0.049770152	-0.110363243	-0.078336571	-0.067225673	-0.117562069	-0.173639164	-0.189160371	-0.078609835	-0.090311471	-0.10191896	-0.142609487	-0.089498151
Paraplegin	Spg7	0.190783142	-0.409798228	-0.061845307	0.078472266	0.241526251	0.035534826	0.377613104	0.293358943	0.357621887	-0.268434394	0.657058464	0.614270791	0.01337791	NA	NA	NA
Eukaryotic elongation factor 2 kinase	Eef2k	-0.241352086	-0.023610215	-0.343805752	-0.063502942	-0.221320307	0.090203859	-0.245739032	-0.250233981	-0.08011186	NA	-0.29007047	-0.33193447	-0.209890007	-0.192320435	NA	NA
Syntaxin-binding protein 5	Stxbp5	NA	0.137171742	NA	NA	NA	NA	NA	NA	NA	NA	0.016366079	0.42195978	NA	NA	-0.080930488	0.246703545
Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain	C1s;C1sa	-0.019346089	0.128850273	-0.084472517	-0.077926579	0.020925839	0.024663298	0.046742212	0.00950978	0.196144763	0.444831731	-0.021906077	0.016482816	0.169923198	0.165822765	0.155501861	-0.129876461
	Raph1	0.130949841	-0.056860943	-0.270947487	-0.378955461	0.089512924	-0.235359447	-0.129876461	-0.306728867	-0.189413431	-0.278103728	-0.205392513	-0.066399229	-0.244156396	-0.203639694	-0.42739163	-0.170053235
60S acidic ribosomal protein P1	Rplp1	-0.031677496	0.000707094	0.040185341	-0.01235413	-0.069289713	0.199536986	0.025779083	-0.013783815	0.040585927	0.007623107	-0.043344505	-0.01834931	-0.008056555	-0.043064479	-0.02672925	-0.04879418
Mitochondrial 2-oxoglutarate/malate carrier protein	Slc25a11	-0.084336446	-0.348459062	0.115363009	-0.138290234	0.206628451	0.013581783	-0.044883678	-0.051859299	-0.062398064	0.117990898	0.157029211	0.048516644	-0.381283373	0.003394323	0.006492287	-0.082566351
CD180 antigen	Cd180	-0.084336446	NA	-0.058524312	NA	NA	NA	-0.05338942	NA	0.008130815	NA	NA	NA	NA	NA	0.043586436	-0.230571942
Coiled-coil domain-containing protein 58	Ccdc58	0.082178741	0.046280323	0.166696979	0.118664282	0.206811596	0.09873726	0.116613787	0.1086897	0.100391239	0.236435453	0.144552412	0.087610725	0.001443417	0.219992332	0.219555508	0.167782388
Eukaryotic translation initiation factor 3 subunit A	Eif3a	0.140412041	0.200547921	0.135522621	0.187608569	0.081247413	0.30530698	0.128440188	0.146339624	0.127179119	0.097362963	0.01845418	0.13058654	0.159154112	0.036052454	0.128582128	0.03948829
Signal transducer and activator of transcription 3	Stat3	0.095804952	0.08355393	0.022991237	-0.053945425	0.057496755	-0.023468281	0.00433459	0.055666266	-0.042924445	0.070951367	0.014849356	0.057541796	0.055336425	0.07553521	0.02296192	0.00771013
Sorbitol dehydrogenase	Sord	-0.035764654	-0.028710586	0.062083164	0.00643432	0.16647028	-0.015212085	0.001558953	0.008566135	0.054197554	0.041446821	0.058878661	0.0632735	-0.042083959	0.01064297	0.167749976	0.077832605
Importin-5	Ipo5	0.12639151	0.248621978	-0.069014678	0.020574576	-0.039559557	0.228976494	0.124880504	0.065883621	0.07975244	-0.106750315	-0.047817548	0.142815194	0.01922886	-0.10701825	-0.044603951	-0.03745251
Ubiquitin-fold modifier-conjugating enzyme 1	Ufc1	-0.077653186	-0.106750315	-0.045722536	-0.181038924	-0.020199923	-0.039278795	-0.088955682	-0.05338942	-0.026587622	-0.185105363	0.01071564	-0.194591403	-0.093560176	-0.192825404	-0.154323965	-0.14182513
Transmembrane emp24 domain-containing protein 5	Tmed5	0.463827709	0.489807723	0.452866088	0.231396428	0.143755263	0.708019316	0.409948961	0.360601114	0.135871317	0.188693389	0.331172866	0.375852303	0.089451524	0.392818846	0.368662856	0.178012292
Serine hydroxymethyltransferase	Shmt2	-0.007195501	0.029602781	0.017125039	0.113005115	0.0882394	0.055621283	0.077223667	0.014747326	0.063605161	0.116535582	0.063665471	0.098969012	0.081247413	-0.006477564	0.096776583	0.160249981
Zinc finger MIZ domain-containing protein 1	Zmiz1	-0.118226814	0.038658201	NA	-0.254352163	-0.070251922	-0.278103728	-0.280481274	-0.105946212	-0.150169706	NA	-0.477262849	0.176397362	NA	NA	NA	NA
Dystrobrevin beta	Dtnb	0.061360401	NA	0.185638257	NA	0.173237984	0.190865478	NA	NA	0.292987709	0.491409085	NA	NA	NA	0.284176899	NA	NA
Interferon-induced protein with tetratricopeptide repeats 2	Ifit2	-0.277984747	-0.34857237	-0.250476553	-0.464981862	-0.203764966	-0.737427183	-0.05963216	-0.780058078	-0.05004888	-0.524364624	NA	NA	-0.295605489	NA	NA	NA
PDZ domain-containing protein GIPC2	Gipc2	-0.033088169	-0.198619873	NA	-0.254594043	NA	NA	-0.215367972	NA	-0.611266825	NA	-0.402394751	-0.056444801	-0.466548817	-0.130008304	-0.541713066	-0.220329955
Nuclear-interacting partner of ALK	Zc3hc1	-0.153156788	-0.124195772	-0.109694865	-0.14182513	-0.167614841	-0.234623941	-0.204140717	-0.194843512	-0.10057404	-0.166843964	-0.174534255	-0.049351959	-0.148478616	-0.062674363	-0.101112158	-0.069289713
Collagen type IV alpha-3-binding protein	Col4a3bp	-0.29007047	NA	0.455376138	NA	NA	NA	NA	NA	-0.415974946	NA	0.240418027	NA	-0.323312418	NA	0.475976455	NA
Costars family protein ABRACL	3110003A17Rik;Abracl	0.506086284	NA	NA	NA	NA	NA	NA	NA	NA	-0.031395196	0.673416634	0.205829543	NA	NA	0.30944881	0.727451204
Putative lipoyltransferase 2, mitochondrial	Lipt2	NA	NA	0.01530129	NA	NA	NA	NA	NA	-0.058385771	NA	NA	-0.202386375	NA	-0.072723231	NA	NA
NEDD8 ultimate buster 1	Nub1	NA	-0.263274835	-0.086104371	-0.581303036	0.576346537	-0.354790649	-0.164657575	-0.28475101	-0.015782997	-0.340163443	NA	NA	-0.295840551	-0.74002087	NA	NA
Integrator complex subunit 7	Ints7	NA	NA	0.12046674	0.34905167	-0.265076777	NA	0.200746876	-0.01720929	-0.08827731	-0.076695902	-0.09990111	-0.042364175	NA	-0.277984747	0.276799699	NA
Procollagen galactosyltransferase 1	Glt25d1	-0.280600049	-0.232906301	0.197169863	-0.020057652	0.125273843	-0.095991913	NA	0.279756563	NA	-0.120219212	NA	0.007246069	-0.24902051	-0.088141597	NA	NA
Protein phosphatase 1 regulatory subunit 11	Ppp1r11	-0.227617869	-0.155749233	-0.240008965	-0.194717463	-0.23388806	-0.238664592	-0.40294042	-0.252536767	-0.210762894	-0.52476579	-0.280124892	-0.220577607	-0.147306699	-0.109561152	-0.384160354	0.050547242
Apolipoprotein O-like	Apool	7.21e-05	-0.075601085	0.261638553	-0.061845307	0.168382143	0.11242794	0.174100427	0.201891405	0.172863877	0.270225377	0.341445739	0.128314032	-0.204891925	0.154120599	0.315917382	-0.041383179
	Pcdh1	0.276485124	0.197699231	0.374804336	0.015068016	0.298211438	0.244343266	0.246720663	0.157479686	0.099649033	0.174914524	0.41161756	0.094972645	0.053508673	0.268364901	0.369874148	-0.158595552
Heterogeneous nuclear ribonucleoprotein U-like protein 2	Hnrnpul2	0.056566216	-0.248048998	-0.014640947	-0.368489001	0.073863912	-0.190804468	0.026381378	-0.244156396	-0.216361735	-0.333881659	-0.03040671	-0.03885755	-0.139076515	-0.161436266	-0.215616477	-0.041523362
N-myc-interactor	Nmi	-0.178873958	-0.10648233	-0.196607044	-0.199248307	-0.206018004	-0.199750857	-0.239031363	-0.16117825	-0.146915848	-0.301821736	-0.323543009	-0.137372364	-0.173639164	-0.136060107	-0.281312491	-0.302757716
Retinal dehydrogenase 1	Aldh1a1	0.597670744	0.655148784	0.881082177	0.615574368	0.801204138	0.752266884	0.610587378	0.697359249	0.818706587	0.753993308	0.713000603	0.70747737	0.567318472	0.705076409	0.78443322	0.73845715
Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form	Dpp4	-0.109159939	-0.0360461	-0.080384787	-0.09369538	0.037191889	0.062866566	-0.16079114	-0.013497992	-0.032665112	0.060818566	-0.043204499	0.000707094	-0.040962548	-0.147957881	-0.022900402	-0.016353684
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Gfpt1	0.637154232	0.555205736	0.630237609	0.435573051	0.868278829	0.778679693	0.737975834	0.441497243	0.852094202	0.767855022	0.231514991	0.682441225	0.254926204	0.644464955	0.526971644	0.390320673
Poly(rC)-binding protein 1	Pcbp1	0.20889443	0.143755263	0.14739384	0.040615604	0.285969941	0.172473608	0.079051251	0.081277939	0.245659757	0.054632017	0.092247892	0.056086173	0.058593159	0.162315054	0.154778943	0.037443574
Microtubule-associated tumor suppressor 1 homolog	Mtus1	0.074623353	0.153847716	-0.034356597	0.039265898	0.003755892	0.100700605	-0.147436959	0.05220669	0.074896849	0.076797563	-0.162725653	-0.004753055	-0.030689204	0.140459747	-0.025028794	-0.069014678
Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial	Coq3	0.148528782	-0.004033901	-0.077789889	0.122428491	0.042367655	-0.07299756	0.077741248	-0.084608575	-0.088820033	0.048442044	-0.035201596	-0.09396575	-0.00604663	-0.135666197	0.12046674	-0.006908369
Basic leucine zipper and W2 domain-containing protein 1	Bzw1	0.142990415	0.153590931	0.051055339	0.086032577	-0.021337583	0.158993025	0.011326219	0.086982323	-0.014069583	0.176266941	-0.011352507	0.236537433	0.165919874	0.059765581	0.031842876	0.358047114
ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A	Arl8b;Arl8a	0.352621014	0.270730032	0.231565806	0.158123466	0.460369675	0.309430932	0.281982579	0.340367663	0.183080868	0.273813999	0.292828638	0.264009997	0.079417046	0.168852396	0.419082711	0.102279401
Probable glutamate--tRNA ligase, mitochondrial	Ears2	0.069845534	0.264061971	0.017081242	0.273395448	-0.036749476	0.266767155	0.189005836	0.107570114	0.003220802	0.187394988	0.038865678	0.218262612	0.11258391	0.217624987	0.030575026	0.245916356
Protein Noxp20	Fam114a1	-0.122871469	0.029161067	0.032521486	-0.070251922	-0.059216817	0.034441024	-0.377734578	-0.052694111	0.124849042	-0.351741389	-0.243059706	-0.152378145	-0.087870133	-0.235359447	0.035460894	0.012198922
Exportin-2	Cse1l	-0.201131967	-0.252173413	-0.246347277	-0.297484916	-0.179893171	-0.306728867	-0.228480098	-0.324810603	-0.180020521	-0.376734905	-0.21263159	-0.312432837	-0.160403926	-0.327802315	-0.197110515	-0.196732928
Glutaredoxin-1	Glrx	-0.390557636	-0.151339301	-0.22527493	-0.179893171	-0.290424404	-0.29007047	-0.2282338	-0.163756333	-0.160920188	-0.087462841	-0.226385217	-0.031112841	-0.236584458	-0.126179949	-0.187767747	-0.029841557
Serine racemase	Srr	0.250268381	0.27860109	0.237251495	0.287782825	0.326515939	0.242686536	0.258528699	0.23048213	0.126438754	0.225986801	0.209895259	0.193354234	0.321459295	0.091479119	0.261240809	0.328996555
Transmembrane protein 55B	Tmem55b	NA	0.291415443	0.257303876	0.289298243	NA	0.6930612	-0.910809399	0.688706154	0.255597758	NA	NA	NA	NA	NA	NA	-0.359408719
Complement component receptor 1-like protein	Cr1l	-0.018776585	NA	-0.119820952	NA	0.102047117	NA	NA	1.462435549	-0.393635856	0.958644859	NA	NA	-0.150429698	NA	0.044761603	NA
Zinc finger protein 598	Znf598;Zfp598	0.173107849	NA	-0.033370138	0.773121596	0.057016402	NA	0.930050418	0.411905444	NA	NA	0.469929258	NA	0.119118603	NA	NA	NA
Serine/threonine-protein kinase RIO2	Riok2	0.778828203	0.410485771	-0.339023333	NA	0.276922053	0.027601428	NA	NA	-0.194087052	-0.046979908	NA	NA	0.201194627	NA	NA	NA
Histone H3.3C	H3f3c	-0.324810603	NA	-0.220577607	-0.120750053	-0.295252823	-0.175045486	-0.415217825	-0.337083076	NA	-0.309292623	NA	-0.305795461	-0.345055675	-0.387693396	-0.254231207	-0.13066734
Serine/threonine-protein kinase Nek7	Nek7	-0.028710586	0.32859792	0.254392628	0.024076389	0.190618485	-0.585251011	0.164011269	-0.057831475	NA	NA	0.077406321	NA	0.337192933	0.133954535	0.310199897	0.288346516
Transmembrane protein 85	Tmem85	NA	NA	0.54229015	-0.012640181	NA	NA	0.310038917	0.239021172	0.212868477	NA	0.057466728	NA	NA	NA	NA	NA
Pre-mRNA-splicing regulator WTAP	Wtap	-0.770955871	NA	-0.936515452	NA	NA	NA	NA	NA	NA	-0.30626224	NA	0.109296505	-0.745366427	NA	NA	NA
Ubiquitin carboxyl-terminal hydrolase 47;Ubiquitin carboxyl-terminal hydrolase	Usp47	0.099587199	0.023724359	-0.138683428	0.072664809	0.033938744	0.115738128	0.152211498	-0.054779032	-0.028852006	0.357566432	-0.076148597	0.255907811	-0.033088169	-0.116630912	0.048382367	-0.095856924
	Pabpc4;Gm10110	-0.027437183	-0.024603367	-0.114766793	-0.043344505	-0.102187793	0.119181279	0.016716319	-0.055612157	-0.125122061	0.015986749	-0.115965432	0.023079192	-0.089498151	-0.11196609	-0.093154488	-0.111298453
Myosin-9	Myh9	0.133194863	0.123103951	-0.030124161	-0.002882509	0.074319528	0.064313965	-0.018491749	0.039873851	0.029676413	-0.051302489	-0.002450499	0.034913918	0.043512091	0.103875432	-0.037030731	-0.10272531
N-acetylneuraminate lyase	Npl	0.082041294	0.131408048	-0.241596155	0.021833664	-0.017921908	0.106668857	-0.271186602	0.107134954	0.218346531	-0.117828004	-0.04949137	0.215429014	0.125383997	0.258977486	-0.139338514	-0.11196609
Caskin-2	Caskin2	NA	0.003900545	-0.145351386	-0.537246361	NA	-0.049073097	-0.312432837	0.055861208	0.200547921	-0.23388806	NA	0.416134364	NA	0.00154451	NA	NA
GTPase IMAP family member 4	Gimap4	-0.028993412	-0.287472295	-0.068051643	-0.29372361	0.205530066	-0.143785225	-0.032806145	-0.266156864	-0.046840254	0.017577686	-0.131721171	-0.209640514	-0.359858472	-0.23878686	-0.178746506	-0.186120184
H-2 class I histocompatibility antigen, K-B alpha chain;H-2 class I histocompatibility antigen, K-K alpha chain	H2-K1	-0.200378798	-0.44498504	-0.182819402	-0.69483563	-0.230080016	-0.460061021	-0.463099267	-0.561106141	-0.566084491	-0.803392379	-0.230694897	-0.757620689	-0.426747809	-0.499169814	-0.370164281	-0.799667584
Yorkie homolog	Yap1	0.11391034	0.522778605	-0.055612157	0.406464559	-0.002306467	0.034825238	0.999019301	0.048233185	0.04074916	0.218430455	0.4886939	0.316061059	0.17177464	0.056431188	0.159605252	0.540988136
Chromobox protein homolog 1	Cbx1	-0.69884077	-0.511265613	-0.773152397	-0.893206865	-0.556012427	-0.614003045	-0.910732662	-0.764091329	-1.193456366	0.072664809	-0.859651564	-1.19023557	-0.727267011	-0.068877141	-0.42050935	-1.478713002
Eukaryotic translation initiation factor 4B	Eif4b	0.268816758	0.157479686	0.137901763	0.098150321	0.497302787	0.245505819	0.22838482	0.24249878	0.150577133	0.157978591	0.074912045	0.260238289	-0.006190289	0.104666353	0.057631883	0.20217353
BRO1 domain-containing protein BROX	Brox	0.049442003	0.683738383	0.195252528	0.036215175	0.266298587	0.11914994	-0.001153695	0.374729511	0.089313382	-0.210388864	0.068453088	0.238646636	0.055126565	0.067727128	0.134002027	0.01074471
RNA-binding protein with serine-rich domain 1	Rnps1	-0.227987459	-0.031112841	-0.138290234	0.087871362	0.128771402	-0.075464174	0.053583536	-0.193077822	-0.134615244	0.213119309	0.038850857	-0.162081103	-0.221938932	0.09589746	0.09091049	0.191030164
Galectin-9	Lgals9	-0.27596058	-0.353887836	-0.296193073	-0.39088776	-0.244887059	-0.317188278	-0.405012083	-0.244156396	-0.316029859	-0.396378727	-0.254835883	-0.235972083	-0.4473147	-0.288299495	-0.288890061	-0.448478121
Hydroxyacylglutathione hydrolase, mitochondrial	Hagh	0.12678526	0.186967922	0.20744446	0.232243518	0.163736508	0.171238452	0.187000769	0.196376174	0.126706502	0.249479245	0.198245346	0.183146385	0.166956107	0.15291709	0.230499056	0.304237749
Uroporphyrinogen decarboxylase	Urod	-0.004609253	-0.091801369	-0.14182513	-0.148218272	-0.04558276	-0.107420059	-0.081475982	-0.134483822	-0.118093889	-0.264116022	-0.184343778	-0.171206827	-0.106214296	-0.264356271	-0.179256247	-0.157173094
Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	Chchd3	0.092170996	-0.073134705	0.195037813	-0.084472517	0.225902437	0.209978692	0.097208629	0.196806034	0.14445673	0.278146158	0.262295935	0.130554952	-0.155101558	0.120137428	0.202140336	-0.008917095
Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	Iscu	0.401234631	0.211464621	0.266177131	0.147665506	0.434383328	0.182213042	0.370825258	0.249136277	0.278356109	0.18545778	0.494718789	0.377125859	0.237064445	0.27900365	0.418253482	0.369743652
Pre-mRNA 3-end-processing factor FIP1	Fip1l1	-0.080794082	-0.042924445	-0.227124934	-0.184089827	-0.076422275	-0.141563582	-0.346304516	-0.121943734	-0.135928816	-0.242693958	-0.302289802	-0.156655489	-0.136847604	-0.128425389	-0.288417627	-0.026587622
	Epb4.1	0.006376355	0.042233949	0.21616622	0.134128682	0.371142435	0.209227962	0.151554325	0.072285553	0.411771091	0.074638546	0.228925769	-0.015069322	-0.021053252	-0.08024833	0.25508115	0.207477776
60S ribosomal protein L37a	Rpl37a	0.180838688	0.08176644	0.211197375	0.12109421	0.104635329	0.458326577	0.177375891	0.310808207	0.294313983	0.310521912	0.228756701	0.446619835	0.025015558	0.241901535	0.331136568	0.096144177
5-oxoprolinase	Oplah	0.34684824	0.271426397	0.270434178	0.165741846	0.433915509	0.218547957	0.300004256	0.213336732	0.173758642	0.213637834	0.34206737	0.381047223	0.201161456	0.217155337	0.328978432	0.305021774
NAD-dependent protein deacylase sirtuin-5, mitochondrial	Sirt5	0.053209263	0.166259806	0.431170133	0.210829993	0.167636539	0.067485222	0.165887503	0.12337108	0.123276793	0.160395085	-0.04851521	0.172945197	0.266142431	0.140746015	0.224738708	0.304790086
SLAIN motif-containing protein 2	Slain2	-0.104470858	-0.092883966	0.033805817	0.097532749	-0.104739216	-0.222680931	0.042486515	-0.086104371	-0.39330636	-0.349478515	-0.733180773	-0.453754607	-0.212756083	-0.295840551	NA	-0.651040207
Nuclear factor 1;Nuclear factor 1 X-type	Nfix	-0.181675061	1.231582745	0.853292649	-0.078473209	0.204615384	1.142353351	-0.410123978	0.768149836	1.5611536	0.265067152	0.060999155	NA	1.008275907	-0.211386062	NA	NA
Hepatoma-derived growth factor-related protein 3	Hdgfrp3	-0.718876685	-0.146785541	-0.30626224	-0.299361898	-0.116098552	-0.33571191	-0.458696969	NA	-0.331590576	NA	-0.268194823	-0.283566239	-0.29971356	NA	-0.156655489	-0.044324169
NudC domain-containing protein 3	Nudcd3	-0.146133829	-0.032806145	-0.029276182	-0.010206943	-0.203514411	-0.119422583	-0.09017595	-0.266756562	0.125258107	-0.451224302	0.51742015	NA	-0.072174417	-0.09396575	0.156868361	0.027807322
S-phase kinase-associated protein 1	Skp1	0.265327227	0.066276302	0.226189297	0.088392778	0.426509132	0.161814648	0.178844931	0.183621476	0.268260646	-0.000144262	0.183801724	0.146850663	0.064992933	0.148384867	0.055651272	0.029882602
Friend of PRMT1 protein	Fop;2500003M10Rik	-0.068877141	NA	NA	0.392458994	-0.032524066	-0.007769594	0.173075317	-0.041102772	NA	NA	NA	NA	NA	NA	0.541722999	NA
Uncharacterized family 31 glucosidase KIAA1161	Kiaa1161	NA	0.185654665	0.167296283	NA	NA	0.269929627	NA	0.013902214	0.141127794	NA	NA	NA	-0.137896932	NA	NA	NA
Abhydrolase domain-containing protein 14B	Abhd14b	-0.086783766	-0.031959741	-0.077926579	-0.003890027	0.042664824	-0.033933911	-0.081475982	0.005275471	0.001645611	0.02130647	-0.012783185	-0.039980598	0.015665855	-0.016068369	-0.036749476	0.129165803
Eukaryotic translation initiation factor 2 subunit 3, Y-linked	Eif2s3y	1.408052556	1.417655961	1.285319266	1.403083935	1.432999803	1.216149461	1.34949276	1.430392253	1.305538751	1.109638918	1.11775607	1.461163892	1.169193019	1.32510552	1.178632644	1.094402639
Putative deoxyribonuclease TATDN1	Tatdn1	-0.231678162	0.023797691	-0.293252756	-0.071899932	-0.220577607	-0.276913483	-0.273814245	-0.408059648	-0.136060107	-0.375289709	0.019535924	-0.145090477	-0.121678557	-0.324580215	0.087825364	0.027674958
Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain	Itgav	-0.705137467	0.09381746	-0.428035163	-0.458696969	-0.814345335	0.053239201	-0.609471311	0.002714819	-0.416947805	-1.086104371	-0.733874919	-0.439250781	-0.426425791	-0.546462358	-0.589859344	-0.775092694
Elongation factor 1-beta	Eef1b	-0.036327492	0.055681261	-0.065572312	-0.01564029	-0.078883047	0.028748923	-0.049909522	0.010730175	-0.058939855	-0.010779839	-0.151339301	-0.035905384	-0.064331046	0.009713108	-0.074916402	-0.096936483
Protein FAM91A1	Fam91a1	0.105193875	-0.0824301	-0.280481274	-0.038295698	-0.005328121	-0.157561176	-0.042083959	-0.317535622	-0.200755432	-0.032241931	-0.143132156	-0.010350188	-0.004465437	-0.09936254	-0.118891252	0.035549613
GTPase HRas;GTPase HRas, N-terminally processed	Hras1	0.076173853	-0.148088083	-0.161694235	-0.245495663	0.052760263	0.078853151	-0.165686877	0.125887665	-0.215243704	-0.162596766	0.297572952	-0.164786278	-0.17466208	-0.311386858	-0.083383588	-0.134878054
Glyceraldehyde-3-phosphate dehydrogenase	Gm10358;Gm4609	-0.299361898	-0.319964694	-0.322505058	-0.273456211	-0.326882449	-0.358283723	-0.274768566	-0.371614618	-0.388685507	-0.267236142	-0.336626166	-0.247562997	-0.311619363	-0.282499113	-0.336740407	-0.20851726
PAP-associated domain-containing protein 5	Papd5	-0.13066734	0.047994526	-0.511366829	0.265275208	-0.497637911	-0.265556916	-0.20614307	-0.28036249	-0.535157156	-0.111832587	-0.616263585	-0.298892881	0.326950191	-0.267595722	-0.25918208	0.049949711
Myc box-dependent-interacting protein 1	Bin1	0.069406466	-0.027578727	-0.275126274	0.042917465	-0.18142064	-0.163369914	0.044627675	0.035357396	-0.290778251	0.053448786	0.051578566	0.116942297	-0.042924445	-0.084200362	-0.10433666	0.050233507
DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	Apex1	0.199669527	0.148001163	0.303970565	-0.044184258	0.550929952	0.298548531	0.275978452	0.211464621	0.425055652	0.109841291	0.449020556	0.186590238	-0.003602237	0.38475322	0.141191434	-0.079019633
Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	Acadm	-0.088548697	-0.133168933	-0.126708602	-0.070664101	-0.072037181	-0.12631213	-0.091801369	-0.127897364	-0.07231164	-0.006764782	-0.042924445	-0.026587622	-0.039138394	-0.070938821	0.021247905	0.04820335
CWF19-like protein 1	Cwf19l1	-0.047538389	-0.228726355	-0.20851726	-0.308593869	-0.155619721	-0.315913965	-0.291132012	-0.549324164	-0.254231207	-0.288653864	-0.867263911	-0.15263774	-0.287945039	-0.347552277	-0.060739158	-0.533563348
Bleomycin hydrolase	Blmh	0.103456884	-0.104202449	0.020794105	-0.185739709	0.03633353	-0.197236355	-0.3887957	-0.265796925	-0.087327052	-0.173894961	-0.32308179	-0.160533009	-0.091259766	-0.010779839	-0.101381142	-0.127104965
28S ribosomal protein S17, mitochondrial	Mrps17	0.151922946	0.145046865	0.251470069	0.170053046	0.039873851	0.231786027	0.282842355	0.247354156	0.079676207	0.119917928	0.268243271	0.085450784	0.068498473	0.063876577	0.178665302	0.018951097
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	Ndufa8	0.174947098	-0.023752136	0.160959517	-0.024886999	0.291362475	0.161927628	0.111663929	0.133574649	0.19063495	0.197351811	0.325557427	0.144536464	-0.114766793	0.171400912	0.125840439	-0.007482576
	Gpr155	0.262832443	0.393974769	0.796936697	0.549387855	0.522136196	0.509594172	0.520479687	0.514016812	0.582166384	NA	NA	0.230905344	NA	NA	NA	NA
WD repeat-containing protein 48	Wdr48	-0.209890007	NA	0.243676929	-0.301821736	0.148736685	NA	-0.610889008	0.337776267	-0.188780698	NA	-0.410123978	NA	0.202123739	NA	NA	0.286955304
	Ppp2r5d	-0.516620347	NA	0.13227746	NA	-0.175173266	NA	0.10430961	-0.261470639	0.017446258	NA	-0.148478616	NA	-0.408711861	NA	0.021042945	-0.345396375
Splicing factor 3B subunit 4	Sf3b4;Gm7935	-0.210388864	-0.166072676	-0.220577607	-0.299596349	-0.32849183	-0.314406508	-0.158983251	-0.395282204	-0.110630508	-0.379177329	-0.143393419	-0.199876467	-0.091801369	-0.298306396	-0.084472517	-0.138683428
Trans-2-enoyl-CoA reductase, mitochondrial	Mecr	0.091156356	0.196524957	0.215646786	0.222127951	0.157576235	0.281386301	0.287448238	0.305057422	0.23757464	0.426819397	0.235704806	0.370265706	0.247628185	0.288610821	0.307626368	0.247319906
Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	Itga3	-0.449957484	NA	-0.142348082	0.463429812	-0.088955682	NA	0.039681057	NA	NA	NA	NA	NA	-0.603786553	NA	NA	NA
5-aminolevulinate synthase, erythroid-specific, mitochondrial	Alas2	0.001356771	NA	NA	NA	NA	0.198493649	1.327131168	NA	NA	NA	1.546161126	NA	NA	NA	NA	NA
